"ray/tune/info/num_steps_sampled","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - _step","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - _step__MIN","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - _step__MAX","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - ray/tune/custom_metrics/energy_cost_mean","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: super-monkey-909 - _step","checkpoint: super-monkey-909 - _step__MIN","checkpoint: super-monkey-909 - _step__MAX","checkpoint: super-monkey-909 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: super-monkey-909 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: super-monkey-909 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: rose-galaxy-908 - _step","checkpoint: rose-galaxy-908 - _step__MIN","checkpoint: rose-galaxy-908 - _step__MAX","checkpoint: rose-galaxy-908 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: rose-galaxy-908 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: rose-galaxy-908 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: charmed-wind-904 - _step","checkpoint: charmed-wind-904 - _step__MIN","checkpoint: charmed-wind-904 - _step__MAX","checkpoint: charmed-wind-904 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: charmed-wind-904 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: charmed-wind-904 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: lucky-wind-900 - _step","checkpoint: lucky-wind-900 - _step__MIN","checkpoint: lucky-wind-900 - _step__MAX","checkpoint: lucky-wind-900 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: lucky-wind-900 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: lucky-wind-900 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: brisk-vortex-896 - _step","checkpoint: brisk-vortex-896 - _step__MIN","checkpoint: brisk-vortex-896 - _step__MAX","checkpoint: brisk-vortex-896 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: brisk-vortex-896 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: brisk-vortex-896 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: grateful-monkey-892 - _step","checkpoint: grateful-monkey-892 - _step__MIN","checkpoint: grateful-monkey-892 - _step__MAX","checkpoint: grateful-monkey-892 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: grateful-monkey-892 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: grateful-monkey-892 - ray/tune/custom_metrics/energy_cost_mean__MAX"
"19256","","","","","","","382","382","382","41.972755432128906","41.972755432128906","41.972755432128906","382","382","382","42.1744270324707","42.1744270324707","42.1744270324707","382","382","382","42.3430061340332","42.3430061340332","42.3430061340332","382","382","382","42.156890869140625","42.156890869140625","42.156890869140625","382","382","382","42.1744270324707","42.1744270324707","42.1744270324707","382","382","382","42.06797409057617","42.06797409057617","42.06797409057617"
"19356","","","","","","","384","384","384","42.06797409057617","42.06797409057617","42.06797409057617","384","384","384","42.1744270324707","42.1744270324707","42.1744270324707","384","384","384","41.972755432128906","41.972755432128906","41.972755432128906","384","384","384","41.972755432128906","41.972755432128906","41.972755432128906","384","384","384","42.73429489135742","42.73429489135742","42.73429489135742","384","384","384","42.05982208251953","42.05982208251953","42.05982208251953"
"19456","","","","","","","386","386","386","41.972755432128906","41.972755432128906","41.972755432128906","386","386","386","42.1744270324707","42.1744270324707","42.1744270324707","386","386","386","41.972755432128906","41.972755432128906","41.972755432128906","386","386","386","41.972755432128906","41.972755432128906","41.972755432128906","386","386","386","42.275081634521484","42.275081634521484","42.275081634521484","386","386","386","41.972755432128906","41.972755432128906","41.972755432128906"
"19556","","","","","","","388","388","388","41.972755432128906","41.972755432128906","41.972755432128906","388","388","388","42.1744270324707","42.1744270324707","42.1744270324707","388","388","388","41.972755432128906","41.972755432128906","41.972755432128906","388","388","388","41.972755432128906","41.972755432128906","41.972755432128906","388","388","388","42.49872589111328","42.49872589111328","42.49872589111328","388","388","388","41.972755432128906","41.972755432128906","41.972755432128906"
"19656","","","","","","","390","390","390","41.972755432128906","41.972755432128906","41.972755432128906","390","390","390","42.1744270324707","42.1744270324707","42.1744270324707","390","390","390","41.972755432128906","41.972755432128906","41.972755432128906","390","390","390","41.972755432128906","41.972755432128906","41.972755432128906","390","390","390","42.1744270324707","42.1744270324707","42.1744270324707","390","390","390","41.972755432128906","41.972755432128906","41.972755432128906"
"19756","","","","","","","392","392","392","41.972755432128906","41.972755432128906","41.972755432128906","392","392","392","42.39263916015625","42.39263916015625","42.39263916015625","392","392","392","41.972755432128906","41.972755432128906","41.972755432128906","392","392","392","41.972755432128906","41.972755432128906","41.972755432128906","392","392","392","42.268287658691406","42.268287658691406","42.268287658691406","392","392","392","42.05982208251953","42.05982208251953","42.05982208251953"
"19856","","","","","","","394","394","394","41.972755432128906","41.972755432128906","41.972755432128906","394","394","394","42.1744270324707","42.1744270324707","42.1744270324707","394","394","394","41.972755432128906","41.972755432128906","41.972755432128906","394","394","394","42.069580078125","42.069580078125","42.069580078125","394","394","394","42.1744270324707","42.1744270324707","42.1744270324707","394","394","394","41.972755432128906","41.972755432128906","41.972755432128906"
"19956","","","","","","","396","396","396","42.22617721557617","42.22617721557617","42.22617721557617","396","396","396","42.86886978149414","42.86886978149414","42.86886978149414","396","396","396","42.1634407043457","42.1634407043457","42.1634407043457","396","396","396","42.069580078125","42.069580078125","42.069580078125","396","396","396","42.1744270324707","42.1744270324707","42.1744270324707","396","396","396","42.06797409057617","42.06797409057617","42.06797409057617"
"20056","","","","","","","398","398","398","42.07341003417969","42.07341003417969","42.07341003417969","398","398","398","42.26108169555664","42.26108169555664","42.26108169555664","398","398","398","41.972755432128906","41.972755432128906","41.972755432128906","398","398","398","42.06142807006836","42.06142807006836","42.06142807006836","398","398","398","42.47208786010742","42.47208786010742","42.47208786010742","398","398","398","42.097103118896484","42.097103118896484","42.097103118896484"
"20156","","","","","","","400","400","400","42.288028717041016","42.288028717041016","42.288028717041016","400","400","400","42.1744270324707","42.1744270324707","42.1744270324707","400","400","400","41.972755432128906","41.972755432128906","41.972755432128906","400","400","400","41.972755432128906","41.972755432128906","41.972755432128906","400","400","400","42.29062271118164","42.29062271118164","42.29062271118164","400","400","400","41.972755432128906","41.972755432128906","41.972755432128906"
"20256","","","","","","","402","402","402","41.972755432128906","41.972755432128906","41.972755432128906","402","402","402","42.1744270324707","42.1744270324707","42.1744270324707","402","402","402","41.972755432128906","41.972755432128906","41.972755432128906","402","402","402","41.972755432128906","41.972755432128906","41.972755432128906","402","402","402","42.1744270324707","42.1744270324707","42.1744270324707","402","402","402","42.06797409057617","42.06797409057617","42.06797409057617"
"20356","","","","","","","404","404","404","42.06142807006836","42.06142807006836","42.06142807006836","404","404","404","42.1744270324707","42.1744270324707","42.1744270324707","404","404","404","41.972755432128906","41.972755432128906","41.972755432128906","404","404","404","41.972755432128906","41.972755432128906","41.972755432128906","404","404","404","42.1744270324707","42.1744270324707","42.1744270324707","404","404","404","41.972755432128906","41.972755432128906","41.972755432128906"
"20456","","","","","","","406","406","406","41.972755432128906","41.972755432128906","41.972755432128906","406","406","406","42.1744270324707","42.1744270324707","42.1744270324707","406","406","406","41.972755432128906","41.972755432128906","41.972755432128906","406","406","406","41.972755432128906","41.972755432128906","41.972755432128906","406","406","406","42.1744270324707","42.1744270324707","42.1744270324707","406","406","406","41.972755432128906","41.972755432128906","41.972755432128906"
"20556","","","","","","","408","408","408","41.972755432128906","41.972755432128906","41.972755432128906","408","408","408","42.293190002441406","42.293190002441406","42.293190002441406","408","408","408","41.972755432128906","41.972755432128906","41.972755432128906","408","408","408","41.972755432128906","41.972755432128906","41.972755432128906","408","408","408","42.275081634521484","42.275081634521484","42.275081634521484","408","408","408","41.972755432128906","41.972755432128906","41.972755432128906"
"20656","","","","","","","410","410","410","42.07476806640625","42.07476806640625","42.07476806640625","410","410","410","42.294551849365234","42.294551849365234","42.294551849365234","410","410","410","42.069580078125","42.069580078125","42.069580078125","410","410","410","41.972755432128906","41.972755432128906","41.972755432128906","410","410","410","42.275081634521484","42.275081634521484","42.275081634521484","410","410","410","41.972755432128906","41.972755432128906","41.972755432128906"
"20756","","","","","","","412","412","412","41.972755432128906","41.972755432128906","41.972755432128906","412","412","412","42.1744270324707","42.1744270324707","42.1744270324707","412","412","412","41.972755432128906","41.972755432128906","41.972755432128906","412","412","412","42.18833923339844","42.18833923339844","42.18833923339844","412","412","412","42.1744270324707","42.1744270324707","42.1744270324707","412","412","412","41.972755432128906","41.972755432128906","41.972755432128906"
"20856","","","","","","","414","414","414","41.972755432128906","41.972755432128906","41.972755432128906","414","414","414","42.1744270324707","42.1744270324707","42.1744270324707","414","414","414","41.972755432128906","41.972755432128906","41.972755432128906","414","414","414","42.06142807006836","42.06142807006836","42.06142807006836","414","414","414","42.1744270324707","42.1744270324707","42.1744270324707","414","414","414","41.972755432128906","41.972755432128906","41.972755432128906"
"20956","","","","","","","416","416","416","41.972755432128906","41.972755432128906","41.972755432128906","416","416","416","42.1744270324707","42.1744270324707","42.1744270324707","416","416","416","41.972755432128906","41.972755432128906","41.972755432128906","416","416","416","42.24371337890625","42.24371337890625","42.24371337890625","416","416","416","42.29741668701172","42.29741668701172","42.29741668701172","416","416","416","41.972755432128906","41.972755432128906","41.972755432128906"
"21056","","","","","","","418","418","418","41.972755432128906","41.972755432128906","41.972755432128906","418","418","418","42.1744270324707","42.1744270324707","42.1744270324707","418","418","418","41.972755432128906","41.972755432128906","41.972755432128906","418","418","418","41.972755432128906","41.972755432128906","41.972755432128906","418","418","418","42.1744270324707","42.1744270324707","42.1744270324707","418","418","418","41.972755432128906","41.972755432128906","41.972755432128906"
"21156","","","","","","","420","420","420","41.972755432128906","41.972755432128906","41.972755432128906","420","420","420","42.1744270324707","42.1744270324707","42.1744270324707","420","420","420","41.972755432128906","41.972755432128906","41.972755432128906","420","420","420","41.972755432128906","41.972755432128906","41.972755432128906","420","420","420","42.58761215209961","42.58761215209961","42.58761215209961","420","420","420","41.972755432128906","41.972755432128906","41.972755432128906"
"21256","","","","","","","422","422","422","41.972755432128906","41.972755432128906","41.972755432128906","422","422","422","42.1744270324707","42.1744270324707","42.1744270324707","422","422","422","42.069580078125","42.069580078125","42.069580078125","422","422","422","41.972755432128906","41.972755432128906","41.972755432128906","422","422","422","42.275081634521484","42.275081634521484","42.275081634521484","422","422","422","41.972755432128906","41.972755432128906","41.972755432128906"
"21356","","","","","","","424","424","424","41.972755432128906","41.972755432128906","41.972755432128906","424","424","424","42.33917999267578","42.33917999267578","42.33917999267578","424","424","424","41.972755432128906","41.972755432128906","41.972755432128906","424","424","424","41.972755432128906","41.972755432128906","41.972755432128906","424","424","424","42.1744270324707","42.1744270324707","42.1744270324707","424","424","424","42.088951110839844","42.088951110839844","42.088951110839844"
"21456","","","","","","","426","426","426","41.972755432128906","41.972755432128906","41.972755432128906","426","426","426","42.1744270324707","42.1744270324707","42.1744270324707","426","426","426","42.069580078125","42.069580078125","42.069580078125","426","426","426","41.972755432128906","41.972755432128906","41.972755432128906","426","426","426","42.29741668701172","42.29741668701172","42.29741668701172","426","426","426","41.972755432128906","41.972755432128906","41.972755432128906"
"21556","","","","","","","428","428","428","41.972755432128906","41.972755432128906","41.972755432128906","428","428","428","42.1744270324707","42.1744270324707","42.1744270324707","428","428","428","41.972755432128906","41.972755432128906","41.972755432128906","428","428","428","41.972755432128906","41.972755432128906","41.972755432128906","428","428","428","42.1744270324707","42.1744270324707","42.1744270324707","428","428","428","41.972755432128906","41.972755432128906","41.972755432128906"
"21656","","","","","","","430","430","430","41.972755432128906","41.972755432128906","41.972755432128906","430","430","430","42.1744270324707","42.1744270324707","42.1744270324707","430","430","430","41.972755432128906","41.972755432128906","41.972755432128906","430","430","430","41.972755432128906","41.972755432128906","41.972755432128906","430","430","430","42.1744270324707","42.1744270324707","42.1744270324707","430","430","430","41.972755432128906","41.972755432128906","41.972755432128906"
"21756","","","","","","","432","432","432","41.972755432128906","41.972755432128906","41.972755432128906","432","432","432","42.1744270324707","42.1744270324707","42.1744270324707","432","432","432","41.972755432128906","41.972755432128906","41.972755432128906","432","432","432","42.07341003417969","42.07341003417969","42.07341003417969","432","432","432","42.1744270324707","42.1744270324707","42.1744270324707","432","432","432","41.972755432128906","41.972755432128906","41.972755432128906"
"21856","","","","","","","434","434","434","41.972755432128906","41.972755432128906","41.972755432128906","434","434","434","42.26149368286133","42.26149368286133","42.26149368286133","434","434","434","41.972755432128906","41.972755432128906","41.972755432128906","434","434","434","41.972755432128906","41.972755432128906","41.972755432128906","434","434","434","42.1744270324707","42.1744270324707","42.1744270324707","434","434","434","41.972755432128906","41.972755432128906","41.972755432128906"
"21956","","","","","","","436","436","436","41.972755432128906","41.972755432128906","41.972755432128906","436","436","436","42.67562484741211","42.67562484741211","42.67562484741211","436","436","436","41.972755432128906","41.972755432128906","41.972755432128906","436","436","436","41.972755432128906","41.972755432128906","41.972755432128906","436","436","436","42.1744270324707","42.1744270324707","42.1744270324707","436","436","436","41.972755432128906","41.972755432128906","41.972755432128906"
"22056","","","","","","","438","438","438","41.972755432128906","41.972755432128906","41.972755432128906","438","438","438","42.26149368286133","42.26149368286133","42.26149368286133","438","438","438","41.972755432128906","41.972755432128906","41.972755432128906","438","438","438","42.097103118896484","42.097103118896484","42.097103118896484","438","438","438","42.1744270324707","42.1744270324707","42.1744270324707","438","438","438","42.167266845703125","42.167266845703125","42.167266845703125"
"22156","","","","","","","440","440","440","41.972755432128906","41.972755432128906","41.972755432128906","440","440","440","42.493751525878906","42.493751525878906","42.493751525878906","440","440","440","41.972755432128906","41.972755432128906","41.972755432128906","440","440","440","42.07341003417969","42.07341003417969","42.07341003417969","440","440","440","42.1744270324707","42.1744270324707","42.1744270324707","440","440","440","41.972755432128906","41.972755432128906","41.972755432128906"
"22256","","","","","","","442","442","442","41.972755432128906","41.972755432128906","41.972755432128906","442","442","442","42.34815216064453","42.34815216064453","42.34815216064453","442","442","442","41.972755432128906","41.972755432128906","41.972755432128906","442","442","442","42.30821990966797","42.30821990966797","42.30821990966797","442","442","442","42.1744270324707","42.1744270324707","42.1744270324707","442","442","442","41.972755432128906","41.972755432128906","41.972755432128906"
"22356","","","","","","","444","444","444","41.972755432128906","41.972755432128906","41.972755432128906","444","444","444","42.493751525878906","42.493751525878906","42.493751525878906","444","444","444","41.972755432128906","41.972755432128906","41.972755432128906","444","444","444","42.16047286987305","42.16047286987305","42.16047286987305","444","444","444","42.275081634521484","42.275081634521484","42.275081634521484","444","444","444","41.972755432128906","41.972755432128906","41.972755432128906"
"22456","","","","","","","446","446","446","42.35435104370117","42.35435104370117","42.35435104370117","446","446","446","42.27644348144531","42.27644348144531","42.27644348144531","446","446","446","42.220088958740234","42.220088958740234","42.220088958740234","446","446","446","41.972755432128906","41.972755432128906","41.972755432128906","446","446","446","42.1744270324707","42.1744270324707","42.1744270324707","446","446","446","41.972755432128906","41.972755432128906","41.972755432128906"
"22556","","","","","","","448","448","448","41.972755432128906","41.972755432128906","41.972755432128906","448","448","448","42.1744270324707","42.1744270324707","42.1744270324707","448","448","448","42.21586608886719","42.21586608886719","42.21586608886719","448","448","448","41.972755432128906","41.972755432128906","41.972755432128906","448","448","448","42.1744270324707","42.1744270324707","42.1744270324707","448","448","448","41.972755432128906","41.972755432128906","41.972755432128906"
"22656","","","","","","","450","450","450","41.972755432128906","41.972755432128906","41.972755432128906","450","450","450","42.1744270324707","42.1744270324707","42.1744270324707","450","450","450","41.972755432128906","41.972755432128906","41.972755432128906","450","450","450","41.972755432128906","41.972755432128906","41.972755432128906","450","450","450","42.26787567138672","42.26787567138672","42.26787567138672","450","450","450","41.972755432128906","41.972755432128906","41.972755432128906"
"22756","","","","","","","452","452","452","42.066612243652344","42.066612243652344","42.066612243652344","452","452","452","42.1744270324707","42.1744270324707","42.1744270324707","452","452","452","41.972755432128906","41.972755432128906","41.972755432128906","452","452","452","41.972755432128906","41.972755432128906","41.972755432128906","452","452","452","42.1744270324707","42.1744270324707","42.1744270324707","452","452","452","41.972755432128906","41.972755432128906","41.972755432128906"
"22856","","","","","","","454","454","454","42.095741271972656","42.095741271972656","42.095741271972656","454","454","454","42.760826110839844","42.760826110839844","42.760826110839844","454","454","454","41.972755432128906","41.972755432128906","41.972755432128906","454","454","454","42.06797409057617","42.06797409057617","42.06797409057617","454","454","454","42.1744270324707","42.1744270324707","42.1744270324707","454","454","454","41.972755432128906","41.972755432128906","41.972755432128906"
"22956","","","","","","","456","456","456","41.972755432128906","41.972755432128906","41.972755432128906","456","456","456","42.26923370361328","42.26923370361328","42.26923370361328","456","456","456","41.972755432128906","41.972755432128906","41.972755432128906","456","456","456","42.18537521362305","42.18537521362305","42.18537521362305","456","456","456","42.1744270324707","42.1744270324707","42.1744270324707","456","456","456","42.09151840209961","42.09151840209961","42.09151840209961"
"23056","","","","","","","458","458","458","42.066612243652344","42.066612243652344","42.066612243652344","458","458","458","42.1744270324707","42.1744270324707","42.1744270324707","458","458","458","41.972755432128906","41.972755432128906","41.972755432128906","458","458","458","42.38756561279297","42.38756561279297","42.38756561279297","458","458","458","42.1744270324707","42.1744270324707","42.1744270324707","458","458","458","41.972755432128906","41.972755432128906","41.972755432128906"
"23156","","","","","","","460","460","460","41.972755432128906","41.972755432128906","41.972755432128906","460","460","460","42.26964569091797","42.26964569091797","42.26964569091797","460","460","460","42.161834716796875","42.161834716796875","42.161834716796875","460","460","460","42.069580078125","42.069580078125","42.069580078125","460","460","460","42.1744270324707","42.1744270324707","42.1744270324707","460","460","460","41.972755432128906","41.972755432128906","41.972755432128906"
"23256","","","","","","","462","462","462","41.972755432128906","41.972755432128906","41.972755432128906","462","462","462","42.1744270324707","42.1744270324707","42.1744270324707","462","462","462","42.07341003417969","42.07341003417969","42.07341003417969","462","462","462","41.972755432128906","41.972755432128906","41.972755432128906","462","462","462","42.1744270324707","42.1744270324707","42.1744270324707","462","462","462","41.972755432128906","41.972755432128906","41.972755432128906"
"23356","","","","","","","464","464","464","41.972755432128906","41.972755432128906","41.972755432128906","464","464","464","42.1744270324707","42.1744270324707","42.1744270324707","464","464","464","41.972755432128906","41.972755432128906","41.972755432128906","464","464","464","41.972755432128906","41.972755432128906","41.972755432128906","464","464","464","42.1744270324707","42.1744270324707","42.1744270324707","464","464","464","41.972755432128906","41.972755432128906","41.972755432128906"
"23456","","","","","","","466","466","466","41.972755432128906","41.972755432128906","41.972755432128906","466","466","466","42.1744270324707","42.1744270324707","42.1744270324707","466","466","466","41.972755432128906","41.972755432128906","41.972755432128906","466","466","466","41.972755432128906","41.972755432128906","41.972755432128906","466","466","466","42.1744270324707","42.1744270324707","42.1744270324707","466","466","466","41.972755432128906","41.972755432128906","41.972755432128906"
"23556","","","","","","","468","468","468","41.972755432128906","41.972755432128906","41.972755432128906","468","468","468","42.26149368286133","42.26149368286133","42.26149368286133","468","468","468","41.972755432128906","41.972755432128906","41.972755432128906","468","468","468","41.972755432128906","41.972755432128906","41.972755432128906","468","468","468","42.1744270324707","42.1744270324707","42.1744270324707","468","468","468","41.972755432128906","41.972755432128906","41.972755432128906"
"23656","","","","","","","470","470","470","41.972755432128906","41.972755432128906","41.972755432128906","470","470","470","42.1744270324707","42.1744270324707","42.1744270324707","470","470","470","41.972755432128906","41.972755432128906","41.972755432128906","470","470","470","42.07476806640625","42.07476806640625","42.07476806640625","470","470","470","42.268287658691406","42.268287658691406","42.268287658691406","470","470","470","42.06661605834961","42.06661605834961","42.06661605834961"
"23756","","","","","","","472","472","472","41.972755432128906","41.972755432128906","41.972755432128906","472","472","472","42.26149368286133","42.26149368286133","42.26149368286133","472","472","472","41.972755432128906","41.972755432128906","41.972755432128906","472","472","472","42.088951110839844","42.088951110839844","42.088951110839844","472","472","472","42.1744270324707","42.1744270324707","42.1744270324707","472","472","472","41.972755432128906","41.972755432128906","41.972755432128906"
"23856","","","","","","","474","474","474","41.972755432128906","41.972755432128906","41.972755432128906","474","474","474","42.36350631713867","42.36350631713867","42.36350631713867","474","474","474","41.972755432128906","41.972755432128906","41.972755432128906","474","474","474","42.29207992553711","42.29207992553711","42.29207992553711","474","474","474","42.1744270324707","42.1744270324707","42.1744270324707","474","474","474","42.29207992553711","42.29207992553711","42.29207992553711"
"23956","","","","","","","476","476","476","41.972755432128906","41.972755432128906","41.972755432128906","476","476","476","42.1744270324707","42.1744270324707","42.1744270324707","476","476","476","41.972755432128906","41.972755432128906","41.972755432128906","476","476","476","41.972755432128906","41.972755432128906","41.972755432128906","476","476","476","42.1744270324707","42.1744270324707","42.1744270324707","476","476","476","42.07341003417969","42.07341003417969","42.07341003417969"
"24056","","","","","","","478","478","478","41.972755432128906","41.972755432128906","41.972755432128906","478","478","478","42.1744270324707","42.1744270324707","42.1744270324707","478","478","478","41.972755432128906","41.972755432128906","41.972755432128906","478","478","478","41.972755432128906","41.972755432128906","41.972755432128906","478","478","478","42.347740173339844","42.347740173339844","42.347740173339844","478","478","478","41.972755432128906","41.972755432128906","41.972755432128906"
"24156","","","","","","","480","480","480","41.972755432128906","41.972755432128906","41.972755432128906","480","480","480","42.1744270324707","42.1744270324707","42.1744270324707","480","480","480","41.972755432128906","41.972755432128906","41.972755432128906","480","480","480","42.088951110839844","42.088951110839844","42.088951110839844","480","480","480","42.1744270324707","42.1744270324707","42.1744270324707","480","480","480","41.972755432128906","41.972755432128906","41.972755432128906"
"24256","","","","","","","482","482","482","42.13750457763672","42.13750457763672","42.13750457763672","482","482","482","42.1744270324707","42.1744270324707","42.1744270324707","482","482","482","41.972755432128906","41.972755432128906","41.972755432128906","482","482","482","41.972755432128906","41.972755432128906","41.972755432128906","482","482","482","42.1744270324707","42.1744270324707","42.1744270324707","482","482","482","41.972755432128906","41.972755432128906","41.972755432128906"
"24356","","","","","","","484","484","484","42.13750457763672","42.13750457763672","42.13750457763672","484","484","484","42.1744270324707","42.1744270324707","42.1744270324707","484","484","484","41.972755432128906","41.972755432128906","41.972755432128906","484","484","484","41.972755432128906","41.972755432128906","41.972755432128906","484","484","484","42.1744270324707","42.1744270324707","42.1744270324707","484","484","484","41.972755432128906","41.972755432128906","41.972755432128906"
"24456","","","","","","","486","486","486","42.069580078125","42.069580078125","42.069580078125","486","486","486","42.379844665527344","42.379844665527344","42.379844665527344","486","486","486","41.972755432128906","41.972755432128906","41.972755432128906","486","486","486","41.972755432128906","41.972755432128906","41.972755432128906","486","486","486","42.1744270324707","42.1744270324707","42.1744270324707","486","486","486","42.069580078125","42.069580078125","42.069580078125"
"24556","","","","","","","488","488","488","41.972755432128906","41.972755432128906","41.972755432128906","488","488","488","42.347740173339844","42.347740173339844","42.347740173339844","488","488","488","42.30225372314453","42.30225372314453","42.30225372314453","488","488","488","41.972755432128906","41.972755432128906","41.972755432128906","488","488","488","42.1744270324707","42.1744270324707","42.1744270324707","488","488","488","42.066612243652344","42.066612243652344","42.066612243652344"
"24656","","","","","","","490","490","490","41.972755432128906","41.972755432128906","41.972755432128906","490","490","490","42.286399841308594","42.286399841308594","42.286399841308594","490","490","490","42.07476806640625","42.07476806640625","42.07476806640625","490","490","490","41.972755432128906","41.972755432128906","41.972755432128906","490","490","490","42.26964569091797","42.26964569091797","42.26964569091797","490","490","490","42.066612243652344","42.066612243652344","42.066612243652344"
"24756","","","","","","","492","492","492","42.069580078125","42.069580078125","42.069580078125","492","492","492","42.1744270324707","42.1744270324707","42.1744270324707","492","492","492","42.06797409057617","42.06797409057617","42.06797409057617","492","492","492","41.972755432128906","41.972755432128906","41.972755432128906","492","492","492","42.1744270324707","42.1744270324707","42.1744270324707","492","492","492","42.27244567871094","42.27244567871094","42.27244567871094"
"24856","","","","","","","494","494","494","41.972755432128906","41.972755432128906","41.972755432128906","494","494","494","42.286399841308594","42.286399841308594","42.286399841308594","494","494","494","41.972755432128906","41.972755432128906","41.972755432128906","494","494","494","41.972755432128906","41.972755432128906","41.972755432128906","494","494","494","42.1744270324707","42.1744270324707","42.1744270324707","494","494","494","42.09151840209961","42.09151840209961","42.09151840209961"
"24956","","","","","","","496","496","496","41.972755432128906","41.972755432128906","41.972755432128906","496","496","496","42.1744270324707","42.1744270324707","42.1744270324707","496","496","496","41.972755432128906","41.972755432128906","41.972755432128906","496","496","496","41.972755432128906","41.972755432128906","41.972755432128906","496","496","496","42.1744270324707","42.1744270324707","42.1744270324707","496","496","496","42.08472442626953","42.08472442626953","42.08472442626953"
"25056","","","","","","","498","498","498","42.07476806640625","42.07476806640625","42.07476806640625","498","498","498","42.1744270324707","42.1744270324707","42.1744270324707","498","498","498","42.2381591796875","42.2381591796875","42.2381591796875","498","498","498","42.06142807006836","42.06142807006836","42.06142807006836","498","498","498","42.1744270324707","42.1744270324707","42.1744270324707","498","498","498","41.972755432128906","41.972755432128906","41.972755432128906"
"25156","","","","","","","500","500","500","42.07341003417969","42.07341003417969","42.07341003417969","500","500","500","42.1744270324707","42.1744270324707","42.1744270324707","500","500","500","42.09151840209961","42.09151840209961","42.09151840209961","500","500","500","42.06821823120117","42.06821823120117","42.06821823120117","500","500","500","42.1744270324707","42.1744270324707","42.1744270324707","500","500","500","41.972755432128906","41.972755432128906","41.972755432128906"
"25256","","","","","","","502","502","502","41.972755432128906","41.972755432128906","41.972755432128906","502","502","502","42.1744270324707","42.1744270324707","42.1744270324707","502","502","502","41.972755432128906","41.972755432128906","41.972755432128906","502","502","502","42.066612243652344","42.066612243652344","42.066612243652344","502","502","502","42.26964569091797","42.26964569091797","42.26964569091797","502","502","502","41.972755432128906","41.972755432128906","41.972755432128906"
"25356","","","","","","","504","504","504","41.972755432128906","41.972755432128906","41.972755432128906","504","504","504","42.29062271118164","42.29062271118164","42.29062271118164","504","504","504","41.972755432128906","41.972755432128906","41.972755432128906","504","504","504","41.972755432128906","41.972755432128906","41.972755432128906","504","504","504","42.1744270324707","42.1744270324707","42.1744270324707","504","504","504","41.972755432128906","41.972755432128906","41.972755432128906"
"25456","","","","","","","506","506","506","41.972755432128906","41.972755432128906","41.972755432128906","506","506","506","42.1744270324707","42.1744270324707","42.1744270324707","506","506","506","41.972755432128906","41.972755432128906","41.972755432128906","506","506","506","41.972755432128906","41.972755432128906","41.972755432128906","506","506","506","42.1744270324707","42.1744270324707","42.1744270324707","506","506","506","42.06821823120117","42.06821823120117","42.06821823120117"
"25556","","","","","","","508","508","508","41.972755432128906","41.972755432128906","41.972755432128906","508","508","508","42.1744270324707","42.1744270324707","42.1744270324707","508","508","508","42.18537902832031","42.18537902832031","42.18537902832031","508","508","508","42.16048049926758","42.16048049926758","42.16048049926758","508","508","508","42.27644348144531","42.27644348144531","42.27644348144531","508","508","508","42.06797409057617","42.06797409057617","42.06797409057617"
"25656","","","","","","","510","510","510","41.972755432128906","41.972755432128906","41.972755432128906","510","510","510","42.1744270324707","42.1744270324707","42.1744270324707","510","510","510","41.972755432128906","41.972755432128906","41.972755432128906","510","510","510","41.972755432128906","41.972755432128906","41.972755432128906","510","510","510","42.26149368286133","42.26149368286133","42.26149368286133","510","510","510","41.972755432128906","41.972755432128906","41.972755432128906"
