"ray/tune/info/num_steps_sampled","threshold_type: 10 - _step","threshold_type: 10 - _step__MIN","threshold_type: 10 - _step__MAX","threshold_type: 10 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 10 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 10 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 7 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 5 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 3 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 1 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/is_step_in_real_mean__MAX"
"10300","102","102","102","0.8299999833106995","0.8299999833106995","0.8299999833106995","102","102","102","0.20999999344348907","0.20999999344348907","0.20999999344348907","102","102","102","0.09000000357627869","0.09000000357627869","0.09000000357627869","102","102","102","0.029999999329447746","0.029999999329447746","0.029999999329447746","102","102","102","0","0","0"
"10400","103","103","103","0.7599999904632568","0.7599999904632568","0.7599999904632568","103","103","103","0.3700000047683716","0.3700000047683716","0.3700000047683716","103","103","103","0.10000000149011612","0.10000000149011612","0.10000000149011612","103","103","103","0.03999999910593033","0.03999999910593033","0.03999999910593033","103","103","103","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"10500","104","104","104","0.6899999976158142","0.6899999976158142","0.6899999976158142","104","104","104","0.3499999940395355","0.3499999940395355","0.3499999940395355","104","104","104","0.17000000178813934","0.17000000178813934","0.17000000178813934","104","104","104","0","0","0","104","104","104","0","0","0"
"10600","105","105","105","0.7300000190734863","0.7300000190734863","0.7300000190734863","105","105","105","0.4099999964237213","0.4099999964237213","0.4099999964237213","105","105","105","0.20000000298023224","0.20000000298023224","0.20000000298023224","105","105","105","0.05999999865889549","0.05999999865889549","0.05999999865889549","105","105","105","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"10700","106","106","106","0.6700000166893005","0.6700000166893005","0.6700000166893005","106","106","106","0.38999998569488525","0.38999998569488525","0.38999998569488525","106","106","106","0.10999999940395355","0.10999999940395355","0.10999999940395355","106","106","106","0.019999999552965164","0.019999999552965164","0.019999999552965164","106","106","106","0","0","0"
"10800","107","107","107","0.7799999713897705","0.7799999713897705","0.7799999713897705","107","107","107","0.38999998569488525","0.38999998569488525","0.38999998569488525","107","107","107","0.11999999731779099","0.11999999731779099","0.11999999731779099","107","107","107","0.03999999910593033","0.03999999910593033","0.03999999910593033","107","107","107","0","0","0"
"10900","108","108","108","0.7300000190734863","0.7300000190734863","0.7300000190734863","108","108","108","0.41999998688697815","0.41999998688697815","0.41999998688697815","108","108","108","0.17000000178813934","0.17000000178813934","0.17000000178813934","108","108","108","0.07000000029802322","0.07000000029802322","0.07000000029802322","108","108","108","0","0","0"
"11000","109","109","109","0.75","0.75","0.75","109","109","109","0.3499999940395355","0.3499999940395355","0.3499999940395355","109","109","109","0.12999999523162842","0.12999999523162842","0.12999999523162842","109","109","109","0.05999999865889549","0.05999999865889549","0.05999999865889549","109","109","109","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"11100","110","110","110","0.8100000023841858","0.8100000023841858","0.8100000023841858","110","110","110","0.4699999988079071","0.4699999988079071","0.4699999988079071","110","110","110","0.15000000596046448","0.15000000596046448","0.15000000596046448","110","110","110","0.05000000074505806","0.05000000074505806","0.05000000074505806","110","110","110","0","0","0"
"11200","111","111","111","0.8100000023841858","0.8100000023841858","0.8100000023841858","111","111","111","0.4099999964237213","0.4099999964237213","0.4099999964237213","111","111","111","0.20999999344348907","0.20999999344348907","0.20999999344348907","111","111","111","0.029999999329447746","0.029999999329447746","0.029999999329447746","111","111","111","0","0","0"
"11300","112","112","112","0.8700000047683716","0.8700000047683716","0.8700000047683716","112","112","112","0.4300000071525574","0.4300000071525574","0.4300000071525574","112","112","112","0.27000001072883606","0.27000001072883606","0.27000001072883606","112","112","112","0.05999999865889549","0.05999999865889549","0.05999999865889549","112","112","112","0","0","0"
"11400","113","113","113","0.8100000023841858","0.8100000023841858","0.8100000023841858","113","113","113","0.4399999976158142","0.4399999976158142","0.4399999976158142","113","113","113","0.23999999463558197","0.23999999463558197","0.23999999463558197","113","113","113","0.09000000357627869","0.09000000357627869","0.09000000357627869","113","113","113","0","0","0"
"11500","114","114","114","0.9300000071525574","0.9300000071525574","0.9300000071525574","114","114","114","0.47999998927116394","0.47999998927116394","0.47999998927116394","114","114","114","0.23999999463558197","0.23999999463558197","0.23999999463558197","114","114","114","0.05999999865889549","0.05999999865889549","0.05999999865889549","114","114","114","0","0","0"
"11600","115","115","115","0.8999999761581421","0.8999999761581421","0.8999999761581421","115","115","115","0.5400000214576721","0.5400000214576721","0.5400000214576721","115","115","115","0.17000000178813934","0.17000000178813934","0.17000000178813934","115","115","115","0.07999999821186066","0.07999999821186066","0.07999999821186066","115","115","115","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"11700","116","116","116","0.8899999856948853","0.8899999856948853","0.8899999856948853","116","116","116","0.5400000214576721","0.5400000214576721","0.5400000214576721","116","116","116","0.23999999463558197","0.23999999463558197","0.23999999463558197","116","116","116","0.07000000029802322","0.07000000029802322","0.07000000029802322","116","116","116","0","0","0"
"11800","117","117","117","0.9100000262260437","0.9100000262260437","0.9100000262260437","117","117","117","0.41999998688697815","0.41999998688697815","0.41999998688697815","117","117","117","0.18000000715255737","0.18000000715255737","0.18000000715255737","117","117","117","0.05999999865889549","0.05999999865889549","0.05999999865889549","117","117","117","0","0","0"
"11900","118","118","118","0.8899999856948853","0.8899999856948853","0.8899999856948853","118","118","118","0.5099999904632568","0.5099999904632568","0.5099999904632568","118","118","118","0.23000000417232513","0.23000000417232513","0.23000000417232513","118","118","118","0.05000000074505806","0.05000000074505806","0.05000000074505806","118","118","118","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"12000","119","119","119","0.8999999761581421","0.8999999761581421","0.8999999761581421","119","119","119","0.6200000047683716","0.6200000047683716","0.6200000047683716","119","119","119","0.25","0.25","0.25","119","119","119","0.05999999865889549","0.05999999865889549","0.05999999865889549","119","119","119","0","0","0"
"12100","120","120","120","0.8799999952316284","0.8799999952316284","0.8799999952316284","120","120","120","0.5799999833106995","0.5799999833106995","0.5799999833106995","120","120","120","0.2800000011920929","0.2800000011920929","0.2800000011920929","120","120","120","0.07999999821186066","0.07999999821186066","0.07999999821186066","120","120","120","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"12200","121","121","121","0.9300000071525574","0.9300000071525574","0.9300000071525574","121","121","121","0.5199999809265137","0.5199999809265137","0.5199999809265137","121","121","121","0.23999999463558197","0.23999999463558197","0.23999999463558197","121","121","121","0.05999999865889549","0.05999999865889549","0.05999999865889549","121","121","121","0","0","0"
"12300","122","122","122","0.9399999976158142","0.9399999976158142","0.9399999976158142","122","122","122","0.5699999928474426","0.5699999928474426","0.5699999928474426","122","122","122","0.28999999165534973","0.28999999165534973","0.28999999165534973","122","122","122","0.05999999865889549","0.05999999865889549","0.05999999865889549","122","122","122","0","0","0"
"12400","123","123","123","0.9399999976158142","0.9399999976158142","0.9399999976158142","123","123","123","0.6100000143051147","0.6100000143051147","0.6100000143051147","123","123","123","0.25999999046325684","0.25999999046325684","0.25999999046325684","123","123","123","0.10000000149011612","0.10000000149011612","0.10000000149011612","123","123","123","0","0","0"
"12500","124","124","124","0.9399999976158142","0.9399999976158142","0.9399999976158142","124","124","124","0.6700000166893005","0.6700000166893005","0.6700000166893005","124","124","124","0.33000001311302185","0.33000001311302185","0.33000001311302185","124","124","124","0.07000000029802322","0.07000000029802322","0.07000000029802322","124","124","124","0","0","0"
"12600","125","125","125","0.9800000190734863","0.9800000190734863","0.9800000190734863","125","125","125","0.6100000143051147","0.6100000143051147","0.6100000143051147","125","125","125","0.28999999165534973","0.28999999165534973","0.28999999165534973","125","125","125","0.10999999940395355","0.10999999940395355","0.10999999940395355","125","125","125","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"12700","126","126","126","0.9399999976158142","0.9399999976158142","0.9399999976158142","126","126","126","0.6000000238418579","0.6000000238418579","0.6000000238418579","126","126","126","0.23999999463558197","0.23999999463558197","0.23999999463558197","126","126","126","0.12999999523162842","0.12999999523162842","0.12999999523162842","126","126","126","0","0","0"
"12800","127","127","127","0.9700000286102295","0.9700000286102295","0.9700000286102295","127","127","127","0.699999988079071","0.699999988079071","0.699999988079071","127","127","127","0.3199999928474426","0.3199999928474426","0.3199999928474426","127","127","127","0.10000000149011612","0.10000000149011612","0.10000000149011612","127","127","127","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"12900","128","128","128","0.9800000190734863","0.9800000190734863","0.9800000190734863","128","128","128","0.6600000262260437","0.6600000262260437","0.6600000262260437","128","128","128","0.36000001430511475","0.36000001430511475","0.36000001430511475","128","128","128","0.12999999523162842","0.12999999523162842","0.12999999523162842","128","128","128","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"13000","129","129","129","0.9599999785423279","0.9599999785423279","0.9599999785423279","129","129","129","0.6700000166893005","0.6700000166893005","0.6700000166893005","129","129","129","0.25999999046325684","0.25999999046325684","0.25999999046325684","129","129","129","0.14000000059604645","0.14000000059604645","0.14000000059604645","129","129","129","0","0","0"
"13100","130","130","130","0.9800000190734863","0.9800000190734863","0.9800000190734863","130","130","130","0.6299999952316284","0.6299999952316284","0.6299999952316284","130","130","130","0.3499999940395355","0.3499999940395355","0.3499999940395355","130","130","130","0.11999999731779099","0.11999999731779099","0.11999999731779099","130","130","130","0","0","0"
"13200","131","131","131","0.9399999976158142","0.9399999976158142","0.9399999976158142","131","131","131","0.5899999737739563","0.5899999737739563","0.5899999737739563","131","131","131","0.25","0.25","0.25","131","131","131","0.12999999523162842","0.12999999523162842","0.12999999523162842","131","131","131","0","0","0"
"13300","132","132","132","0.9399999976158142","0.9399999976158142","0.9399999976158142","132","132","132","0.7099999785423279","0.7099999785423279","0.7099999785423279","132","132","132","0.36000001430511475","0.36000001430511475","0.36000001430511475","132","132","132","0.20000000298023224","0.20000000298023224","0.20000000298023224","132","132","132","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"13400","133","133","133","0.9700000286102295","0.9700000286102295","0.9700000286102295","133","133","133","0.7200000286102295","0.7200000286102295","0.7200000286102295","133","133","133","0.4699999988079071","0.4699999988079071","0.4699999988079071","133","133","133","0.18000000715255737","0.18000000715255737","0.18000000715255737","133","133","133","0","0","0"
"13500","134","134","134","0.9599999785423279","0.9599999785423279","0.9599999785423279","134","134","134","0.7200000286102295","0.7200000286102295","0.7200000286102295","134","134","134","0.4399999976158142","0.4399999976158142","0.4399999976158142","134","134","134","0.20999999344348907","0.20999999344348907","0.20999999344348907","134","134","134","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"13600","135","135","135","0.949999988079071","0.949999988079071","0.949999988079071","135","135","135","0.7300000190734863","0.7300000190734863","0.7300000190734863","135","135","135","0.3799999952316284","0.3799999952316284","0.3799999952316284","135","135","135","0.14000000059604645","0.14000000059604645","0.14000000059604645","135","135","135","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"13700","136","136","136","0.949999988079071","0.949999988079071","0.949999988079071","136","136","136","0.7300000190734863","0.7300000190734863","0.7300000190734863","136","136","136","0.3700000047683716","0.3700000047683716","0.3700000047683716","136","136","136","0.20000000298023224","0.20000000298023224","0.20000000298023224","136","136","136","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"13800","137","137","137","0.9800000190734863","0.9800000190734863","0.9800000190734863","137","137","137","0.6800000071525574","0.6800000071525574","0.6800000071525574","137","137","137","0.5099999904632568","0.5099999904632568","0.5099999904632568","137","137","137","0.1899999976158142","0.1899999976158142","0.1899999976158142","137","137","137","0","0","0"
"13900","138","138","138","0.9700000286102295","0.9700000286102295","0.9700000286102295","138","138","138","0.699999988079071","0.699999988079071","0.699999988079071","138","138","138","0.49000000953674316","0.49000000953674316","0.49000000953674316","138","138","138","0.18000000715255737","0.18000000715255737","0.18000000715255737","138","138","138","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"14000","139","139","139","0.9900000095367432","0.9900000095367432","0.9900000095367432","139","139","139","0.8399999737739563","0.8399999737739563","0.8399999737739563","139","139","139","0.46000000834465027","0.46000000834465027","0.46000000834465027","139","139","139","0.18000000715255737","0.18000000715255737","0.18000000715255737","139","139","139","0","0","0"
"14100","140","140","140","0.9800000190734863","0.9800000190734863","0.9800000190734863","140","140","140","0.699999988079071","0.699999988079071","0.699999988079071","140","140","140","0.5","0.5","0.5","140","140","140","0.2199999988079071","0.2199999988079071","0.2199999988079071","140","140","140","0","0","0"
"14200","141","141","141","0.9700000286102295","0.9700000286102295","0.9700000286102295","141","141","141","0.7799999713897705","0.7799999713897705","0.7799999713897705","141","141","141","0.47999998927116394","0.47999998927116394","0.47999998927116394","141","141","141","0.2199999988079071","0.2199999988079071","0.2199999988079071","141","141","141","0","0","0"
"14300","142","142","142","0.9399999976158142","0.9399999976158142","0.9399999976158142","142","142","142","0.7599999904632568","0.7599999904632568","0.7599999904632568","142","142","142","0.4399999976158142","0.4399999976158142","0.4399999976158142","142","142","142","0.3100000023841858","0.3100000023841858","0.3100000023841858","142","142","142","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"14400","143","143","143","0.9900000095367432","0.9900000095367432","0.9900000095367432","143","143","143","0.8199999928474426","0.8199999928474426","0.8199999928474426","143","143","143","0.5899999737739563","0.5899999737739563","0.5899999737739563","143","143","143","0.2199999988079071","0.2199999988079071","0.2199999988079071","143","143","143","0","0","0"
"14500","144","144","144","0.9800000190734863","0.9800000190734863","0.9800000190734863","144","144","144","0.8700000047683716","0.8700000047683716","0.8700000047683716","144","144","144","0.5699999928474426","0.5699999928474426","0.5699999928474426","144","144","144","0.2199999988079071","0.2199999988079071","0.2199999988079071","144","144","144","0","0","0"
"14600","145","145","145","0.9900000095367432","0.9900000095367432","0.9900000095367432","145","145","145","0.8199999928474426","0.8199999928474426","0.8199999928474426","145","145","145","0.5400000214576721","0.5400000214576721","0.5400000214576721","145","145","145","0.23999999463558197","0.23999999463558197","0.23999999463558197","145","145","145","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"14700","146","146","146","0.9800000190734863","0.9800000190734863","0.9800000190734863","146","146","146","0.800000011920929","0.800000011920929","0.800000011920929","146","146","146","0.46000000834465027","0.46000000834465027","0.46000000834465027","146","146","146","0.3100000023841858","0.3100000023841858","0.3100000023841858","146","146","146","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"14800","147","147","147","0.9900000095367432","0.9900000095367432","0.9900000095367432","147","147","147","0.8299999833106995","0.8299999833106995","0.8299999833106995","147","147","147","0.5600000023841858","0.5600000023841858","0.5600000023841858","147","147","147","0.3199999928474426","0.3199999928474426","0.3199999928474426","147","147","147","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"14900","148","148","148","0.9800000190734863","0.9800000190734863","0.9800000190734863","148","148","148","0.8799999952316284","0.8799999952316284","0.8799999952316284","148","148","148","0.5","0.5","0.5","148","148","148","0.27000001072883606","0.27000001072883606","0.27000001072883606","148","148","148","0","0","0"
"15000","149","149","149","0.9900000095367432","0.9900000095367432","0.9900000095367432","149","149","149","0.8600000143051147","0.8600000143051147","0.8600000143051147","149","149","149","0.5600000023841858","0.5600000023841858","0.5600000023841858","149","149","149","0.3400000035762787","0.3400000035762787","0.3400000035762787","149","149","149","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"15100","150","150","150","0.9800000190734863","0.9800000190734863","0.9800000190734863","150","150","150","0.8999999761581421","0.8999999761581421","0.8999999761581421","150","150","150","0.5099999904632568","0.5099999904632568","0.5099999904632568","150","150","150","0.1899999976158142","0.1899999976158142","0.1899999976158142","150","150","150","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"15200","151","151","151","0.9700000286102295","0.9700000286102295","0.9700000286102295","151","151","151","0.8500000238418579","0.8500000238418579","0.8500000238418579","151","151","151","0.6200000047683716","0.6200000047683716","0.6200000047683716","151","151","151","0.25","0.25","0.25","151","151","151","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"15300","152","152","152","0.9599999785423279","0.9599999785423279","0.9599999785423279","152","152","152","0.8700000047683716","0.8700000047683716","0.8700000047683716","152","152","152","0.5600000023841858","0.5600000023841858","0.5600000023841858","152","152","152","0.3400000035762787","0.3400000035762787","0.3400000035762787","152","152","152","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"15400","153","153","153","0.9900000095367432","0.9900000095367432","0.9900000095367432","153","153","153","0.8600000143051147","0.8600000143051147","0.8600000143051147","153","153","153","0.6299999952316284","0.6299999952316284","0.6299999952316284","153","153","153","0.3499999940395355","0.3499999940395355","0.3499999940395355","153","153","153","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"15500","154","154","154","0.9700000286102295","0.9700000286102295","0.9700000286102295","154","154","154","0.8700000047683716","0.8700000047683716","0.8700000047683716","154","154","154","0.5699999928474426","0.5699999928474426","0.5699999928474426","154","154","154","0.2199999988079071","0.2199999988079071","0.2199999988079071","154","154","154","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"15600","155","155","155","0.949999988079071","0.949999988079071","0.949999988079071","155","155","155","0.9399999976158142","0.9399999976158142","0.9399999976158142","155","155","155","0.6499999761581421","0.6499999761581421","0.6499999761581421","155","155","155","0.23999999463558197","0.23999999463558197","0.23999999463558197","155","155","155","0","0","0"
"15700","156","156","156","0.9900000095367432","0.9900000095367432","0.9900000095367432","156","156","156","0.8299999833106995","0.8299999833106995","0.8299999833106995","156","156","156","0.5899999737739563","0.5899999737739563","0.5899999737739563","156","156","156","0.20999999344348907","0.20999999344348907","0.20999999344348907","156","156","156","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"15800","157","157","157","0.9700000286102295","0.9700000286102295","0.9700000286102295","157","157","157","0.8500000238418579","0.8500000238418579","0.8500000238418579","157","157","157","0.6200000047683716","0.6200000047683716","0.6200000047683716","157","157","157","0.23000000417232513","0.23000000417232513","0.23000000417232513","157","157","157","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"15900","158","158","158","0.9800000190734863","0.9800000190734863","0.9800000190734863","158","158","158","0.8799999952316284","0.8799999952316284","0.8799999952316284","158","158","158","0.6800000071525574","0.6800000071525574","0.6800000071525574","158","158","158","0.25","0.25","0.25","158","158","158","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"16000","159","159","159","0.9800000190734863","0.9800000190734863","0.9800000190734863","159","159","159","0.8700000047683716","0.8700000047683716","0.8700000047683716","159","159","159","0.699999988079071","0.699999988079071","0.699999988079071","159","159","159","0.30000001192092896","0.30000001192092896","0.30000001192092896","159","159","159","0","0","0"
"16100","160","160","160","0.9800000190734863","0.9800000190734863","0.9800000190734863","160","160","160","0.8899999856948853","0.8899999856948853","0.8899999856948853","160","160","160","0.6299999952316284","0.6299999952316284","0.6299999952316284","160","160","160","0.25999999046325684","0.25999999046325684","0.25999999046325684","160","160","160","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"16200","161","161","161","0.9599999785423279","0.9599999785423279","0.9599999785423279","161","161","161","0.9100000262260437","0.9100000262260437","0.9100000262260437","161","161","161","0.6399999856948853","0.6399999856948853","0.6399999856948853","161","161","161","0.14000000059604645","0.14000000059604645","0.14000000059604645","161","161","161","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"16300","162","162","162","1","1","1","162","162","162","0.949999988079071","0.949999988079071","0.949999988079071","162","162","162","0.550000011920929","0.550000011920929","0.550000011920929","162","162","162","0.2199999988079071","0.2199999988079071","0.2199999988079071","162","162","162","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"16400","163","163","163","0.9599999785423279","0.9599999785423279","0.9599999785423279","163","163","163","0.9200000166893005","0.9200000166893005","0.9200000166893005","163","163","163","0.6100000143051147","0.6100000143051147","0.6100000143051147","163","163","163","0.1899999976158142","0.1899999976158142","0.1899999976158142","163","163","163","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"16500","164","164","164","0.9900000095367432","0.9900000095367432","0.9900000095367432","164","164","164","0.9300000071525574","0.9300000071525574","0.9300000071525574","164","164","164","0.5299999713897705","0.5299999713897705","0.5299999713897705","164","164","164","0.25999999046325684","0.25999999046325684","0.25999999046325684","164","164","164","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"16600","165","165","165","0.9900000095367432","0.9900000095367432","0.9900000095367432","165","165","165","0.9100000262260437","0.9100000262260437","0.9100000262260437","165","165","165","0.6100000143051147","0.6100000143051147","0.6100000143051147","165","165","165","0.1899999976158142","0.1899999976158142","0.1899999976158142","165","165","165","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"16700","166","166","166","1","1","1","166","166","166","0.9200000166893005","0.9200000166893005","0.9200000166893005","166","166","166","0.6600000262260437","0.6600000262260437","0.6600000262260437","166","166","166","0.15000000596046448","0.15000000596046448","0.15000000596046448","166","166","166","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"16800","167","167","167","0.9800000190734863","0.9800000190734863","0.9800000190734863","167","167","167","0.9399999976158142","0.9399999976158142","0.9399999976158142","167","167","167","0.6000000238418579","0.6000000238418579","0.6000000238418579","167","167","167","0.2199999988079071","0.2199999988079071","0.2199999988079071","167","167","167","0","0","0"
"16900","168","168","168","1","1","1","168","168","168","0.8999999761581421","0.8999999761581421","0.8999999761581421","168","168","168","0.6700000166893005","0.6700000166893005","0.6700000166893005","168","168","168","0.23000000417232513","0.23000000417232513","0.23000000417232513","168","168","168","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"17000","169","169","169","0.9800000190734863","0.9800000190734863","0.9800000190734863","169","169","169","0.9300000071525574","0.9300000071525574","0.9300000071525574","169","169","169","0.699999988079071","0.699999988079071","0.699999988079071","169","169","169","0.30000001192092896","0.30000001192092896","0.30000001192092896","169","169","169","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"17100","170","170","170","0.9900000095367432","0.9900000095367432","0.9900000095367432","170","170","170","0.8799999952316284","0.8799999952316284","0.8799999952316284","170","170","170","0.6399999856948853","0.6399999856948853","0.6399999856948853","170","170","170","0.15000000596046448","0.15000000596046448","0.15000000596046448","170","170","170","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"17200","171","171","171","1","1","1","171","171","171","0.8999999761581421","0.8999999761581421","0.8999999761581421","171","171","171","0.7699999809265137","0.7699999809265137","0.7699999809265137","171","171","171","0.17000000178813934","0.17000000178813934","0.17000000178813934","171","171","171","0","0","0"
"17300","172","172","172","1","1","1","172","172","172","0.949999988079071","0.949999988079071","0.949999988079071","172","172","172","0.7599999904632568","0.7599999904632568","0.7599999904632568","172","172","172","0.25","0.25","0.25","172","172","172","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"17400","173","173","173","0.9900000095367432","0.9900000095367432","0.9900000095367432","173","173","173","0.9599999785423279","0.9599999785423279","0.9599999785423279","173","173","173","0.75","0.75","0.75","173","173","173","0.1899999976158142","0.1899999976158142","0.1899999976158142","173","173","173","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"17500","174","174","174","0.9800000190734863","0.9800000190734863","0.9800000190734863","174","174","174","0.9599999785423279","0.9599999785423279","0.9599999785423279","174","174","174","0.6899999976158142","0.6899999976158142","0.6899999976158142","174","174","174","0.1899999976158142","0.1899999976158142","0.1899999976158142","174","174","174","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"17600","175","175","175","0.9800000190734863","0.9800000190734863","0.9800000190734863","175","175","175","0.9399999976158142","0.9399999976158142","0.9399999976158142","175","175","175","0.6399999856948853","0.6399999856948853","0.6399999856948853","175","175","175","0.10999999940395355","0.10999999940395355","0.10999999940395355","175","175","175","0","0","0"
"17700","176","176","176","0.9900000095367432","0.9900000095367432","0.9900000095367432","176","176","176","0.9300000071525574","0.9300000071525574","0.9300000071525574","176","176","176","0.7099999785423279","0.7099999785423279","0.7099999785423279","176","176","176","0.20999999344348907","0.20999999344348907","0.20999999344348907","176","176","176","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"17800","177","177","177","1","1","1","177","177","177","0.9700000286102295","0.9700000286102295","0.9700000286102295","177","177","177","0.75","0.75","0.75","177","177","177","0.1899999976158142","0.1899999976158142","0.1899999976158142","177","177","177","0","0","0"
"17900","178","178","178","0.9700000286102295","0.9700000286102295","0.9700000286102295","178","178","178","0.949999988079071","0.949999988079071","0.949999988079071","178","178","178","0.7799999713897705","0.7799999713897705","0.7799999713897705","178","178","178","0.23999999463558197","0.23999999463558197","0.23999999463558197","178","178","178","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"18000","179","179","179","1","1","1","179","179","179","0.9399999976158142","0.9399999976158142","0.9399999976158142","179","179","179","0.7099999785423279","0.7099999785423279","0.7099999785423279","179","179","179","0.20000000298023224","0.20000000298023224","0.20000000298023224","179","179","179","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"18100","180","180","180","0.9900000095367432","0.9900000095367432","0.9900000095367432","180","180","180","0.9300000071525574","0.9300000071525574","0.9300000071525574","180","180","180","0.6800000071525574","0.6800000071525574","0.6800000071525574","180","180","180","0.23000000417232513","0.23000000417232513","0.23000000417232513","180","180","180","0","0","0"
"18200","181","181","181","1","1","1","181","181","181","0.9700000286102295","0.9700000286102295","0.9700000286102295","181","181","181","0.7799999713897705","0.7799999713897705","0.7799999713897705","181","181","181","0.18000000715255737","0.18000000715255737","0.18000000715255737","181","181","181","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"18300","182","182","182","0.9900000095367432","0.9900000095367432","0.9900000095367432","182","182","182","0.8999999761581421","0.8999999761581421","0.8999999761581421","182","182","182","0.7300000190734863","0.7300000190734863","0.7300000190734863","182","182","182","0.2199999988079071","0.2199999988079071","0.2199999988079071","182","182","182","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"18400","183","183","183","0.9800000190734863","0.9800000190734863","0.9800000190734863","183","183","183","0.9599999785423279","0.9599999785423279","0.9599999785423279","183","183","183","0.7200000286102295","0.7200000286102295","0.7200000286102295","183","183","183","0.18000000715255737","0.18000000715255737","0.18000000715255737","183","183","183","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"18500","184","184","184","0.9900000095367432","0.9900000095367432","0.9900000095367432","184","184","184","0.9900000095367432","0.9900000095367432","0.9900000095367432","184","184","184","0.6899999976158142","0.6899999976158142","0.6899999976158142","184","184","184","0.2199999988079071","0.2199999988079071","0.2199999988079071","184","184","184","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"18600","185","185","185","0.9800000190734863","0.9800000190734863","0.9800000190734863","185","185","185","0.9399999976158142","0.9399999976158142","0.9399999976158142","185","185","185","0.7300000190734863","0.7300000190734863","0.7300000190734863","185","185","185","0.18000000715255737","0.18000000715255737","0.18000000715255737","185","185","185","0.05999999865889549","0.05999999865889549","0.05999999865889549"
