"ray/tune/info/num_steps_sampled","planning_num_data: 75000 - _step","planning_num_data: 75000 - _step__MIN","planning_num_data: 75000 - _step__MAX","planning_num_data: 75000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 75000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 75000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 7500 - _step","planning_num_data: 7500 - _step__MIN","planning_num_data: 7500 - _step__MAX","planning_num_data: 7500 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 7500 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 7500 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 500 - _step","planning_num_data: 500 - _step__MIN","planning_num_data: 500 - _step__MAX","planning_num_data: 500 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 500 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 500 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 30000 - _step","planning_num_data: 30000 - _step__MIN","planning_num_data: 30000 - _step__MAX","planning_num_data: 30000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 30000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 30000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 20000 - _step","planning_num_data: 20000 - _step__MIN","planning_num_data: 20000 - _step__MAX","planning_num_data: 20000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 20000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 20000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 2000 - _step","planning_num_data: 2000 - _step__MIN","planning_num_data: 2000 - _step__MAX","planning_num_data: 2000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 2000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 2000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 15000 - _step","planning_num_data: 15000 - _step__MIN","planning_num_data: 15000 - _step__MAX","planning_num_data: 15000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 15000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 15000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 100000 - _step","planning_num_data: 100000 - _step__MIN","planning_num_data: 100000 - _step__MAX","planning_num_data: 100000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 100000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 100000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 10000 - _step","planning_num_data: 10000 - _step__MIN","planning_num_data: 10000 - _step__MAX","planning_num_data: 10000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 10000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 10000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","planning_num_data: 1000 - _step","planning_num_data: 1000 - _step__MIN","planning_num_data: 1000 - _step__MAX","planning_num_data: 1000 - ray/tune/custom_metrics/is_step_in_real_mean","planning_num_data: 1000 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","planning_num_data: 1000 - ray/tune/custom_metrics/is_step_in_real_mean__MAX"
"5600","55","55","55","0.6000000238418579","0.6000000238418579","0.6000000238418579","55","55","55","0.3700000047683716","0.3700000047683716","0.3700000047683716","55","55","55","0.07999999821186066","0.07999999821186066","0.07999999821186066","55","55","55","0.4699999988079071","0.4699999988079071","0.4699999988079071","55","55","55","0.47999998927116394","0.47999998927116394","0.47999998927116394","55","55","55","0.4699999988079071","0.4699999988079071","0.4699999988079071","55","55","55","0.30000001192092896","0.30000001192092896","0.30000001192092896","55","55","55","0.4399999976158142","0.4399999976158142","0.4399999976158142","55","55","55","0.5299999713897705","0.5299999713897705","0.5299999713897705","55","55","55","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"5700","56","56","56","0.6499999761581421","0.6499999761581421","0.6499999761581421","56","56","56","0.4399999976158142","0.4399999976158142","0.4399999976158142","56","56","56","0.09000000357627869","0.09000000357627869","0.09000000357627869","56","56","56","0.5299999713897705","0.5299999713897705","0.5299999713897705","56","56","56","0.49000000953674316","0.49000000953674316","0.49000000953674316","56","56","56","0.3700000047683716","0.3700000047683716","0.3700000047683716","56","56","56","0.4000000059604645","0.4000000059604645","0.4000000059604645","56","56","56","0.5199999809265137","0.5199999809265137","0.5199999809265137","56","56","56","0.46000000834465027","0.46000000834465027","0.46000000834465027","56","56","56","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"5800","57","57","57","0.5199999809265137","0.5199999809265137","0.5199999809265137","57","57","57","0.4399999976158142","0.4399999976158142","0.4399999976158142","57","57","57","0.12999999523162842","0.12999999523162842","0.12999999523162842","57","57","57","0.5899999737739563","0.5899999737739563","0.5899999737739563","57","57","57","0.46000000834465027","0.46000000834465027","0.46000000834465027","57","57","57","0.36000001430511475","0.36000001430511475","0.36000001430511475","57","57","57","0.3799999952316284","0.3799999952316284","0.3799999952316284","57","57","57","0.5299999713897705","0.5299999713897705","0.5299999713897705","57","57","57","0.33000001311302185","0.33000001311302185","0.33000001311302185","57","57","57","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"5900","58","58","58","0.550000011920929","0.550000011920929","0.550000011920929","58","58","58","0.30000001192092896","0.30000001192092896","0.30000001192092896","58","58","58","0.05000000074505806","0.05000000074505806","0.05000000074505806","58","58","58","0.6200000047683716","0.6200000047683716","0.6200000047683716","58","58","58","0.5400000214576721","0.5400000214576721","0.5400000214576721","58","58","58","0.47999998927116394","0.47999998927116394","0.47999998927116394","58","58","58","0.4399999976158142","0.4399999976158142","0.4399999976158142","58","58","58","0.6000000238418579","0.6000000238418579","0.6000000238418579","58","58","58","0.44999998807907104","0.44999998807907104","0.44999998807907104","58","58","58","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"6000","59","59","59","0.6299999952316284","0.6299999952316284","0.6299999952316284","59","59","59","0.4099999964237213","0.4099999964237213","0.4099999964237213","59","59","59","0.05999999865889549","0.05999999865889549","0.05999999865889549","59","59","59","0.5","0.5","0.5","59","59","59","0.5199999809265137","0.5199999809265137","0.5199999809265137","59","59","59","0.44999998807907104","0.44999998807907104","0.44999998807907104","59","59","59","0.3499999940395355","0.3499999940395355","0.3499999940395355","59","59","59","0.5600000023841858","0.5600000023841858","0.5600000023841858","59","59","59","0.41999998688697815","0.41999998688697815","0.41999998688697815","59","59","59","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"6100","60","60","60","0.7099999785423279","0.7099999785423279","0.7099999785423279","60","60","60","0.5099999904632568","0.5099999904632568","0.5099999904632568","60","60","60","0.03999999910593033","0.03999999910593033","0.03999999910593033","60","60","60","0.5","0.5","0.5","60","60","60","0.4399999976158142","0.4399999976158142","0.4399999976158142","60","60","60","0.3799999952316284","0.3799999952316284","0.3799999952316284","60","60","60","0.4300000071525574","0.4300000071525574","0.4300000071525574","60","60","60","0.5699999928474426","0.5699999928474426","0.5699999928474426","60","60","60","0.46000000834465027","0.46000000834465027","0.46000000834465027","60","60","60","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"6200","61","61","61","0.5899999737739563","0.5899999737739563","0.5899999737739563","61","61","61","0.46000000834465027","0.46000000834465027","0.46000000834465027","61","61","61","0.029999999329447746","0.029999999329447746","0.029999999329447746","61","61","61","0.5099999904632568","0.5099999904632568","0.5099999904632568","61","61","61","0.5199999809265137","0.5199999809265137","0.5199999809265137","61","61","61","0.44999998807907104","0.44999998807907104","0.44999998807907104","61","61","61","0.36000001430511475","0.36000001430511475","0.36000001430511475","61","61","61","0.6299999952316284","0.6299999952316284","0.6299999952316284","61","61","61","0.4699999988079071","0.4699999988079071","0.4699999988079071","61","61","61","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"6300","62","62","62","0.6499999761581421","0.6499999761581421","0.6499999761581421","62","62","62","0.4699999988079071","0.4699999988079071","0.4699999988079071","62","62","62","0.14000000059604645","0.14000000059604645","0.14000000059604645","62","62","62","0.5299999713897705","0.5299999713897705","0.5299999713897705","62","62","62","0.5799999833106995","0.5799999833106995","0.5799999833106995","62","62","62","0.4000000059604645","0.4000000059604645","0.4000000059604645","62","62","62","0.5400000214576721","0.5400000214576721","0.5400000214576721","62","62","62","0.6299999952316284","0.6299999952316284","0.6299999952316284","62","62","62","0.38999998569488525","0.38999998569488525","0.38999998569488525","62","62","62","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"6400","63","63","63","0.6000000238418579","0.6000000238418579","0.6000000238418579","63","63","63","0.5299999713897705","0.5299999713897705","0.5299999713897705","63","63","63","0.07000000029802322","0.07000000029802322","0.07000000029802322","63","63","63","0.46000000834465027","0.46000000834465027","0.46000000834465027","63","63","63","0.5","0.5","0.5","63","63","63","0.44999998807907104","0.44999998807907104","0.44999998807907104","63","63","63","0.44999998807907104","0.44999998807907104","0.44999998807907104","63","63","63","0.5699999928474426","0.5699999928474426","0.5699999928474426","63","63","63","0.41999998688697815","0.41999998688697815","0.41999998688697815","63","63","63","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"6500","64","64","64","0.6600000262260437","0.6600000262260437","0.6600000262260437","64","64","64","0.46000000834465027","0.46000000834465027","0.46000000834465027","64","64","64","0.07000000029802322","0.07000000029802322","0.07000000029802322","64","64","64","0.5099999904632568","0.5099999904632568","0.5099999904632568","64","64","64","0.5799999833106995","0.5799999833106995","0.5799999833106995","64","64","64","0.44999998807907104","0.44999998807907104","0.44999998807907104","64","64","64","0.4099999964237213","0.4099999964237213","0.4099999964237213","64","64","64","0.5600000023841858","0.5600000023841858","0.5600000023841858","64","64","64","0.49000000953674316","0.49000000953674316","0.49000000953674316","64","64","64","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"6600","65","65","65","0.6000000238418579","0.6000000238418579","0.6000000238418579","65","65","65","0.5299999713897705","0.5299999713897705","0.5299999713897705","65","65","65","0.09000000357627869","0.09000000357627869","0.09000000357627869","65","65","65","0.46000000834465027","0.46000000834465027","0.46000000834465027","65","65","65","0.5600000023841858","0.5600000023841858","0.5600000023841858","65","65","65","0.550000011920929","0.550000011920929","0.550000011920929","65","65","65","0.49000000953674316","0.49000000953674316","0.49000000953674316","65","65","65","0.6100000143051147","0.6100000143051147","0.6100000143051147","65","65","65","0.3799999952316284","0.3799999952316284","0.3799999952316284","65","65","65","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"6700","66","66","66","0.5899999737739563","0.5899999737739563","0.5899999737739563","66","66","66","0.47999998927116394","0.47999998927116394","0.47999998927116394","66","66","66","0.10999999940395355","0.10999999940395355","0.10999999940395355","66","66","66","0.5","0.5","0.5","66","66","66","0.5099999904632568","0.5099999904632568","0.5099999904632568","66","66","66","0.44999998807907104","0.44999998807907104","0.44999998807907104","66","66","66","0.5299999713897705","0.5299999713897705","0.5299999713897705","66","66","66","0.6700000166893005","0.6700000166893005","0.6700000166893005","66","66","66","0.5","0.5","0.5","66","66","66","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"6800","67","67","67","0.6899999976158142","0.6899999976158142","0.6899999976158142","67","67","67","0.44999998807907104","0.44999998807907104","0.44999998807907104","67","67","67","0.10000000149011612","0.10000000149011612","0.10000000149011612","67","67","67","0.47999998927116394","0.47999998927116394","0.47999998927116394","67","67","67","0.5299999713897705","0.5299999713897705","0.5299999713897705","67","67","67","0.4399999976158142","0.4399999976158142","0.4399999976158142","67","67","67","0.46000000834465027","0.46000000834465027","0.46000000834465027","67","67","67","0.5899999737739563","0.5899999737739563","0.5899999737739563","67","67","67","0.46000000834465027","0.46000000834465027","0.46000000834465027","67","67","67","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"6900","68","68","68","0.6700000166893005","0.6700000166893005","0.6700000166893005","68","68","68","0.41999998688697815","0.41999998688697815","0.41999998688697815","68","68","68","0.09000000357627869","0.09000000357627869","0.09000000357627869","68","68","68","0.49000000953674316","0.49000000953674316","0.49000000953674316","68","68","68","0.6499999761581421","0.6499999761581421","0.6499999761581421","68","68","68","0.46000000834465027","0.46000000834465027","0.46000000834465027","68","68","68","0.41999998688697815","0.41999998688697815","0.41999998688697815","68","68","68","0.6899999976158142","0.6899999976158142","0.6899999976158142","68","68","68","0.5099999904632568","0.5099999904632568","0.5099999904632568","68","68","68","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"7000","69","69","69","0.6899999976158142","0.6899999976158142","0.6899999976158142","69","69","69","0.4699999988079071","0.4699999988079071","0.4699999988079071","69","69","69","0.09000000357627869","0.09000000357627869","0.09000000357627869","69","69","69","0.5899999737739563","0.5899999737739563","0.5899999737739563","69","69","69","0.6000000238418579","0.6000000238418579","0.6000000238418579","69","69","69","0.4699999988079071","0.4699999988079071","0.4699999988079071","69","69","69","0.550000011920929","0.550000011920929","0.550000011920929","69","69","69","0.5299999713897705","0.5299999713897705","0.5299999713897705","69","69","69","0.4099999964237213","0.4099999964237213","0.4099999964237213","69","69","69","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"7100","70","70","70","0.6499999761581421","0.6499999761581421","0.6499999761581421","70","70","70","0.4099999964237213","0.4099999964237213","0.4099999964237213","70","70","70","0.10000000149011612","0.10000000149011612","0.10000000149011612","70","70","70","0.5299999713897705","0.5299999713897705","0.5299999713897705","70","70","70","0.6200000047683716","0.6200000047683716","0.6200000047683716","70","70","70","0.47999998927116394","0.47999998927116394","0.47999998927116394","70","70","70","0.4300000071525574","0.4300000071525574","0.4300000071525574","70","70","70","0.6100000143051147","0.6100000143051147","0.6100000143051147","70","70","70","0.4099999964237213","0.4099999964237213","0.4099999964237213","70","70","70","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"7200","71","71","71","0.7300000190734863","0.7300000190734863","0.7300000190734863","71","71","71","0.5","0.5","0.5","71","71","71","0.10000000149011612","0.10000000149011612","0.10000000149011612","71","71","71","0.6000000238418579","0.6000000238418579","0.6000000238418579","71","71","71","0.47999998927116394","0.47999998927116394","0.47999998927116394","71","71","71","0.5","0.5","0.5","71","71","71","0.47999998927116394","0.47999998927116394","0.47999998927116394","71","71","71","0.6499999761581421","0.6499999761581421","0.6499999761581421","71","71","71","0.5899999737739563","0.5899999737739563","0.5899999737739563","71","71","71","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"7300","72","72","72","0.6299999952316284","0.6299999952316284","0.6299999952316284","72","72","72","0.5099999904632568","0.5099999904632568","0.5099999904632568","72","72","72","0.07000000029802322","0.07000000029802322","0.07000000029802322","72","72","72","0.6100000143051147","0.6100000143051147","0.6100000143051147","72","72","72","0.5699999928474426","0.5699999928474426","0.5699999928474426","72","72","72","0.4300000071525574","0.4300000071525574","0.4300000071525574","72","72","72","0.5299999713897705","0.5299999713897705","0.5299999713897705","72","72","72","0.5799999833106995","0.5799999833106995","0.5799999833106995","72","72","72","0.4699999988079071","0.4699999988079071","0.4699999988079071","72","72","72","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"7400","73","73","73","0.6200000047683716","0.6200000047683716","0.6200000047683716","73","73","73","0.44999998807907104","0.44999998807907104","0.44999998807907104","73","73","73","0.07000000029802322","0.07000000029802322","0.07000000029802322","73","73","73","0.5799999833106995","0.5799999833106995","0.5799999833106995","73","73","73","0.550000011920929","0.550000011920929","0.550000011920929","73","73","73","0.46000000834465027","0.46000000834465027","0.46000000834465027","73","73","73","0.4399999976158142","0.4399999976158142","0.4399999976158142","73","73","73","0.6899999976158142","0.6899999976158142","0.6899999976158142","73","73","73","0.47999998927116394","0.47999998927116394","0.47999998927116394","73","73","73","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"7500","74","74","74","0.6700000166893005","0.6700000166893005","0.6700000166893005","74","74","74","0.47999998927116394","0.47999998927116394","0.47999998927116394","74","74","74","0.12999999523162842","0.12999999523162842","0.12999999523162842","74","74","74","0.6899999976158142","0.6899999976158142","0.6899999976158142","74","74","74","0.5400000214576721","0.5400000214576721","0.5400000214576721","74","74","74","0.550000011920929","0.550000011920929","0.550000011920929","74","74","74","0.46000000834465027","0.46000000834465027","0.46000000834465027","74","74","74","0.699999988079071","0.699999988079071","0.699999988079071","74","74","74","0.3799999952316284","0.3799999952316284","0.3799999952316284","74","74","74","0.10999999940395355","0.10999999940395355","0.10999999940395355"
"7600","75","75","75","0.6499999761581421","0.6499999761581421","0.6499999761581421","75","75","75","0.5099999904632568","0.5099999904632568","0.5099999904632568","75","75","75","0.15000000596046448","0.15000000596046448","0.15000000596046448","75","75","75","0.5699999928474426","0.5699999928474426","0.5699999928474426","75","75","75","0.5199999809265137","0.5199999809265137","0.5199999809265137","75","75","75","0.5","0.5","0.5","75","75","75","0.5299999713897705","0.5299999713897705","0.5299999713897705","75","75","75","0.6200000047683716","0.6200000047683716","0.6200000047683716","75","75","75","0.44999998807907104","0.44999998807907104","0.44999998807907104","75","75","75","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"7700","76","76","76","0.6899999976158142","0.6899999976158142","0.6899999976158142","76","76","76","0.47999998927116394","0.47999998927116394","0.47999998927116394","76","76","76","0.18000000715255737","0.18000000715255737","0.18000000715255737","76","76","76","0.5099999904632568","0.5099999904632568","0.5099999904632568","76","76","76","0.5400000214576721","0.5400000214576721","0.5400000214576721","76","76","76","0.4699999988079071","0.4699999988079071","0.4699999988079071","76","76","76","0.5099999904632568","0.5099999904632568","0.5099999904632568","76","76","76","0.75","0.75","0.75","76","76","76","0.49000000953674316","0.49000000953674316","0.49000000953674316","76","76","76","0.07000000029802322","0.07000000029802322","0.07000000029802322"
"7800","77","77","77","0.7599999904632568","0.7599999904632568","0.7599999904632568","77","77","77","0.47999998927116394","0.47999998927116394","0.47999998927116394","77","77","77","0.11999999731779099","0.11999999731779099","0.11999999731779099","77","77","77","0.6000000238418579","0.6000000238418579","0.6000000238418579","77","77","77","0.5099999904632568","0.5099999904632568","0.5099999904632568","77","77","77","0.47999998927116394","0.47999998927116394","0.47999998927116394","77","77","77","0.550000011920929","0.550000011920929","0.550000011920929","77","77","77","0.5699999928474426","0.5699999928474426","0.5699999928474426","77","77","77","0.49000000953674316","0.49000000953674316","0.49000000953674316","77","77","77","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"7900","78","78","78","0.6600000262260437","0.6600000262260437","0.6600000262260437","78","78","78","0.6000000238418579","0.6000000238418579","0.6000000238418579","78","78","78","0.23000000417232513","0.23000000417232513","0.23000000417232513","78","78","78","0.6700000166893005","0.6700000166893005","0.6700000166893005","78","78","78","0.5899999737739563","0.5899999737739563","0.5899999737739563","78","78","78","0.550000011920929","0.550000011920929","0.550000011920929","78","78","78","0.47999998927116394","0.47999998927116394","0.47999998927116394","78","78","78","0.6600000262260437","0.6600000262260437","0.6600000262260437","78","78","78","0.5600000023841858","0.5600000023841858","0.5600000023841858","78","78","78","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"8000","79","79","79","0.6899999976158142","0.6899999976158142","0.6899999976158142","79","79","79","0.6000000238418579","0.6000000238418579","0.6000000238418579","79","79","79","0.11999999731779099","0.11999999731779099","0.11999999731779099","79","79","79","0.5","0.5","0.5","79","79","79","0.6399999856948853","0.6399999856948853","0.6399999856948853","79","79","79","0.4699999988079071","0.4699999988079071","0.4699999988079071","79","79","79","0.5899999737739563","0.5899999737739563","0.5899999737739563","79","79","79","0.6899999976158142","0.6899999976158142","0.6899999976158142","79","79","79","0.4399999976158142","0.4399999976158142","0.4399999976158142","79","79","79","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"8100","80","80","80","0.6700000166893005","0.6700000166893005","0.6700000166893005","80","80","80","0.4699999988079071","0.4699999988079071","0.4699999988079071","80","80","80","0.11999999731779099","0.11999999731779099","0.11999999731779099","80","80","80","0.550000011920929","0.550000011920929","0.550000011920929","80","80","80","0.5600000023841858","0.5600000023841858","0.5600000023841858","80","80","80","0.6000000238418579","0.6000000238418579","0.6000000238418579","80","80","80","0.6299999952316284","0.6299999952316284","0.6299999952316284","80","80","80","0.699999988079071","0.699999988079071","0.699999988079071","80","80","80","0.49000000953674316","0.49000000953674316","0.49000000953674316","80","80","80","0.10999999940395355","0.10999999940395355","0.10999999940395355"
"8200","81","81","81","0.7099999785423279","0.7099999785423279","0.7099999785423279","81","81","81","0.5400000214576721","0.5400000214576721","0.5400000214576721","81","81","81","0.2199999988079071","0.2199999988079071","0.2199999988079071","81","81","81","0.6600000262260437","0.6600000262260437","0.6600000262260437","81","81","81","0.6200000047683716","0.6200000047683716","0.6200000047683716","81","81","81","0.5600000023841858","0.5600000023841858","0.5600000023841858","81","81","81","0.49000000953674316","0.49000000953674316","0.49000000953674316","81","81","81","0.7900000214576721","0.7900000214576721","0.7900000214576721","81","81","81","0.5299999713897705","0.5299999713897705","0.5299999713897705","81","81","81","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"8300","82","82","82","0.7599999904632568","0.7599999904632568","0.7599999904632568","82","82","82","0.5600000023841858","0.5600000023841858","0.5600000023841858","82","82","82","0.17000000178813934","0.17000000178813934","0.17000000178813934","82","82","82","0.6600000262260437","0.6600000262260437","0.6600000262260437","82","82","82","0.6499999761581421","0.6499999761581421","0.6499999761581421","82","82","82","0.5199999809265137","0.5199999809265137","0.5199999809265137","82","82","82","0.550000011920929","0.550000011920929","0.550000011920929","82","82","82","0.7699999809265137","0.7699999809265137","0.7699999809265137","82","82","82","0.4099999964237213","0.4099999964237213","0.4099999964237213","82","82","82","0.07000000029802322","0.07000000029802322","0.07000000029802322"
"8400","83","83","83","0.7699999809265137","0.7699999809265137","0.7699999809265137","83","83","83","0.5299999713897705","0.5299999713897705","0.5299999713897705","83","83","83","0.17000000178813934","0.17000000178813934","0.17000000178813934","83","83","83","0.5899999737739563","0.5899999737739563","0.5899999737739563","83","83","83","0.5899999737739563","0.5899999737739563","0.5899999737739563","83","83","83","0.6000000238418579","0.6000000238418579","0.6000000238418579","83","83","83","0.5699999928474426","0.5699999928474426","0.5699999928474426","83","83","83","0.6499999761581421","0.6499999761581421","0.6499999761581421","83","83","83","0.44999998807907104","0.44999998807907104","0.44999998807907104","83","83","83","0.10999999940395355","0.10999999940395355","0.10999999940395355"
"8500","84","84","84","0.7699999809265137","0.7699999809265137","0.7699999809265137","84","84","84","0.41999998688697815","0.41999998688697815","0.41999998688697815","84","84","84","0.17000000178813934","0.17000000178813934","0.17000000178813934","84","84","84","0.6700000166893005","0.6700000166893005","0.6700000166893005","84","84","84","0.6299999952316284","0.6299999952316284","0.6299999952316284","84","84","84","0.5600000023841858","0.5600000023841858","0.5600000023841858","84","84","84","0.550000011920929","0.550000011920929","0.550000011920929","84","84","84","0.7300000190734863","0.7300000190734863","0.7300000190734863","84","84","84","0.5400000214576721","0.5400000214576721","0.5400000214576721","84","84","84","0.07000000029802322","0.07000000029802322","0.07000000029802322"
"8600","85","85","85","0.7400000095367432","0.7400000095367432","0.7400000095367432","85","85","85","0.49000000953674316","0.49000000953674316","0.49000000953674316","85","85","85","0.1599999964237213","0.1599999964237213","0.1599999964237213","85","85","85","0.6499999761581421","0.6499999761581421","0.6499999761581421","85","85","85","0.6499999761581421","0.6499999761581421","0.6499999761581421","85","85","85","0.6600000262260437","0.6600000262260437","0.6600000262260437","85","85","85","0.5400000214576721","0.5400000214576721","0.5400000214576721","85","85","85","0.6700000166893005","0.6700000166893005","0.6700000166893005","85","85","85","0.5400000214576721","0.5400000214576721","0.5400000214576721","85","85","85","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"8700","86","86","86","0.7200000286102295","0.7200000286102295","0.7200000286102295","86","86","86","0.5099999904632568","0.5099999904632568","0.5099999904632568","86","86","86","0.18000000715255737","0.18000000715255737","0.18000000715255737","86","86","86","0.6499999761581421","0.6499999761581421","0.6499999761581421","86","86","86","0.6800000071525574","0.6800000071525574","0.6800000071525574","86","86","86","0.5799999833106995","0.5799999833106995","0.5799999833106995","86","86","86","0.5899999737739563","0.5899999737739563","0.5899999737739563","86","86","86","0.7599999904632568","0.7599999904632568","0.7599999904632568","86","86","86","0.49000000953674316","0.49000000953674316","0.49000000953674316","86","86","86","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"8800","87","87","87","0.7799999713897705","0.7799999713897705","0.7799999713897705","87","87","87","0.46000000834465027","0.46000000834465027","0.46000000834465027","87","87","87","0.2199999988079071","0.2199999988079071","0.2199999988079071","87","87","87","0.5600000023841858","0.5600000023841858","0.5600000023841858","87","87","87","0.5899999737739563","0.5899999737739563","0.5899999737739563","87","87","87","0.6200000047683716","0.6200000047683716","0.6200000047683716","87","87","87","0.5600000023841858","0.5600000023841858","0.5600000023841858","87","87","87","0.6800000071525574","0.6800000071525574","0.6800000071525574","87","87","87","0.46000000834465027","0.46000000834465027","0.46000000834465027","87","87","87","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"8900","88","88","88","0.6800000071525574","0.6800000071525574","0.6800000071525574","88","88","88","0.5600000023841858","0.5600000023841858","0.5600000023841858","88","88","88","0.23000000417232513","0.23000000417232513","0.23000000417232513","88","88","88","0.6299999952316284","0.6299999952316284","0.6299999952316284","88","88","88","0.699999988079071","0.699999988079071","0.699999988079071","88","88","88","0.6499999761581421","0.6499999761581421","0.6499999761581421","88","88","88","0.44999998807907104","0.44999998807907104","0.44999998807907104","88","88","88","0.699999988079071","0.699999988079071","0.699999988079071","88","88","88","0.550000011920929","0.550000011920929","0.550000011920929","88","88","88","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"9000","89","89","89","0.7599999904632568","0.7599999904632568","0.7599999904632568","89","89","89","0.44999998807907104","0.44999998807907104","0.44999998807907104","89","89","89","0.14000000059604645","0.14000000059604645","0.14000000059604645","89","89","89","0.550000011920929","0.550000011920929","0.550000011920929","89","89","89","0.5","0.5","0.5","89","89","89","0.6499999761581421","0.6499999761581421","0.6499999761581421","89","89","89","0.5400000214576721","0.5400000214576721","0.5400000214576721","89","89","89","0.7699999809265137","0.7699999809265137","0.7699999809265137","89","89","89","0.5099999904632568","0.5099999904632568","0.5099999904632568","89","89","89","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"9100","90","90","90","0.7200000286102295","0.7200000286102295","0.7200000286102295","90","90","90","0.5799999833106995","0.5799999833106995","0.5799999833106995","90","90","90","0.20999999344348907","0.20999999344348907","0.20999999344348907","90","90","90","0.6600000262260437","0.6600000262260437","0.6600000262260437","90","90","90","0.6299999952316284","0.6299999952316284","0.6299999952316284","90","90","90","0.6399999856948853","0.6399999856948853","0.6399999856948853","90","90","90","0.6000000238418579","0.6000000238418579","0.6000000238418579","90","90","90","0.6800000071525574","0.6800000071525574","0.6800000071525574","90","90","90","0.5099999904632568","0.5099999904632568","0.5099999904632568","90","90","90","0.10999999940395355","0.10999999940395355","0.10999999940395355"
"9200","91","91","91","0.7300000190734863","0.7300000190734863","0.7300000190734863","91","91","91","0.5299999713897705","0.5299999713897705","0.5299999713897705","91","91","91","0.1899999976158142","0.1899999976158142","0.1899999976158142","91","91","91","0.6399999856948853","0.6399999856948853","0.6399999856948853","91","91","91","0.7300000190734863","0.7300000190734863","0.7300000190734863","91","91","91","0.6100000143051147","0.6100000143051147","0.6100000143051147","91","91","91","0.5600000023841858","0.5600000023841858","0.5600000023841858","91","91","91","0.7699999809265137","0.7699999809265137","0.7699999809265137","91","91","91","0.5699999928474426","0.5699999928474426","0.5699999928474426","91","91","91","0.03999999910593033","0.03999999910593033","0.03999999910593033"
