"ray/tune/info/num_steps_sampled","oracle_noise: 160 - _step","oracle_noise: 160 - _step__MIN","oracle_noise: 160 - _step__MAX","oracle_noise: 160 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 160 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 160 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 140 - _step","oracle_noise: 140 - _step__MIN","oracle_noise: 140 - _step__MAX","oracle_noise: 140 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 140 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 140 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 120 - _step","oracle_noise: 120 - _step__MIN","oracle_noise: 120 - _step__MAX","oracle_noise: 120 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 120 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 120 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 90 - _step","oracle_noise: 90 - _step__MIN","oracle_noise: 90 - _step__MAX","oracle_noise: 90 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 90 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 90 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 60 - _step","oracle_noise: 60 - _step__MIN","oracle_noise: 60 - _step__MAX","oracle_noise: 60 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 60 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 60 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 20 - _step","oracle_noise: 20 - _step__MIN","oracle_noise: 20 - _step__MAX","oracle_noise: 20 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 20 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 20 - ray/tune/custom_metrics/prediction_error_mean__MAX"
"6000","59","59","59","0.47915831208229065","0.47915831208229065","0.47915831208229065","59","59","59","0.45574556291103363","0.4502873122692108","0.46120381355285645","59","59","59","0.3128526210784912","0.3128526210784912","0.3128526210784912","59","59","59","0.23711411654949188","0.23711411654949188","0.23711411654949188","59","59","59","0.08461698889732361","0.08461698889732361","0.08461698889732361","59","59","59","0.026022324338555336","0.026022324338555336","0.026022324338555336"
"6100","60","60","60","0.49237972497940063","0.49237972497940063","0.49237972497940063","60","60","60","0.32917259633541107","0.28679919242858887","0.3715460002422333","60","60","60","0.32627633213996887","0.32627633213996887","0.32627633213996887","60","60","60","0.18728500604629517","0.18728500604629517","0.18728500604629517","60","60","60","0.14288198947906494","0.14288198947906494","0.14288198947906494","60","60","60","0.020587215200066566","0.020587215200066566","0.020587215200066566"
"6200","61","61","61","0.5076692700386047","0.5076692700386047","0.5076692700386047","61","61","61","0.4250273108482361","0.36894115805625916","0.481113463640213","61","61","61","0.32720237970352173","0.32720237970352173","0.32720237970352173","61","61","61","0.1853484958410263","0.1853484958410263","0.1853484958410263","61","61","61","0.07969594746828079","0.07969594746828079","0.07969594746828079","61","61","61","0.007840357720851898","0.007840357720851898","0.007840357720851898"
"6300","62","62","62","0.4973803758621216","0.4973803758621216","0.4973803758621216","62","62","62","0.42457978427410126","0.4079062342643738","0.44125333428382874","62","62","62","0.33792489767074585","0.33792489767074585","0.33792489767074585","62","62","62","0.20332033932209015","0.20332033932209015","0.20332033932209015","62","62","62","0.09654587507247925","0.09654587507247925","0.09654587507247925","62","62","62","0.011325019411742687","0.011325019411742687","0.011325019411742687"
"6400","63","63","63","0.5660843253135681","0.5660843253135681","0.5660843253135681","63","63","63","0.39833879470825195","0.3599107265472412","0.4367668628692627","63","63","63","0.3148096799850464","0.3148096799850464","0.3148096799850464","63","63","63","0.1320677548646927","0.1320677548646927","0.1320677548646927","63","63","63","0.10877533257007599","0.10877533257007599","0.10877533257007599","63","63","63","0.00947120413184166","0.00947120413184166","0.00947120413184166"
"6500","64","64","64","0.40395793318748474","0.40395793318748474","0.40395793318748474","64","64","64","0.3805696964263916","0.3277404010295868","0.4333989918231964","64","64","64","0.320992112159729","0.320992112159729","0.320992112159729","64","64","64","0.21088731288909912","0.21088731288909912","0.21088731288909912","64","64","64","0.09819640219211578","0.09819640219211578","0.09819640219211578","64","64","64","0.003511605318635702","0.003511605318635702","0.003511605318635702"
"6600","65","65","65","0.49698179960250854","0.49698179960250854","0.49698179960250854","65","65","65","0.36112238466739655","0.3304601311683655","0.3917846381664276","65","65","65","0.3243851959705353","0.3243851959705353","0.3243851959705353","65","65","65","0.21521897614002228","0.21521897614002228","0.21521897614002228","65","65","65","0.10483980178833008","0.10483980178833008","0.10483980178833008","65","65","65","-0.0008953172364272177","-0.0008953172364272177","-0.0008953172364272177"
"6700","66","66","66","0.4153359830379486","0.4153359830379486","0.4153359830379486","66","66","66","0.37581421434879303","0.3663996756076813","0.3852287530899048","66","66","66","0.3694196939468384","0.3694196939468384","0.3694196939468384","66","66","66","0.16311702132225037","0.16311702132225037","0.16311702132225037","66","66","66","0.09876466542482376","0.09876466542482376","0.09876466542482376","66","66","66","0.022870231419801712","0.022870231419801712","0.022870231419801712"
"6800","67","67","67","0.47660329937934875","0.47660329937934875","0.47660329937934875","67","67","67","0.452304944396019","0.44045448303222656","0.4641554057598114","67","67","67","0.2979128062725067","0.2979128062725067","0.2979128062725067","67","67","67","0.2474171370267868","0.2474171370267868","0.2474171370267868","67","67","67","0.0803743526339531","0.0803743526339531","0.0803743526339531","67","67","67","0.014761430211365223","0.014761430211365223","0.014761430211365223"
"6900","68","68","68","0.37875840067863464","0.37875840067863464","0.37875840067863464","68","68","68","0.41084879636764526","0.3970164358615875","0.424681156873703","68","68","68","0.35283395648002625","0.35283395648002625","0.35283395648002625","68","68","68","0.21098072826862335","0.21098072826862335","0.21098072826862335","68","68","68","0.13945095241069794","0.13945095241069794","0.13945095241069794","68","68","68","0.012158317491412163","0.012158317491412163","0.012158317491412163"
"7000","69","69","69","0.4578028619289398","0.4578028619289398","0.4578028619289398","69","69","69","0.3902043402194977","0.3222196698188782","0.4581890106201172","69","69","69","0.3378468155860901","0.3378468155860901","0.3378468155860901","69","69","69","0.19195739924907684","0.19195739924907684","0.19195739924907684","69","69","69","0.10566076636314392","0.10566076636314392","0.10566076636314392","69","69","69","0.018396183848381042","0.018396183848381042","0.018396183848381042"
"7100","70","70","70","0.46188583970069885","0.46188583970069885","0.46188583970069885","70","70","70","0.4428076446056366","0.42450976371765137","0.4611055254936218","70","70","70","0.3215909004211426","0.3215909004211426","0.3215909004211426","70","70","70","0.22097869217395782","0.22097869217395782","0.22097869217395782","70","70","70","0.12576588988304138","0.12576588988304138","0.12576588988304138","70","70","70","0.004264099523425102","0.004264099523425102","0.004264099523425102"
"7200","71","71","71","0.5455864667892456","0.5455864667892456","0.5455864667892456","71","71","71","0.3895069360733032","0.3746548593044281","0.40435901284217834","71","71","71","0.323580265045166","0.323580265045166","0.323580265045166","71","71","71","0.17919491231441498","0.17919491231441498","0.17919491231441498","71","71","71","0.11337097734212875","0.11337097734212875","0.11337097734212875","71","71","71","0.015389294363558292","0.015389294363558292","0.015389294363558292"
"7300","72","72","72","0.559611439704895","0.559611439704895","0.559611439704895","72","72","72","0.4121277183294296","0.3954104483127594","0.42884498834609985","72","72","72","0.35675179958343506","0.35675179958343506","0.35675179958343506","72","72","72","0.18344663083553314","0.18344663083553314","0.18344663083553314","72","72","72","0.12275239080190659","0.12275239080190659","0.12275239080190659","72","72","72","0.02259884774684906","0.02259884774684906","0.02259884774684906"
"7400","73","73","73","0.4302336573600769","0.4302336573600769","0.4302336573600769","73","73","73","0.4079025685787201","0.3615478277206421","0.4542573094367981","73","73","73","0.3150477409362793","0.3150477409362793","0.3150477409362793","73","73","73","0.27732211351394653","0.27732211351394653","0.27732211351394653","73","73","73","0.10811516642570496","0.10811516642570496","0.10811516642570496","73","73","73","-0.0004725272301584482","-0.0004725272301584482","-0.0004725272301584482"
"7500","74","74","74","0.4857069253921509","0.4857069253921509","0.4857069253921509","74","74","74","0.4113851934671402","0.3771836757659912","0.4455867111682892","74","74","74","0.3584577441215515","0.3584577441215515","0.3584577441215515","74","74","74","0.23522676527500153","0.23522676527500153","0.23522676527500153","74","74","74","0.09161371737718582","0.09161371737718582","0.09161371737718582","74","74","74","0.03730972111225128","0.03730972111225128","0.03730972111225128"
"7600","75","75","75","0.4739980697631836","0.4739980697631836","0.4739980697631836","75","75","75","0.36114177107810974","0.35434770584106445","0.36793583631515503","75","75","75","0.3713211119174957","0.3713211119174957","0.3713211119174957","75","75","75","0.2593143582344055","0.2593143582344055","0.2593143582344055","75","75","75","0.11728823930025101","0.11728823930025101","0.11728823930025101","75","75","75","0.006056774873286486","0.006056774873286486","0.006056774873286486"
"7700","76","76","76","0.44030576944351196","0.44030576944351196","0.44030576944351196","76","76","76","0.41450825333595276","0.39722922444343567","0.43178728222846985","76","76","76","0.2804626524448395","0.2804626524448395","0.2804626524448395","76","76","76","0.22801509499549866","0.22801509499549866","0.22801509499549866","76","76","76","0.10516540706157684","0.10516540706157684","0.10516540706157684","76","76","76","0.025920802727341652","0.025920802727341652","0.025920802727341652"
"7800","77","77","77","0.5470134019851685","0.5470134019851685","0.5470134019851685","77","77","77","0.41476528346538544","0.3905622959136963","0.4389682710170746","77","77","77","0.3040805757045746","0.3040805757045746","0.3040805757045746","77","77","77","0.24996110796928406","0.24996110796928406","0.24996110796928406","77","77","77","0.12225040793418884","0.12225040793418884","0.12225040793418884","77","77","77","0.020621249452233315","0.020621249452233315","0.020621249452233315"
"7900","78","78","78","0.542375922203064","0.542375922203064","0.542375922203064","78","78","78","0.41586820781230927","0.36609312891960144","0.4656432867050171","78","78","78","0.3892330229282379","0.3892330229282379","0.3892330229282379","78","78","78","0.24777111411094666","0.24777111411094666","0.24777111411094666","78","78","78","0.10716518014669418","0.10716518014669418","0.10716518014669418","78","78","78","0.03103313408792019","0.03103313408792019","0.03103313408792019"
"8000","79","79","79","0.5433311462402344","0.5433311462402344","0.5433311462402344","79","79","79","0.3144945502281189","0.29195061326026917","0.33703848719596863","79","79","79","0.2935180962085724","0.2935180962085724","0.2935180962085724","79","79","79","0.22061020135879517","0.22061020135879517","0.22061020135879517","79","79","79","0.13365638256072998","0.13365638256072998","0.13365638256072998","79","79","79","0.0023878710344433784","0.0023878710344433784","0.0023878710344433784"
"8100","80","80","80","0.5281828045845032","0.5281828045845032","0.5281828045845032","80","80","80","0.43976961076259613","0.4216524362564087","0.45788678526878357","80","80","80","0.3122134506702423","0.3122134506702423","0.3122134506702423","80","80","80","0.24141275882720947","0.24141275882720947","0.24141275882720947","80","80","80","0.1508542150259018","0.1508542150259018","0.1508542150259018","80","80","80","0.020190877839922905","0.020190877839922905","0.020190877839922905"
"8200","81","81","81","0.4632059335708618","0.4632059335708618","0.4632059335708618","81","81","81","0.3799288719892502","0.35375308990478516","0.4061046540737152","81","81","81","0.37221017479896545","0.37221017479896545","0.37221017479896545","81","81","81","0.2450025975704193","0.2450025975704193","0.2450025975704193","81","81","81","0.10204464197158813","0.10204464197158813","0.10204464197158813","81","81","81","0.009687763638794422","0.009687763638794422","0.009687763638794422"
"8300","82","82","82","0.47584545612335205","0.47584545612335205","0.47584545612335205","82","82","82","0.46150484681129456","0.4059031009674072","0.5171065926551819","82","82","82","0.3597797751426697","0.3597797751426697","0.3597797751426697","82","82","82","0.24283239245414734","0.24283239245414734","0.24283239245414734","82","82","82","0.11725520342588425","0.11725520342588425","0.11725520342588425","82","82","82","0.018935929983854294","0.018935929983854294","0.018935929983854294"
"8400","83","83","83","0.49333125352859497","0.49333125352859497","0.49333125352859497","83","83","83","0.45975811779499054","0.4567170739173889","0.46279916167259216","83","83","83","0.4289468824863434","0.4289468824863434","0.4289468824863434","83","83","83","0.21680407226085663","0.21680407226085663","0.21680407226085663","83","83","83","0.12985064089298248","0.12985064089298248","0.12985064089298248","83","83","83","0.009657745249569416","0.009657745249569416","0.009657745249569416"
"8500","84","84","84","0.5497917532920837","0.5497917532920837","0.5497917532920837","84","84","84","0.46884870529174805","0.4190780520439148","0.5186193585395813","84","84","84","0.4185805916786194","0.4185805916786194","0.4185805916786194","84","84","84","0.2701354920864105","0.2701354920864105","0.2701354920864105","84","84","84","0.13422338664531708","0.13422338664531708","0.13422338664531708","84","84","84","0.006624968256801367","0.006624968256801367","0.006624968256801367"
"8600","85","85","85","0.5729636549949646","0.5729636549949646","0.5729636549949646","85","85","85","0.4334867000579834","0.3468790054321289","0.5200943946838379","85","85","85","0.2655394673347473","0.2655394673347473","0.2655394673347473","85","85","85","0.21267575025558472","0.21267575025558472","0.21267575025558472","85","85","85","0.11963869631290436","0.11963869631290436","0.11963869631290436","85","85","85","0.021884070709347725","0.021884070709347725","0.021884070709347725"
"8700","86","86","86","0.4899950623512268","0.4899950623512268","0.4899950623512268","86","86","86","0.48614121973514557","0.46824154257774353","0.5040408968925476","86","86","86","0.336081326007843","0.336081326007843","0.336081326007843","86","86","86","0.23874686658382416","0.23874686658382416","0.23874686658382416","86","86","86","0.10875516384840012","0.10875516384840012","0.10875516384840012","86","86","86","0.024821802973747253","0.024821802973747253","0.024821802973747253"
"8800","87","87","87","0.4291956424713135","0.4291956424713135","0.4291956424713135","87","87","87","0.4246143251657486","0.38953399658203125","0.45969465374946594","87","87","87","0.29458922147750854","0.29458922147750854","0.29458922147750854","87","87","87","0.22830843925476074","0.22830843925476074","0.22830843925476074","87","87","87","0.09498116374015808","0.09498116374015808","0.09498116374015808","87","87","87","0.0051572369411587715","0.0051572369411587715","0.0051572369411587715"
"8900","88","88","88","0.41572830080986023","0.41572830080986023","0.41572830080986023","88","88","88","0.4240313619375229","0.4203111231327057","0.4277516007423401","88","88","88","0.39965394139289856","0.39965394139289856","0.39965394139289856","88","88","88","0.22537311911582947","0.22537311911582947","0.22537311911582947","88","88","88","0.12101484090089798","0.12101484090089798","0.12101484090089798","88","88","88","0.030008016154170036","0.030008016154170036","0.030008016154170036"
"9000","89","89","89","0.40567460656166077","0.40567460656166077","0.40567460656166077","89","89","89","0.5235878229141235","0.5204952955245972","0.5266803503036499","89","89","89","0.4065471291542053","0.4065471291542053","0.4065471291542053","89","89","89","0.2944509983062744","0.2944509983062744","0.2944509983062744","89","89","89","0.1401146501302719","0.1401146501302719","0.1401146501302719","89","89","89","0.030072178691625595","0.030072178691625595","0.030072178691625595"
"9100","90","90","90","0.42317718267440796","0.42317718267440796","0.42317718267440796","90","90","90","0.46869054436683655","0.4642058312892914","0.4731752574443817","90","90","90","0.3473632335662842","0.3473632335662842","0.3473632335662842","90","90","90","0.22769543528556824","0.22769543528556824","0.22769543528556824","90","90","90","0.09546966850757599","0.09546966850757599","0.09546966850757599","90","90","90","0.007903325371444225","0.007903325371444225","0.007903325371444225"
"9200","91","91","91","0.502119243144989","0.502119243144989","0.502119243144989","91","91","91","0.389749675989151","0.3662314713001251","0.4132678806781769","91","91","91","0.4405164420604706","0.4405164420604706","0.4405164420604706","91","91","91","0.2185146063566208","0.2185146063566208","0.2185146063566208","91","91","91","0.11790090054273605","0.11790090054273605","0.11790090054273605","91","91","91","0.02360730618238449","0.02360730618238449","0.02360730618238449"
"9300","92","92","92","0.5518509149551392","0.5518509149551392","0.5518509149551392","92","92","92","0.5370408296585083","0.5222823023796082","0.5517993569374084","92","92","92","0.2907855808734894","0.2907855808734894","0.2907855808734894","92","92","92","0.18864212930202484","0.18864212930202484","0.18864212930202484","92","92","92","0.1289006918668747","0.1289006918668747","0.1289006918668747","92","92","92","0.026503529399633408","0.026503529399633408","0.026503529399633408"
"9400","93","93","93","0.5242415070533752","0.5242415070533752","0.5242415070533752","93","93","93","0.43737679719924927","0.4317914843559265","0.442962110042572","93","93","93","0.24942049384117126","0.24942049384117126","0.24942049384117126","93","93","93","0.25350695848464966","0.25350695848464966","0.25350695848464966","93","93","93","0.11024555563926697","0.11024555563926697","0.11024555563926697","93","93","93","0.020792728289961815","0.020792728289961815","0.020792728289961815"
"9500","94","94","94","0.5131224989891052","0.5131224989891052","0.5131224989891052","94","94","94","0.4137597978115082","0.3705662786960602","0.4569533169269562","94","94","94","0.35418593883514404","0.35418593883514404","0.35418593883514404","94","94","94","0.2484012395143509","0.2484012395143509","0.2484012395143509","94","94","94","0.09620905667543411","0.09620905667543411","0.09620905667543411","94","94","94","0.0167227890342474","0.0167227890342474","0.0167227890342474"
"9600","95","95","95","0.5124896168708801","0.5124896168708801","0.5124896168708801","95","95","95","0.440865159034729","0.3964701294898987","0.4852601885795593","95","95","95","0.3680962324142456","0.3680962324142456","0.3680962324142456","95","95","95","0.19279640913009644","0.19279640913009644","0.19279640913009644","95","95","95","0.09308914095163345","0.09308914095163345","0.09308914095163345","95","95","95","0.017040491104125977","0.017040491104125977","0.017040491104125977"
"9700","96","96","96","0.5634354948997498","0.5634354948997498","0.5634354948997498","96","96","96","0.42950257658958435","0.4242619276046753","0.4347432255744934","96","96","96","0.33313092589378357","0.33313092589378357","0.33313092589378357","96","96","96","0.2967025935649872","0.2967025935649872","0.2967025935649872","96","96","96","0.10696980357170105","0.10696980357170105","0.10696980357170105","96","96","96","0.0019048356916755438","0.0019048356916755438","0.0019048356916755438"
"9800","97","97","97","0.5534732341766357","0.5534732341766357","0.5534732341766357","97","97","97","0.4578518718481064","0.4447344243526459","0.4709693193435669","97","97","97","0.3628250062465668","0.3628250062465668","0.3628250062465668","97","97","97","0.182241290807724","0.182241290807724","0.182241290807724","97","97","97","0.15431541204452515","0.15431541204452515","0.15431541204452515","97","97","97","0.020453765988349915","0.020453765988349915","0.020453765988349915"
"9900","98","98","98","0.5504140257835388","0.5504140257835388","0.5504140257835388","98","98","98","0.42458169162273407","0.3640669286251068","0.48509645462036133","98","98","98","0.3219285011291504","0.3219285011291504","0.3219285011291504","98","98","98","0.2394467145204544","0.2394467145204544","0.2394467145204544","98","98","98","0.10081235319375992","0.10081235319375992","0.10081235319375992","98","98","98","0.0241229385137558","0.0241229385137558","0.0241229385137558"
"10000","99","99","99","0.509949266910553","0.509949266910553","0.509949266910553","99","99","99","0.40814000368118286","0.3745826780796051","0.4416973292827606","99","99","99","0.34204643964767456","0.34204643964767456","0.34204643964767456","99","99","99","0.19866080582141876","0.19866080582141876","0.19866080582141876","99","99","99","0.10318146646022797","0.10318146646022797","0.10318146646022797","99","99","99","-0.0011144912568852305","-0.0011144912568852305","-0.0011144912568852305"
"10100","100","100","100","0.48042988777160645","0.48042988777160645","0.48042988777160645","100","100","100","0.3874509781599045","0.36470741033554077","0.4101945459842682","100","100","100","0.4308491051197052","0.4308491051197052","0.4308491051197052","100","100","100","0.17327065765857697","0.17327065765857697","0.17327065765857697","100","100","100","0.1334531456232071","0.1334531456232071","0.1334531456232071","100","100","100","0.005390154663473368","0.005390154663473368","0.005390154663473368"
"10200","101","101","101","0.5314527153968811","0.5314527153968811","0.5314527153968811","101","101","101","0.48300667107105255","0.44760265946388245","0.5184106826782227","101","101","101","0.3538599908351898","0.3538599908351898","0.3538599908351898","101","101","101","0.20564492046833038","0.20564492046833038","0.20564492046833038","101","101","101","0.15830816328525543","0.15830816328525543","0.15830816328525543","101","101","101","0.005995340179651976","0.005995340179651976","0.005995340179651976"
"10300","102","102","102","0.5947518944740295","0.5947518944740295","0.5947518944740295","102","102","102","0.4628375619649887","0.44463056325912476","0.48104456067085266","102","102","102","0.34556224942207336","0.34556224942207336","0.34556224942207336","102","102","102","0.2613491117954254","0.2613491117954254","0.2613491117954254","102","102","102","0.10143963247537613","0.10143963247537613","0.10143963247537613","102","102","102","0.010786769911646843","0.010786769911646843","0.010786769911646843"
"10400","103","103","103","0.5494360327720642","0.5494360327720642","0.5494360327720642","103","103","103","0.4511607438325882","0.435854971408844","0.4664665162563324","103","103","103","0.3443644344806671","0.3443644344806671","0.3443644344806671","103","103","103","0.22684091329574585","0.22684091329574585","0.22684091329574585","103","103","103","0.1418624371290207","0.1418624371290207","0.1418624371290207","103","103","103","0.03259183466434479","0.03259183466434479","0.03259183466434479"
"10500","104","104","104","0.4076363444328308","0.4076363444328308","0.4076363444328308","104","104","104","0.42601779103279114","0.4042922556400299","0.44774332642555237","104","104","104","0.2794855833053589","0.2794855833053589","0.2794855833053589","104","104","104","0.2190110981464386","0.2190110981464386","0.2190110981464386","104","104","104","0.1619703620672226","0.1619703620672226","0.1619703620672226","104","104","104","-0.00833972916007042","-0.00833972916007042","-0.00833972916007042"
"10600","105","105","105","0.5460914373397827","0.5460914373397827","0.5460914373397827","105","105","105","0.43405428528785706","0.4099188446998596","0.4581897258758545","105","105","105","0.33719173073768616","0.33719173073768616","0.33719173073768616","105","105","105","0.2658788561820984","0.2658788561820984","0.2658788561820984","105","105","105","0.10824868828058243","0.10824868828058243","0.10824868828058243","105","105","105","0.008920690044760704","0.008920690044760704","0.008920690044760704"
"10700","106","106","106","0.4760594964027405","0.4760594964027405","0.4760594964027405","106","106","106","0.4277331829071045","0.3575822412967682","0.4978841245174408","106","106","106","0.3118416368961334","0.3118416368961334","0.3118416368961334","106","106","106","0.20283997058868408","0.20283997058868408","0.20283997058868408","106","106","106","0.13376440107822418","0.13376440107822418","0.13376440107822418","106","106","106","0.008840137161314487","0.008840137161314487","0.008840137161314487"
"10800","107","107","107","0.6281774044036865","0.6281774044036865","0.6281774044036865","107","107","107","0.45876067876815796","0.43691277503967285","0.48060858249664307","107","107","107","0.36215436458587646","0.36215436458587646","0.36215436458587646","107","107","107","0.24337249994277954","0.24337249994277954","0.24337249994277954","107","107","107","0.14050821959972382","0.14050821959972382","0.14050821959972382","107","107","107","0.03664148226380348","0.03664148226380348","0.03664148226380348"
"10900","108","108","108","0.4937852621078491","0.4937852621078491","0.4937852621078491","108","108","108","0.4619654268026352","0.44837525486946106","0.4755555987358093","108","108","108","0.3176098167896271","0.3176098167896271","0.3176098167896271","108","108","108","0.21237407624721527","0.21237407624721527","0.21237407624721527","108","108","108","0.1374359279870987","0.1374359279870987","0.1374359279870987","108","108","108","0.025794044137001038","0.025794044137001038","0.025794044137001038"
"11000","109","109","109","0.5558569431304932","0.5558569431304932","0.5558569431304932","109","109","109","0.35270971059799194","0.34781038761138916","0.3576090335845947","109","109","109","0.4212634265422821","0.4212634265422821","0.4212634265422821","109","109","109","0.2334747612476349","0.2334747612476349","0.2334747612476349","109","109","109","0.1487768292427063","0.1487768292427063","0.1487768292427063","109","109","109","0.02916460856795311","0.02916460856795311","0.02916460856795311"
"11100","110","110","110","0.5165287256240845","0.5165287256240845","0.5165287256240845","110","110","110","0.3984900563955307","0.355292409658432","0.4416877031326294","110","110","110","0.4062618911266327","0.4062618911266327","0.4062618911266327","110","110","110","0.1636684536933899","0.1636684536933899","0.1636684536933899","110","110","110","0.11854273825883865","0.11854273825883865","0.11854273825883865","110","110","110","-0.0014951463090255857","-0.0014951463090255857","-0.0014951463090255857"
"11200","111","111","111","0.5415096879005432","0.5415096879005432","0.5415096879005432","111","111","111","0.481827050447464","0.44431060552597046","0.5193434953689575","111","111","111","0.4253111183643341","0.4253111183643341","0.4253111183643341","111","111","111","0.24843107163906097","0.24843107163906097","0.24843107163906097","111","111","111","0.11886528879404068","0.11886528879404068","0.11886528879404068","111","111","111","0.045980848371982574","0.045980848371982574","0.045980848371982574"
"11300","112","112","112","0.5280355215072632","0.5280355215072632","0.5280355215072632","112","112","112","0.5259662866592407","0.5034509301185608","0.5484816431999207","112","112","112","0.41576555371284485","0.41576555371284485","0.41576555371284485","112","112","112","0.2741573452949524","0.2741573452949524","0.2741573452949524","112","112","112","0.14145536720752716","0.14145536720752716","0.14145536720752716","112","112","112","0.014924519695341587","0.014924519695341587","0.014924519695341587"
"11400","113","113","113","0.5371372103691101","0.5371372103691101","0.5371372103691101","113","113","113","0.47117064893245697","0.4307660758495331","0.5115752220153809","113","113","113","0.294672429561615","0.294672429561615","0.294672429561615","113","113","113","0.27646487951278687","0.27646487951278687","0.27646487951278687","113","113","113","0.12074124813079834","0.12074124813079834","0.12074124813079834","113","113","113","0.02559049054980278","0.02559049054980278","0.02559049054980278"
"11500","114","114","114","0.5571322441101074","0.5571322441101074","0.5571322441101074","114","114","114","0.5022967308759689","0.47071078419685364","0.5338826775550842","114","114","114","0.4073343276977539","0.4073343276977539","0.4073343276977539","114","114","114","0.36406397819519043","0.36406397819519043","0.36406397819519043","114","114","114","0.10460717231035233","0.10460717231035233","0.10460717231035233","114","114","114","0.023012202233076096","0.023012202233076096","0.023012202233076096"
"11600","115","115","115","0.5056205987930298","0.5056205987930298","0.5056205987930298","115","115","115","0.45337678492069244","0.3767474591732025","0.5300061106681824","115","115","115","0.3835497796535492","0.3835497796535492","0.3835497796535492","115","115","115","0.27231162786483765","0.27231162786483765","0.27231162786483765","115","115","115","0.15050286054611206","0.15050286054611206","0.15050286054611206","115","115","115","0.025040727108716965","0.025040727108716965","0.025040727108716965"
"11700","116","116","116","0.5042637586593628","0.5042637586593628","0.5042637586593628","116","116","116","0.43065910041332245","0.4073944687843323","0.4539237320423126","116","116","116","0.43291589617729187","0.43291589617729187","0.43291589617729187","116","116","116","0.23021246492862701","0.23021246492862701","0.23021246492862701","116","116","116","0.15982502698898315","0.15982502698898315","0.15982502698898315","116","116","116","0.0350961796939373","0.0350961796939373","0.0350961796939373"
"11800","117","117","117","0.4717889428138733","0.4717889428138733","0.4717889428138733","117","117","117","0.4146098345518112","0.3761100769042969","0.45310959219932556","117","117","117","0.3896901607513428","0.3896901607513428","0.3896901607513428","117","117","117","0.27446937561035156","0.27446937561035156","0.27446937561035156","117","117","117","0.1597776710987091","0.1597776710987091","0.1597776710987091","117","117","117","0.009508989751338959","0.009508989751338959","0.009508989751338959"
"11900","118","118","118","0.5149711966514587","0.5149711966514587","0.5149711966514587","118","118","118","0.4781244248151779","0.46591806411743164","0.4903307855129242","118","118","118","0.4546451270580292","0.4546451270580292","0.4546451270580292","118","118","118","0.28540632128715515","0.28540632128715515","0.28540632128715515","118","118","118","0.14518798887729645","0.14518798887729645","0.14518798887729645","118","118","118","0.0026601513382047415","0.0026601513382047415","0.0026601513382047415"
"12000","119","119","119","0.5233139991760254","0.5233139991760254","0.5233139991760254","119","119","119","0.510971337556839","0.49969053268432617","0.5222521424293518","119","119","119","0.43625450134277344","0.43625450134277344","0.43625450134277344","119","119","119","0.2113046795129776","0.2113046795129776","0.2113046795129776","119","119","119","0.12636889517307281","0.12636889517307281","0.12636889517307281","119","119","119","0.015491067431867123","0.015491067431867123","0.015491067431867123"
"12100","120","120","120","0.45688313245773315","0.45688313245773315","0.45688313245773315","120","120","120","0.39901450276374817","0.353602796792984","0.44442620873451233","120","120","120","0.4277363717556","0.4277363717556","0.4277363717556","120","120","120","0.20416338741779327","0.20416338741779327","0.20416338741779327","120","120","120","0.1577700674533844","0.1577700674533844","0.1577700674533844","120","120","120","0.014867361634969711","0.014867361634969711","0.014867361634969711"
"12200","121","121","121","0.4173615872859955","0.4173615872859955","0.4173615872859955","121","121","121","0.4649733603000641","0.4378257989883423","0.4921209216117859","121","121","121","0.37771135568618774","0.37771135568618774","0.37771135568618774","121","121","121","0.19366048276424408","0.19366048276424408","0.19366048276424408","121","121","121","0.14872942864894867","0.14872942864894867","0.14872942864894867","121","121","121","0.012635148130357265","0.012635148130357265","0.012635148130357265"
"12300","122","122","122","0.4935213327407837","0.4935213327407837","0.4935213327407837","122","122","122","0.48474593460559845","0.4725678861141205","0.4969239830970764","122","122","122","0.34096843004226685","0.34096843004226685","0.34096843004226685","122","122","122","0.2322000116109848","0.2322000116109848","0.2322000116109848","122","122","122","0.16162416338920593","0.16162416338920593","0.16162416338920593","122","122","122","0.018617315217852592","0.018617315217852592","0.018617315217852592"
