"ray/tune/info/num_steps_sampled","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean__MAX"
"7400","73","73","73","0.12165119498968124","0.12165119498968124","0.12165119498968124","73","73","73","0.06129371374845505","0.06129371374845505","0.06129371374845505","73","73","73","0.12860101461410522","0.12860101461410522","0.12860101461410522","73","73","73","0.13977277278900146","0.13977277278900146","0.13977277278900146","73","73","73","0.13007275760173798","0.13007275760173798","0.13007275760173798"
"7500","74","74","74","0.1507497876882553","0.1507497876882553","0.1507497876882553","74","74","74","0.05650895833969116","0.05650895833969116","0.05650895833969116","74","74","74","0.08882695436477661","0.08882695436477661","0.08882695436477661","74","74","74","0.15527701377868652","0.15527701377868652","0.15527701377868652","74","74","74","0.16902071237564087","0.16902071237564087","0.16902071237564087"
"7600","75","75","75","0.1083076000213623","0.1083076000213623","0.1083076000213623","75","75","75","0.07395435124635696","0.07395435124635696","0.07395435124635696","75","75","75","0.10779998451471329","0.10779998451471329","0.10779998451471329","75","75","75","0.15962426364421844","0.15962426364421844","0.15962426364421844","75","75","75","0.07515465468168259","0.07515465468168259","0.07515465468168259"
"7700","76","76","76","0.11395639181137085","0.11395639181137085","0.11395639181137085","76","76","76","0.08628106117248535","0.08628106117248535","0.08628106117248535","76","76","76","0.11250467598438263","0.11250467598438263","0.11250467598438263","76","76","76","0.14074088633060455","0.14074088633060455","0.14074088633060455","76","76","76","0.14229929447174072","0.14229929447174072","0.14229929447174072"
"7800","77","77","77","0.14910076558589935","0.14910076558589935","0.14910076558589935","77","77","77","0.10253366827964783","0.10253366827964783","0.10253366827964783","77","77","77","0.1100262701511383","0.1100262701511383","0.1100262701511383","77","77","77","0.12191000580787659","0.12191000580787659","0.12191000580787659","77","77","77","0.09630197286605835","0.09630197286605835","0.09630197286605835"
"7900","78","78","78","0.11801739782094955","0.11801739782094955","0.11801739782094955","78","78","78","0.03975740075111389","0.03975740075111389","0.03975740075111389","78","78","78","0.14646074175834656","0.14646074175834656","0.14646074175834656","78","78","78","0.109815813601017","0.109815813601017","0.109815813601017","78","78","78","0.15401819348335266","0.15401819348335266","0.15401819348335266"
"8000","79","79","79","0.10968553274869919","0.10968553274869919","0.10968553274869919","79","79","79","0.086963951587677","0.086963951587677","0.086963951587677","79","79","79","0.15172851085662842","0.15172851085662842","0.15172851085662842","79","79","79","0.15214435756206512","0.15214435756206512","0.15214435756206512","79","79","79","0.1434963196516037","0.1434963196516037","0.1434963196516037"
"8100","80","80","80","0.10695968568325043","0.10695968568325043","0.10695968568325043","80","80","80","0.09057427197694778","0.09057427197694778","0.09057427197694778","80","80","80","0.13374516367912292","0.13374516367912292","0.13374516367912292","80","80","80","0.13674849271774292","0.13674849271774292","0.13674849271774292","80","80","80","0.1693379282951355","0.1693379282951355","0.1693379282951355"
"8200","81","81","81","0.1505720615386963","0.1505720615386963","0.1505720615386963","81","81","81","0.0895288810133934","0.0895288810133934","0.0895288810133934","81","81","81","0.1626102328300476","0.1626102328300476","0.1626102328300476","81","81","81","0.10735093802213669","0.10735093802213669","0.10735093802213669","81","81","81","0.1005040854215622","0.1005040854215622","0.1005040854215622"
"8300","82","82","82","0.11771998554468155","0.11771998554468155","0.11771998554468155","82","82","82","0.06726174056529999","0.06726174056529999","0.06726174056529999","82","82","82","0.14039959013462067","0.14039959013462067","0.14039959013462067","82","82","82","0.16199558973312378","0.16199558973312378","0.16199558973312378","82","82","82","0.13197974860668182","0.13197974860668182","0.13197974860668182"
"8400","83","83","83","0.1277986317873001","0.1277986317873001","0.1277986317873001","83","83","83","0.09646196663379669","0.09646196663379669","0.09646196663379669","83","83","83","0.1009322926402092","0.1009322926402092","0.1009322926402092","83","83","83","0.12339676171541214","0.12339676171541214","0.12339676171541214","83","83","83","0.10217912495136261","0.10217912495136261","0.10217912495136261"
"8500","84","84","84","0.15193550288677216","0.15193550288677216","0.15193550288677216","84","84","84","0.06388738006353378","0.06388738006353378","0.06388738006353378","84","84","84","0.1498464196920395","0.1498464196920395","0.1498464196920395","84","84","84","0.11280620843172073","0.11280620843172073","0.11280620843172073","84","84","84","0.14471733570098877","0.14471733570098877","0.14471733570098877"
"8600","85","85","85","0.13027244806289673","0.13027244806289673","0.13027244806289673","85","85","85","0.05941024795174599","0.05941024795174599","0.05941024795174599","85","85","85","0.13813261687755585","0.13813261687755585","0.13813261687755585","85","85","85","0.14009685814380646","0.14009685814380646","0.14009685814380646","85","85","85","0.12365864217281342","0.12365864217281342","0.12365864217281342"
"8700","86","86","86","0.1590610295534134","0.1590610295534134","0.1590610295534134","86","86","86","0.05493787303566933","0.05493787303566933","0.05493787303566933","86","86","86","0.1511111557483673","0.1511111557483673","0.1511111557483673","86","86","86","0.09931224584579468","0.09931224584579468","0.09931224584579468","86","86","86","0.11078214645385742","0.11078214645385742","0.11078214645385742"
"8800","87","87","87","0.1436293125152588","0.1436293125152588","0.1436293125152588","87","87","87","0.07780363410711288","0.07780363410711288","0.07780363410711288","87","87","87","0.10822942852973938","0.10822942852973938","0.10822942852973938","87","87","87","0.10817380249500275","0.10817380249500275","0.10817380249500275","87","87","87","0.12980088591575623","0.12980088591575623","0.12980088591575623"
"8900","88","88","88","0.16638542711734772","0.16638542711734772","0.16638542711734772","88","88","88","0.056345582008361816","0.056345582008361816","0.056345582008361816","88","88","88","0.12363382428884506","0.12363382428884506","0.12363382428884506","88","88","88","0.11710233241319656","0.11710233241319656","0.11710233241319656","88","88","88","0.13012631237506866","0.13012631237506866","0.13012631237506866"
"9000","89","89","89","0.16991469264030457","0.16991469264030457","0.16991469264030457","89","89","89","0.03288101777434349","0.03288101777434349","0.03288101777434349","89","89","89","0.11845725774765015","0.11845725774765015","0.11845725774765015","89","89","89","0.10764379054307938","0.10764379054307938","0.10764379054307938","89","89","89","0.11832491308450699","0.11832491308450699","0.11832491308450699"
"9100","90","90","90","0.13712957501411438","0.13712957501411438","0.13712957501411438","90","90","90","0.03373033553361893","0.03373033553361893","0.03373033553361893","90","90","90","0.1159740760922432","0.1159740760922432","0.1159740760922432","90","90","90","0.10040576010942459","0.10040576010942459","0.10040576010942459","90","90","90","0.14958587288856506","0.14958587288856506","0.14958587288856506"
"9200","91","91","91","0.08068835735321045","0.08068835735321045","0.08068835735321045","91","91","91","0.08108580112457275","0.08108580112457275","0.08108580112457275","91","91","91","0.1761646866798401","0.1761646866798401","0.1761646866798401","91","91","91","0.1258450448513031","0.1258450448513031","0.1258450448513031","91","91","91","0.0967029556632042","0.0967029556632042","0.0967029556632042"
"9300","92","92","92","0.10840347409248352","0.10840347409248352","0.10840347409248352","92","92","92","0.04196920245885849","0.04196920245885849","0.04196920245885849","92","92","92","0.14552196860313416","0.14552196860313416","0.14552196860313416","92","92","92","0.1591300517320633","0.1591300517320633","0.1591300517320633","92","92","92","0.12512260675430298","0.12512260675430298","0.12512260675430298"
"9400","93","93","93","0.15262481570243835","0.15262481570243835","0.15262481570243835","93","93","93","0.08605411648750305","0.08605411648750305","0.08605411648750305","93","93","93","0.15817560255527496","0.15817560255527496","0.15817560255527496","93","93","93","0.13456806540489197","0.13456806540489197","0.13456806540489197","93","93","93","0.14493711292743683","0.14493711292743683","0.14493711292743683"
"9500","94","94","94","0.12429840862751007","0.12429840862751007","0.12429840862751007","94","94","94","0.046501222997903824","0.046501222997903824","0.046501222997903824","94","94","94","0.13349543511867523","0.13349543511867523","0.13349543511867523","94","94","94","0.09533677250146866","0.09533677250146866","0.09533677250146866","94","94","94","0.11943709850311279","0.11943709850311279","0.11943709850311279"
"9600","95","95","95","0.09851137548685074","0.09851137548685074","0.09851137548685074","95","95","95","0.07055168598890305","0.07055168598890305","0.07055168598890305","95","95","95","0.13195285201072693","0.13195285201072693","0.13195285201072693","95","95","95","0.11536066234111786","0.11536066234111786","0.11536066234111786","95","95","95","0.12624028325080872","0.12624028325080872","0.12624028325080872"
"9700","96","96","96","0.1113055869936943","0.1113055869936943","0.1113055869936943","96","96","96","0.0727112665772438","0.0727112665772438","0.0727112665772438","96","96","96","0.13478782773017883","0.13478782773017883","0.13478782773017883","96","96","96","0.12709665298461914","0.12709665298461914","0.12709665298461914","96","96","96","0.14920160174369812","0.14920160174369812","0.14920160174369812"
"9800","97","97","97","0.08585207909345627","0.08585207909345627","0.08585207909345627","97","97","97","0.047566141933202744","0.047566141933202744","0.047566141933202744","97","97","97","0.1341923028230667","0.1341923028230667","0.1341923028230667","97","97","97","0.1258995532989502","0.1258995532989502","0.1258995532989502","97","97","97","0.10952700674533844","0.10952700674533844","0.10952700674533844"
"9900","98","98","98","0.042837955057621","0.042837955057621","0.042837955057621","98","98","98","0.05836397781968117","0.05836397781968117","0.05836397781968117","98","98","98","0.10668348520994186","0.10668348520994186","0.10668348520994186","98","98","98","0.13460132479667664","0.13460132479667664","0.13460132479667664","98","98","98","0.12467265129089355","0.12467265129089355","0.12467265129089355"
"10000","99","99","99","0.07600857317447662","0.07600857317447662","0.07600857317447662","99","99","99","0.110906220972538","0.110906220972538","0.110906220972538","99","99","99","0.09807302802801132","0.09807302802801132","0.09807302802801132","99","99","99","0.1351572424173355","0.1351572424173355","0.1351572424173355","99","99","99","0.08894938230514526","0.08894938230514526","0.08894938230514526"
"10100","100","100","100","0.06870324164628983","0.06870324164628983","0.06870324164628983","100","100","100","0.07653684914112091","0.07653684914112091","0.07653684914112091","100","100","100","0.11629626899957657","0.11629626899957657","0.11629626899957657","100","100","100","0.09534601122140884","0.09534601122140884","0.09534601122140884","100","100","100","0.07595349848270416","0.07595349848270416","0.07595349848270416"
"10200","101","101","101","0.02906412072479725","0.02906412072479725","0.02906412072479725","101","101","101","0.06026015803217888","0.06026015803217888","0.06026015803217888","101","101","101","0.14657992124557495","0.14657992124557495","0.14657992124557495","101","101","101","0.10425259172916412","0.10425259172916412","0.10425259172916412","101","101","101","0.12434718012809753","0.12434718012809753","0.12434718012809753"
"10300","102","102","102","0.05193020775914192","0.05193020775914192","0.05193020775914192","102","102","102","0.06859644502401352","0.06859644502401352","0.06859644502401352","102","102","102","0.14666053652763367","0.14666053652763367","0.14666053652763367","102","102","102","0.1293129175901413","0.1293129175901413","0.1293129175901413","102","102","102","0.07884739339351654","0.07884739339351654","0.07884739339351654"
"10400","103","103","103","0.0399484820663929","0.0399484820663929","0.0399484820663929","103","103","103","0.055018361657857895","0.055018361657857895","0.055018361657857895","103","103","103","0.04402779042720795","0.04402779042720795","0.04402779042720795","103","103","103","0.09097302705049515","0.09097302705049515","0.09097302705049515","103","103","103","0.06873968243598938","0.06873968243598938","0.06873968243598938"
"10500","104","104","104","0.02296600490808487","0.02296600490808487","0.02296600490808487","104","104","104","0.048574164509773254","0.048574164509773254","0.048574164509773254","104","104","104","0.025031059980392456","0.025031059980392456","0.025031059980392456","104","104","104","0.1044355183839798","0.1044355183839798","0.1044355183839798","104","104","104","0.08742114901542664","0.08742114901542664","0.08742114901542664"
"10600","105","105","105","0.03572126477956772","0.03572126477956772","0.03572126477956772","105","105","105","0.052214574068784714","0.052214574068784714","0.052214574068784714","105","105","105","0.07799049466848373","0.07799049466848373","0.07799049466848373","105","105","105","0.08392569422721863","0.08392569422721863","0.08392569422721863","105","105","105","0.06572587043046951","0.06572587043046951","0.06572587043046951"
"10700","106","106","106","0.022712234407663345","0.022712234407663345","0.022712234407663345","106","106","106","0.07322857528924942","0.07322857528924942","0.07322857528924942","106","106","106","0.032403625547885895","0.032403625547885895","0.032403625547885895","106","106","106","0.07228624075651169","0.07228624075651169","0.07228624075651169","106","106","106","0.07974173873662949","0.07974173873662949","0.07974173873662949"
"10800","107","107","107","0.037756502628326416","0.037756502628326416","0.037756502628326416","107","107","107","0.07776676118373871","0.07776676118373871","0.07776676118373871","107","107","107","0.08627578616142273","0.08627578616142273","0.08627578616142273","107","107","107","0.07859767973423004","0.07859767973423004","0.07859767973423004","107","107","107","0.0952736884355545","0.0952736884355545","0.0952736884355545"
"10900","108","108","108","0.03238435462117195","0.03238435462117195","0.03238435462117195","108","108","108","0.05489668250083923","0.05489668250083923","0.05489668250083923","108","108","108","0.049395572394132614","0.049395572394132614","0.049395572394132614","108","108","108","0.06638869643211365","0.06638869643211365","0.06638869643211365","108","108","108","0.04930511862039566","0.04930511862039566","0.04930511862039566"
"11000","109","109","109","0.0025836131535470486","0.0025836131535470486","0.0025836131535470486","109","109","109","0.05299227312207222","0.05299227312207222","0.05299227312207222","109","109","109","0.040446773171424866","0.040446773171424866","0.040446773171424866","109","109","109","0.048909008502960205","0.048909008502960205","0.048909008502960205","109","109","109","0.06648809462785721","0.06648809462785721","0.06648809462785721"
"11100","110","110","110","-0.0059457519091665745","-0.0059457519091665745","-0.0059457519091665745","110","110","110","0.047255970537662506","0.047255970537662506","0.047255970537662506","110","110","110","0.046757347881793976","0.046757347881793976","0.046757347881793976","110","110","110","0.044872477650642395","0.044872477650642395","0.044872477650642395","110","110","110","0.041130535304546356","0.041130535304546356","0.041130535304546356"
"11200","111","111","111","0.01572800613939762","0.01572800613939762","0.01572800613939762","111","111","111","0.03543848171830177","0.03543848171830177","0.03543848171830177","111","111","111","0.04595126211643219","0.04595126211643219","0.04595126211643219","111","111","111","0.051643967628479004","0.051643967628479004","0.051643967628479004","111","111","111","0.05431646853685379","0.05431646853685379","0.05431646853685379"
"11300","112","112","112","0.008711622096598148","0.008711622096598148","0.008711622096598148","112","112","112","0.06371849775314331","0.06371849775314331","0.06371849775314331","112","112","112","0.05058837682008743","0.05058837682008743","0.05058837682008743","112","112","112","0.032695043832063675","0.032695043832063675","0.032695043832063675","112","112","112","0.04701955243945122","0.04701955243945122","0.04701955243945122"
"11400","113","113","113","0.02920401468873024","0.02920401468873024","0.02920401468873024","113","113","113","0.02547469176352024","0.02547469176352024","0.02547469176352024","113","113","113","0.03494838997721672","0.03494838997721672","0.03494838997721672","113","113","113","0.06524523347616196","0.06524523347616196","0.06524523347616196","113","113","113","0.03455476090312004","0.03455476090312004","0.03455476090312004"
"11500","114","114","114","0.02510979026556015","0.02510979026556015","0.02510979026556015","114","114","114","0.05909597501158714","0.05909597501158714","0.05909597501158714","114","114","114","0.04768087714910507","0.04768087714910507","0.04768087714910507","114","114","114","0.02220194973051548","0.02220194973051548","0.02220194973051548","114","114","114","0.061030108481645584","0.061030108481645584","0.061030108481645584"
"11600","115","115","115","-0.010046173818409443","-0.010046173818409443","-0.010046173818409443","115","115","115","0.04663921520113945","0.04663921520113945","0.04663921520113945","115","115","115","0.026431439444422722","0.026431439444422722","0.026431439444422722","115","115","115","0.025055041536688805","0.025055041536688805","0.025055041536688805","115","115","115","0.02573998086154461","0.02573998086154461","0.02573998086154461"
"11700","116","116","116","-0.00827113352715969","-0.00827113352715969","-0.00827113352715969","116","116","116","0.043193791061639786","0.043193791061639786","0.043193791061639786","116","116","116","0.0058043962344527245","0.0058043962344527245","0.0058043962344527245","116","116","116","0.03606994450092316","0.03606994450092316","0.03606994450092316","116","116","116","0.06142580509185791","0.06142580509185791","0.06142580509185791"
"11800","117","117","117","-0.01640838384628296","-0.01640838384628296","-0.01640838384628296","117","117","117","0.031258538365364075","0.031258538365364075","0.031258538365364075","117","117","117","0.03383010998368263","0.03383010998368263","0.03383010998368263","117","117","117","0.03171618655323982","0.03171618655323982","0.03171618655323982","117","117","117","0.06582501530647278","0.06582501530647278","0.06582501530647278"
"11900","118","118","118","-0.03343508765101433","-0.03343508765101433","-0.03343508765101433","118","118","118","0.037139203399419785","0.037139203399419785","0.037139203399419785","118","118","118","0.03229902312159538","0.03229902312159538","0.03229902312159538","118","118","118","0.03409198299050331","0.03409198299050331","0.03409198299050331","118","118","118","0.0438651479780674","0.0438651479780674","0.0438651479780674"
"12000","119","119","119","-0.029929175972938538","-0.029929175972938538","-0.029929175972938538","119","119","119","0.03943343460559845","0.03943343460559845","0.03943343460559845","119","119","119","0.02001572586596012","0.02001572586596012","0.02001572586596012","119","119","119","0.047169994562864304","0.047169994562864304","0.047169994562864304","119","119","119","0.03053458407521248","0.03053458407521248","0.03053458407521248"
"12100","120","120","120","-0.03037266433238983","-0.03037266433238983","-0.03037266433238983","120","120","120","0.050787873566150665","0.050787873566150665","0.050787873566150665","120","120","120","0.02605096437036991","0.02605096437036991","0.02605096437036991","120","120","120","0.04105990007519722","0.04105990007519722","0.04105990007519722","120","120","120","0.017612718045711517","0.017612718045711517","0.017612718045711517"
"12200","121","121","121","0.0006199284689500928","0.0006199284689500928","0.0006199284689500928","121","121","121","0.04151894524693489","0.04151894524693489","0.04151894524693489","121","121","121","0.004789861384779215","0.004789861384779215","0.004789861384779215","121","121","121","0.0369514636695385","0.0369514636695385","0.0369514636695385","121","121","121","0.03653807193040848","0.03653807193040848","0.03653807193040848"
"12300","122","122","122","-0.021166885271668434","-0.021166885271668434","-0.021166885271668434","122","122","122","0.052553508430719376","0.052553508430719376","0.052553508430719376","122","122","122","0.04400436580181122","0.04400436580181122","0.04400436580181122","122","122","122","0.04847871512174606","0.04847871512174606","0.04847871512174606","122","122","122","0.044176291674375534","0.044176291674375534","0.044176291674375534"
"12400","123","123","123","-0.018951017409563065","-0.018951017409563065","-0.018951017409563065","123","123","123","0.034775566309690475","0.034775566309690475","0.034775566309690475","123","123","123","0.058585017919540405","0.058585017919540405","0.058585017919540405","123","123","123","0.023338189348578453","0.023338189348578453","0.023338189348578453","123","123","123","0.03662868216633797","0.03662868216633797","0.03662868216633797"
"12500","124","124","124","-0.034763019531965256","-0.034763019531965256","-0.034763019531965256","124","124","124","0.04528993368148804","0.04528993368148804","0.04528993368148804","124","124","124","0.015815328806638718","0.015815328806638718","0.015815328806638718","124","124","124","0.021006036549806595","0.021006036549806595","0.021006036549806595","124","124","124","0.03599053993821144","0.03599053993821144","0.03599053993821144"
"12600","125","125","125","-0.021138040348887444","-0.021138040348887444","-0.021138040348887444","125","125","125","0.0425507090985775","0.0425507090985775","0.0425507090985775","125","125","125","0.04900651052594185","0.04900651052594185","0.04900651052594185","125","125","125","0.017994480207562447","0.017994480207562447","0.017994480207562447","125","125","125","0.06203771382570267","0.06203771382570267","0.06203771382570267"
"12700","126","126","126","-0.01771726831793785","-0.01771726831793785","-0.01771726831793785","126","126","126","0.032430849969387054","0.032430849969387054","0.032430849969387054","126","126","126","0.03819579631090164","0.03819579631090164","0.03819579631090164","126","126","126","0.034725841134786606","0.034725841134786606","0.034725841134786606","126","126","126","0.04975571110844612","0.04975571110844612","0.04975571110844612"
"12800","127","127","127","-0.0392347127199173","-0.0392347127199173","-0.0392347127199173","127","127","127","0.05139880254864693","0.05139880254864693","0.05139880254864693","127","127","127","0.03355441614985466","0.03355441614985466","0.03355441614985466","127","127","127","0.035440534353256226","0.035440534353256226","0.035440534353256226","127","127","127","0.03487878292798996","0.03487878292798996","0.03487878292798996"
"12900","128","128","128","-0.03794604539871216","-0.03794604539871216","-0.03794604539871216","128","128","128","0.05537968501448631","0.05537968501448631","0.05537968501448631","128","128","128","0.04025237634778023","0.04025237634778023","0.04025237634778023","128","128","128","0.05302285775542259","0.05302285775542259","0.05302285775542259","128","128","128","0.05663435906171799","0.05663435906171799","0.05663435906171799"
"13000","129","129","129","-0.04649069532752037","-0.04649069532752037","-0.04649069532752037","129","129","129","0.04622110724449158","0.04622110724449158","0.04622110724449158","129","129","129","0.03800619766116142","0.03800619766116142","0.03800619766116142","129","129","129","0.04215776547789574","0.04215776547789574","0.04215776547789574","129","129","129","0.04115903377532959","0.04115903377532959","0.04115903377532959"
"13100","130","130","130","-0.0419996976852417","-0.0419996976852417","-0.0419996976852417","130","130","130","0.04182353615760803","0.04182353615760803","0.04182353615760803","130","130","130","0.05148408189415932","0.05148408189415932","0.05148408189415932","130","130","130","0.04503258690237999","0.04503258690237999","0.04503258690237999","130","130","130","0.047539275139570236","0.047539275139570236","0.047539275139570236"
"13200","131","131","131","-0.02377757430076599","-0.02377757430076599","-0.02377757430076599","131","131","131","0.039483699947595596","0.039483699947595596","0.039483699947595596","131","131","131","0.02950012870132923","0.02950012870132923","0.02950012870132923","131","131","131","0.04103463515639305","0.04103463515639305","0.04103463515639305","131","131","131","0.05187585949897766","0.05187585949897766","0.05187585949897766"
"13300","132","132","132","-0.05313766002655029","-0.05313766002655029","-0.05313766002655029","132","132","132","0.05560784041881561","0.05560784041881561","0.05560784041881561","132","132","132","0.04434174299240112","0.04434174299240112","0.04434174299240112","132","132","132","0.051743146032094955","0.051743146032094955","0.051743146032094955","132","132","132","0.06631167978048325","0.06631167978048325","0.06631167978048325"
"13400","133","133","133","-0.050506189465522766","-0.050506189465522766","-0.050506189465522766","133","133","133","0.05294442176818848","0.05294442176818848","0.05294442176818848","133","133","133","0.05500815436244011","0.05500815436244011","0.05500815436244011","133","133","133","0.042271263897418976","0.042271263897418976","0.042271263897418976","133","133","133","0.07072796672582626","0.07072796672582626","0.07072796672582626"
"13500","134","134","134","-0.06886953115463257","-0.06886953115463257","-0.06886953115463257","134","134","134","0.029707757756114006","0.029707757756114006","0.029707757756114006","134","134","134","0.05861521512269974","0.05861521512269974","0.05861521512269974","134","134","134","0.053600504994392395","0.053600504994392395","0.053600504994392395","134","134","134","0.047759249806404114","0.047759249806404114","0.047759249806404114"
"13600","135","135","135","-0.06543070077896118","-0.06543070077896118","-0.06543070077896118","135","135","135","0.0476653091609478","0.0476653091609478","0.0476653091609478","135","135","135","0.04696417972445488","0.04696417972445488","0.04696417972445488","135","135","135","0.045939166098833084","0.045939166098833084","0.045939166098833084","135","135","135","0.08374779671430588","0.08374779671430588","0.08374779671430588"
"13700","136","136","136","-0.07680715620517731","-0.07680715620517731","-0.07680715620517731","136","136","136","0.0405552051961422","0.0405552051961422","0.0405552051961422","136","136","136","0.05456681549549103","0.05456681549549103","0.05456681549549103","136","136","136","0.049773119390010834","0.049773119390010834","0.049773119390010834","136","136","136","0.11966156959533691","0.11966156959533691","0.11966156959533691"
"13800","137","137","137","-0.07235858589410782","-0.07235858589410782","-0.07235858589410782","137","137","137","0.030647393316030502","0.030647393316030502","0.030647393316030502","137","137","137","0.046418193727731705","0.046418193727731705","0.046418193727731705","137","137","137","0.036108024418354034","0.036108024418354034","0.036108024418354034","137","137","137","0.14670178294181824","0.14670178294181824","0.14670178294181824"
"13900","138","138","138","-0.07808548212051392","-0.07808548212051392","-0.07808548212051392","138","138","138","0.0422922745347023","0.0422922745347023","0.0422922745347023","138","138","138","0.042156532406806946","0.042156532406806946","0.042156532406806946","138","138","138","0.04559427499771118","0.04559427499771118","0.04559427499771118","138","138","138","0.13506165146827698","0.13506165146827698","0.13506165146827698"
"14000","139","139","139","-0.06982030719518661","-0.06982030719518661","-0.06982030719518661","139","139","139","0.04228014498949051","0.04228014498949051","0.04228014498949051","139","139","139","0.06284669041633606","0.06284669041633606","0.06284669041633606","139","139","139","0.04380694404244423","0.04380694404244423","0.04380694404244423","139","139","139","0.1255028247833252","0.1255028247833252","0.1255028247833252"
"14100","140","140","140","-0.07387851178646088","-0.07387851178646088","-0.07387851178646088","140","140","140","0.0474511981010437","0.0474511981010437","0.0474511981010437","140","140","140","0.06185587868094444","0.06185587868094444","0.06185587868094444","140","140","140","0.043243683874607086","0.043243683874607086","0.043243683874607086","140","140","140","0.11419785767793655","0.11419785767793655","0.11419785767793655"
"14200","141","141","141","-0.10452908277511597","-0.10452908277511597","-0.10452908277511597","141","141","141","0.03577572479844093","0.03577572479844093","0.03577572479844093","141","141","141","0.08352135866880417","0.08352135866880417","0.08352135866880417","141","141","141","0.04724255949258804","0.04724255949258804","0.04724255949258804","141","141","141","0.13884054124355316","0.13884054124355316","0.13884054124355316"
"14300","142","142","142","-0.0821394994854927","-0.0821394994854927","-0.0821394994854927","142","142","142","0.03438260406255722","0.03438260406255722","0.03438260406255722","142","142","142","0.08508457988500595","0.08508457988500595","0.08508457988500595","142","142","142","0.04333851858973503","0.04333851858973503","0.04333851858973503","142","142","142","0.13971680402755737","0.13971680402755737","0.13971680402755737"
"14400","143","143","143","-0.088768869638443","-0.088768869638443","-0.088768869638443","143","143","143","0.03212813660502434","0.03212813660502434","0.03212813660502434","143","143","143","0.09149468690156937","0.09149468690156937","0.09149468690156937","143","143","143","0.04225177317857742","0.04225177317857742","0.04225177317857742","143","143","143","0.1551026552915573","0.1551026552915573","0.1551026552915573"
"14500","144","144","144","-0.09727790206670761","-0.09727790206670761","-0.09727790206670761","144","144","144","0.043005481362342834","0.043005481362342834","0.043005481362342834","144","144","144","0.08692086488008499","0.08692086488008499","0.08692086488008499","144","144","144","0.04153510928153992","0.04153510928153992","0.04153510928153992","144","144","144","0.15275642275810242","0.15275642275810242","0.15275642275810242"
"14600","145","145","145","-0.0951923131942749","-0.0951923131942749","-0.0951923131942749","145","145","145","0.030766231939196587","0.030766231939196587","0.030766231939196587","145","145","145","0.08592452853918076","0.08592452853918076","0.08592452853918076","145","145","145","0.06283483654260635","0.06283483654260635","0.06283483654260635","145","145","145","0.14704714715480804","0.14704714715480804","0.14704714715480804"
"14700","146","146","146","-0.11334369331598282","-0.11334369331598282","-0.11334369331598282","146","146","146","0.03713648021221161","0.03713648021221161","0.03713648021221161","146","146","146","0.09655521810054779","0.09655521810054779","0.09655521810054779","146","146","146","0.05113847553730011","0.05113847553730011","0.05113847553730011","146","146","146","0.1358947455883026","0.1358947455883026","0.1358947455883026"
"14800","147","147","147","-0.10775355994701385","-0.10775355994701385","-0.10775355994701385","147","147","147","0.044479675590991974","0.044479675590991974","0.044479675590991974","147","147","147","0.0918503999710083","0.0918503999710083","0.0918503999710083","147","147","147","0.042959753423929214","0.042959753423929214","0.042959753423929214","147","147","147","0.16606742143630981","0.16606742143630981","0.16606742143630981"
"14900","148","148","148","-0.09786539524793625","-0.09786539524793625","-0.09786539524793625","148","148","148","0.03396642208099365","0.03396642208099365","0.03396642208099365","148","148","148","0.1089479848742485","0.1089479848742485","0.1089479848742485","148","148","148","0.046527180820703506","0.046527180820703506","0.046527180820703506","148","148","148","0.15047287940979004","0.15047287940979004","0.15047287940979004"
"15000","149","149","149","-0.11802230030298233","-0.11802230030298233","-0.11802230030298233","149","149","149","0.017863623797893524","0.017863623797893524","0.017863623797893524","149","149","149","0.09125532954931259","0.09125532954931259","0.09125532954931259","149","149","149","0.0443747416138649","0.0443747416138649","0.0443747416138649","149","149","149","0.12608957290649414","0.12608957290649414","0.12608957290649414"
