"ray/tune/custom_metrics/real_step_mean","oracle_noise: honest-bee-2883 - _step","oracle_noise: honest-bee-2883 - _step__MIN","oracle_noise: honest-bee-2883 - _step__MAX","oracle_noise: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean__MAX","oracle_noise: 90 - _step","oracle_noise: 90 - _step__MIN","oracle_noise: 90 - _step__MAX","oracle_noise: 90 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: 90 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: 90 - ray/tune/custom_metrics/energy_cost_mean__MAX","oracle_noise: 60 - _step","oracle_noise: 60 - _step__MIN","oracle_noise: 60 - _step__MAX","oracle_noise: 60 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: 60 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: 60 - ray/tune/custom_metrics/energy_cost_mean__MAX","oracle_noise: 20 - _step","oracle_noise: 20 - _step__MIN","oracle_noise: 20 - _step__MAX","oracle_noise: 20 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: 20 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: 20 - ray/tune/custom_metrics/energy_cost_mean__MAX"
"1451.1199951171875","","","","","","","83","83","83","99.85765838623047","99.85765838623047","99.85765838623047","","","","","","","","","","","",""
"1476.219970703125","","","","","","","84","84","84","102.22896575927734","102.22896575927734","102.22896575927734","","","","","","","","","","","",""
"1479.25","","","","","","","","","","","","","69","69","69","92.85694885253906","92.85694885253906","92.85694885253906","","","","","",""
"1482.5799560546875","","","","","","","","","","","","","","","","","","","52","52","52","94.11665344238281","94.11665344238281","94.11665344238281"
"1495.1300048828125","","","","","","","85","85","85","99.39027404785156","99.39027404785156","99.39027404785156","","","","","","","","","","","",""
"1501.7900390625","","","","","","","","","","","","","70","70","70","100.24105834960938","100.24105834960938","100.24105834960938","","","","","",""
"1512.3299560546875","","","","","","","86","86","86","102.07018280029297","102.07018280029297","102.07018280029297","","","","","","","","","","","",""
"1517.75","","","","","","","","","","","","","","","","","","","53","53","53","89.09947204589844","89.09947204589844","89.09947204589844"
"1527.510009765625","","","","","","","","","","","","","71","71","71","94.56432342529297","94.56432342529297","94.56432342529297","","","","","",""
"1528.56005859375","","","","","","","87","87","87","101.32491302490234","101.32491302490234","101.32491302490234","","","","","","","","","","","",""
"1550.5","15","15","15","102.0263442993164","102.0263442993164","102.0263442993164","","","","","","","","","","","","","","","","","",""
"1551.0400390625","","","","","","","88","88","88","101.66329193115234","101.66329193115234","101.66329193115234","","","","","","","","","","","",""
"1553.260009765625","","","","","","","","","","","","","","","","","","","54","54","54","91.04036712646484","91.04036712646484","91.04036712646484"
"1555.4200439453125","","","","","","","","","","","","","72","72","72","92.5447769165039","92.5447769165039","92.5447769165039","","","","","",""
"1570.0400390625","","","","","","","89","89","89","105.03263092041016","105.03263092041016","105.03263092041016","","","","","","","","","","","",""
"1590.1800537109375","","","","","","","90","90","90","101.8192138671875","101.8192138671875","101.8192138671875","","","","","","","","","","","",""
"1590.449951171875","","","","","","","","","","","","","","","","","","","55","55","55","94.43830108642578","94.43830108642578","94.43830108642578"
"1591.7099609375","","","","","","","","","","","","","73","73","73","88.09175872802734","88.09175872802734","88.09175872802734","","","","","",""
"1615.6500244140625","","","","","","","91","91","91","97.18746948242188","97.18746948242188","97.18746948242188","","","","","","","","","","","",""
"1621.469970703125","","","","","","","","","","","","","","","","","","","56","56","56","92.23310852050781","92.23310852050781","92.23310852050781"
"1624.719970703125","","","","","","","","","","","","","74","74","74","91.65052795410156","91.65052795410156","91.65052795410156","","","","","",""
"1644.4000244140625","","","","","","","92","92","92","97.97381591796875","97.97381591796875","97.97381591796875","","","","","","","","","","","",""
"1650.5","16","16","16","106.12540435791016","106.12540435791016","106.12540435791016","","","","","","","","","","","","","","","","","",""
"1651.780029296875","","","","","","","","","","","","","75","75","75","93.59297943115234","93.59297943115234","93.59297943115234","","","","","",""
"1660.81005859375","","","","","","","","","","","","","","","","","","","57","57","57","89.01591491699219","89.01591491699219","89.01591491699219"
"1672.6700439453125","","","","","","","93","93","93","98.04391479492188","98.04391479492188","98.04391479492188","","","","","","","","","","","",""
"1677.800048828125","","","","","","","","","","","","","76","76","76","94.27882385253906","94.27882385253906","94.27882385253906","","","","","",""
"1697.4100341796875","","","","","","","94","94","94","99.30342864990234","99.30342864990234","99.30342864990234","","","","","","","","","","","",""
"1702.1800537109375","","","","","","","","","","","","","","","","","","","58","58","58","89.08511352539062","89.08511352539062","89.08511352539062"
"1705.68994140625","","","","","","","","","","","","","77","77","77","97.09095001220703","97.09095001220703","97.09095001220703","","","","","",""
"1726.1600341796875","","","","","","","95","95","95","97.8065185546875","97.8065185546875","97.8065185546875","","","","","","","","","","","",""
"1731.989990234375","","","","","","","","","","","","","78","78","78","94.46470642089844","94.46470642089844","94.46470642089844","","","","","",""
"1744.530029296875","","","","","","","","","","","","","","","","","","","59","59","59","91.28195190429688","91.28195190429688","91.28195190429688"
"1750.5","17","17","17","100.9277572631836","100.9277572631836","100.9277572631836","","","","","","","","","","","","","","","","","",""
"1750.6400146484375","","","","","","","96","96","96","100.32617950439453","100.32617950439453","100.32617950439453","","","","","","","","","","","",""
"1760.8800048828125","","","","","","","","","","","","","79","79","79","93.12142181396484","93.12142181396484","93.12142181396484","","","","","",""
"1773.47998046875","","","","","","","97","97","97","95.72281646728516","95.72281646728516","95.72281646728516","","","","","","","","","","","",""
"1783.52001953125","","","","","","","","","","","","","","","","","","","60","60","60","88.55266571044922","88.55266571044922","88.55266571044922"
"1794.81005859375","","","","","","","","","","","","","80","80","80","93.40274810791016","93.40274810791016","93.40274810791016","","","","","",""
"1796.52001953125","","","","","","","98","98","98","97.08728790283203","97.08728790283203","97.08728790283203","","","","","","","","","","","",""
"1820.030029296875","","","","","","","99","99","99","101.2006607055664","101.2006607055664","101.2006607055664","","","","","","","","","","","",""
"1826.1600341796875","","","","","","","","","","","","","","","","","","","61","61","61","87.80598449707031","87.80598449707031","87.80598449707031"
"1828.3599853515625","","","","","","","","","","","","","81","81","81","89.27124786376953","89.27124786376953","89.27124786376953","","","","","",""
"1846.3399658203125","","","","","","","100","100","100","94.80941772460938","94.80941772460938","94.80941772460938","","","","","","","","","","","",""
"1850.5","18","18","18","105.79425811767578","105.79425811767578","105.79425811767578","","","","","","","","","","","","","","","","","",""
"1857.8499755859375","","","","","","","","","","","","","82","82","82","92.10610961914062","92.10610961914062","92.10610961914062","","","","","",""
"1874.8299560546875","","","","","","","","","","","","","","","","","","","62","62","62","84.30615234375","84.30615234375","84.30615234375"
"1877.3699951171875","","","","","","","101","101","101","97.17971801757812","97.17971801757812","97.17971801757812","","","","","","","","","","","",""
"1888.8199462890625","","","","","","","","","","","","","83","83","83","94.47418975830078","94.47418975830078","94.47418975830078","","","","","",""
"1897.3399658203125","","","","","","","102","102","102","100.48892211914062","100.48892211914062","100.48892211914062","","","","","","","","","","","",""
"1911.8699951171875","","","","","","","","","","","","","84","84","84","98.56913757324219","98.56913757324219","98.56913757324219","","","","","",""
"1918.47998046875","","","","","","","","","","","","","","","","","","","63","63","63","89.67887115478516","89.67887115478516","89.67887115478516"
"1918.9300537109375","","","","","","","103","103","103","96.6994400024414","96.6994400024414","96.6994400024414","","","","","","","","","","","",""
"1940.0400390625","","","","","","","","","","","","","85","85","85","90.66190338134766","90.66190338134766","90.66190338134766","","","","","",""
"1943.1400146484375","","","","","","","104","104","104","99.05032348632812","99.05032348632812","99.05032348632812","","","","","","","","","","","",""
"1950.5","19","19","19","103.94441986083984","103.94441986083984","103.94441986083984","","","","","","","","","","","","","","","","","",""
"1963.6099853515625","","","","","","","","","","","","","","","","","","","64","64","64","89.02706146240234","89.02706146240234","89.02706146240234"
"1969.2900390625","","","","","","","","","","","","","86","86","86","92.31388854980469","92.31388854980469","92.31388854980469","","","","","",""
"1969.760009765625","","","","","","","105","105","105","98.19918823242188","98.19918823242188","98.19918823242188","","","","","","","","","","","",""
"1996.239990234375","","","","","","","106","106","106","94.16761016845703","94.16761016845703","94.16761016845703","","","","","","","","","","","",""
"2001.300048828125","","","","","","","","","","","","","87","87","87","89.16804504394531","89.16804504394531","89.16804504394531","","","","","",""
"2008.800048828125","","","","","","","","","","","","","","","","","","","65","65","65","84.14181518554688","84.14181518554688","84.14181518554688"
"2025.1500244140625","","","","","","","107","107","107","100.22755432128906","100.22755432128906","100.22755432128906","","","","","","","","","","","",""
"2033.4300537109375","","","","","","","","","","","","","88","88","88","86.87931823730469","86.87931823730469","86.87931823730469","","","","","",""
"2050.5","20","20","20","99.72634887695312","99.72634887695312","99.72634887695312","","","","","","","","","","","","","","","","","",""
"2051.5","","","","","","","108","108","108","96.43948364257812","96.43948364257812","96.43948364257812","","","","","","","","","","","",""
"2051.64990234375","","","","","","","","","","","","","","","","","","","66","66","66","87.92401885986328","87.92401885986328","87.92401885986328"
"2063.260009765625","","","","","","","","","","","","","89","89","89","91.08973693847656","91.08973693847656","91.08973693847656","","","","","",""
"2079.60009765625","","","","","","","109","109","109","95.3405990600586","95.3405990600586","95.3405990600586","","","","","","","","","","","",""
"2090.530029296875","","","","","","","","","","","","","","","","","","","67","67","67","87.81624603271484","87.81624603271484","87.81624603271484"
"2096.949951171875","","","","","","","","","","","","","90","90","90","88.47869110107422","88.47869110107422","88.47869110107422","","","","","",""
"2106.610107421875","","","","","","","110","110","110","92.21443939208984","92.21443939208984","92.21443939208984","","","","","","","","","","","",""
"2127.330078125","","","","","","","","","","","","","","","","","","","68","68","68","90.91022491455078","90.91022491455078","90.91022491455078"
"2129.860107421875","","","","","","","","","","","","","91","91","91","89.93146514892578","89.93146514892578","89.93146514892578","","","","","",""
"2135.330078125","","","","","","","111","111","111","99.107421875","99.107421875","99.107421875","","","","","","","","","","","",""
"2150.5","21","21","21","95.35587310791016","95.35587310791016","95.35587310791016","","","","","","","","","","","","","","","","","",""
"2162.570068359375","","","","","","","","","","","","","","","","","","","69","69","69","86.32415771484375","86.32415771484375","86.32415771484375"
"2163.580078125","","","","","","","112","112","112","100.45455169677734","100.45455169677734","100.45455169677734","","","","","","","","","","","",""
"2166.860107421875","","","","","","","","","","","","","92","92","92","89.42515563964844","89.42515563964844","89.42515563964844","","","","","",""
"2189.080078125","","","","","","","113","113","113","94.93113708496094","94.93113708496094","94.93113708496094","","","","","","","","","","","",""
"2193.06005859375","","","","","","","","","","","","","93","93","93","91.25503540039062","91.25503540039062","91.25503540039062","","","","","",""
"2204.159912109375","","","","","","","","","","","","","","","","","","","70","70","70","85.58258819580078","85.58258819580078","85.58258819580078"
"2218.280029296875","","","","","","","114","114","114","91.60928344726562","91.60928344726562","91.60928344726562","","","","","","","","","","","",""
"2221.39990234375","","","","","","","","","","","","","94","94","94","94.18880462646484","94.18880462646484","94.18880462646484","","","","","",""
"2240.7900390625","","","","","","","","","","","","","","","","","","","71","71","71","87.26113891601562","87.26113891601562","87.26113891601562"
"2250.260009765625","","","","","","","115","115","115","91.34980773925781","91.34980773925781","91.34980773925781","","","","","","","","","","","",""
"2250.5","22","22","22","100.82213592529297","100.82213592529297","100.82213592529297","","","","","","","","","","","","","","","","","",""
"2257.719970703125","","","","","","","","","","","","","95","95","95","87.28272247314453","87.28272247314453","87.28272247314453","","","","","",""
"2280.1298828125","","","","","","","116","116","116","94.41487884521484","94.41487884521484","94.41487884521484","","","","","","","","","","","",""
"2287.610107421875","","","","","","","","","","","","","","","","","","","72","72","72","83.1347885131836","83.1347885131836","83.1347885131836"
"2293.56005859375","","","","","","","","","","","","","96","96","96","87.27679443359375","87.27679443359375","87.27679443359375","","","","","",""
"2306.2900390625","","","","","","","117","117","117","99.47128295898438","99.47128295898438","99.47128295898438","","","","","","","","","","","",""
"2326.919921875","","","","","","","118","118","118","99.22875213623047","99.22875213623047","99.22875213623047","","","","","","","","","","","",""
"2329.219970703125","","","","","","","","","","","","","97","97","97","94.12568664550781","94.12568664550781","94.12568664550781","","","","","",""
"2330.719970703125","","","","","","","","","","","","","","","","","","","73","73","73","84.85018920898438","84.85018920898438","84.85018920898438"
"2350.169921875","","","","","","","119","119","119","92.03598022460938","92.03598022460938","92.03598022460938","","","","","","","","","","","",""
"2350.5","23","23","23","104.88750457763672","104.88750457763672","104.88750457763672","","","","","","","","","","","","","","","","","",""
"2363.090087890625","","","","","","","","","","","","","98","98","98","88.46147155761719","88.46147155761719","88.46147155761719","","","","","",""
"2371.969970703125","","","","","","","","","","","","","","","","","","","74","74","74","84.3855972290039","84.3855972290039","84.3855972290039"
"2383.18994140625","","","","","","","120","120","120","95.0340347290039","95.0340347290039","95.0340347290039","","","","","","","","","","","",""
"2404.909912109375","","","","","","","","","","","","","99","99","99","89.69861602783203","89.69861602783203","89.69861602783203","","","","","",""
"2409.669921875","","","","","","","","","","","","","","","","","","","75","75","75","88.32666778564453","88.32666778564453","88.32666778564453"
"2413.280029296875","","","","","","","121","121","121","94.70990753173828","94.70990753173828","94.70990753173828","","","","","","","","","","","",""
"2437.22998046875","","","","","","","","","","","","","100","100","100","91.31597900390625","91.31597900390625","91.31597900390625","","","","","",""
"2446.110107421875","","","","","","","122","122","122","96.4992904663086","96.4992904663086","96.4992904663086","","","","","","","","","","","",""
"2450.5","24","24","24","106.1396484375","106.1396484375","106.1396484375","","","","","","","","","","","","","","","","","",""
"2455.070068359375","","","","","","","","","","","","","","","","","","","76","76","76","83.64818572998047","83.64818572998047","83.64818572998047"
"2466.7099609375","","","","","","","","","","","","","101","101","101","91.04246520996094","91.04246520996094","91.04246520996094","","","","","",""
"2475.389892578125","","","","","","","123","123","123","93.80220031738281","93.80220031738281","93.80220031738281","","","","","","","","","","","",""
"2496.820068359375","","","","","","","","","","","","","","","","","","","77","77","77","85.82913970947266","85.82913970947266","85.82913970947266"
"2498.860107421875","","","","","","","","","","","","","102","102","102","88.82939910888672","88.82939910888672","88.82939910888672","","","","","",""
"2505.35009765625","","","","","","","124","124","124","95.53672790527344","95.53672790527344","95.53672790527344","","","","","","","","","","","",""
"2527.159912109375","","","","","","","125","125","125","96.20377349853516","96.20377349853516","96.20377349853516","","","","","","","","","","","",""
"2532.489990234375","","","","","","","","","","","","","103","103","103","89.18345642089844","89.18345642089844","89.18345642089844","","","","","",""
"2537.580078125","","","","","","","","","","","","","","","","","","","78","78","78","86.85934448242188","86.85934448242188","86.85934448242188"
"2550.5","25","25","25","98.38632202148438","98.38632202148438","98.38632202148438","","","","","","","","","","","","","","","","","",""
"2552.169921875","","","","","","","126","126","126","98.55535125732422","98.55535125732422","98.55535125732422","","","","","","","","","","","",""
"2560.840087890625","","","","","","","","","","","","","104","104","104","91.34514617919922","91.34514617919922","91.34514617919922","","","","","",""
"2580.18994140625","","","","","","","","","","","","","","","","","","","79","79","79","85.33761596679688","85.33761596679688","85.33761596679688"
"2583.1201171875","","","","","","","127","127","127","90.50996398925781","90.50996398925781","90.50996398925781","","","","","","","","","","","",""
"2595.550048828125","","","","","","","","","","","","","105","105","105","89.6507339477539","89.6507339477539","89.6507339477539","","","","","",""
"2616.5400390625","","","","","","","128","128","128","92.51036834716797","92.51036834716797","92.51036834716797","","","","","","","","","","","",""
"2619.989990234375","","","","","","","","","","","","","","","","","","","80","80","80","84.73033142089844","84.73033142089844","84.73033142089844"
"2631.159912109375","","","","","","","","","","","","","106","106","106","89.83351135253906","89.83351135253906","89.83351135253906","","","","","",""
"2643.159912109375","","","","","","","129","129","129","95.18885803222656","95.18885803222656","95.18885803222656","","","","","","","","","","","",""
"2650.5","26","26","26","96.47528839111328","96.47528839111328","96.47528839111328","","","","","","","","","","","","","","","","","",""
"2661.89990234375","","","","","","","","","","","","","","","","","","","81","81","81","85.78851318359375","85.78851318359375","85.78851318359375"
"2663.840087890625","","","","","","","","","","","","","107","107","107","91.06363677978516","91.06363677978516","91.06363677978516","","","","","",""
"2674.320068359375","","","","","","","130","130","130","94.66523742675781","94.66523742675781","94.66523742675781","","","","","","","","","","","",""
"2689.280029296875","","","","","","","","","","","","","108","108","108","89.94078063964844","89.94078063964844","89.94078063964844","","","","","",""
"2700.489990234375","","","","","","","131","131","131","94.6100845336914","94.6100845336914","94.6100845336914","","","","","","","","","","","",""
"2703.679931640625","","","","","","","","","","","","","","","","","","","82","82","82","83.64409637451172","83.64409637451172","83.64409637451172"
"2716.929931640625","","","","","","","","","","","","","109","109","109","89.23706817626953","89.23706817626953","89.23706817626953","","","","","",""
"2727.530029296875","","","","","","","132","132","132","91.28781127929688","91.28781127929688","91.28781127929688","","","","","","","","","","","",""
"2745.080078125","","","","","","","","","","","","","","","","","","","83","83","83","84.81737518310547","84.81737518310547","84.81737518310547"
"2747.18994140625","","","","","","","","","","","","","110","110","110","86.71795654296875","86.71795654296875","86.71795654296875","","","","","",""
"2750.5","27","27","27","102.84983825683594","102.84983825683594","102.84983825683594","","","","","","","","","","","","","","","","","",""
"2758.3701171875","","","","","","","133","133","133","86.30233764648438","86.30233764648438","86.30233764648438","","","","","","","","","","","",""
"2781.39990234375","","","","","","","","","","","","","111","111","111","85.51398468017578","85.51398468017578","85.51398468017578","","","","","",""
"2794.610107421875","","","","","","","134","134","134","89.61470794677734","89.61470794677734","89.61470794677734","","","","","","","","","","","",""
"2799.43994140625","","","","","","","","","","","","","","","","","","","84","84","84","79.86660766601562","79.86660766601562","79.86660766601562"
"2815.10009765625","","","","","","","","","","","","","112","112","112","91.1190414428711","91.1190414428711","91.1190414428711","","","","","",""
"2830.340087890625","","","","","","","135","135","135","93.10292053222656","93.10292053222656","93.10292053222656","","","","","","","","","","","",""
"2850.5","28","28","28","97.3595199584961","97.3595199584961","97.3595199584961","","","","","","","","","","","","","","","","","",""
"2852.18994140625","","","","","","","","","","","","","","","","","","","85","85","85","82.14189910888672","82.14189910888672","82.14189910888672"
"2853.139892578125","","","","","","","","","","","","","113","113","113","84.91414642333984","84.91414642333984","84.91414642333984","","","","","",""
"2858.449951171875","","","","","","","136","136","136","95.629638671875","95.629638671875","95.629638671875","","","","","","","","","","","",""
"2885","","","","","","","137","137","137","95.2597427368164","95.2597427368164","95.2597427368164","","","","","","","","","","","",""
"2887.969970703125","","","","","","","","","","","","","114","114","114","85.30625915527344","85.30625915527344","85.30625915527344","","","","","",""
"2890.159912109375","","","","","","","","","","","","","","","","","","","86","86","86","85.68856811523438","85.68856811523438","85.68856811523438"
"2913.22998046875","","","","","","","138","138","138","93.6575927734375","93.6575927734375","93.6575927734375","","","","","","","","","","","",""
"2933.0400390625","","","","","","","","","","","","","115","115","115","83.82686614990234","83.82686614990234","83.82686614990234","","","","","",""
"2939.050048828125","","","","","","","","","","","","","","","","","","","87","87","87","79.78108215332031","79.78108215332031","79.78108215332031"
"2943.929931640625","","","","","","","139","139","139","92.81210327148438","92.81210327148438","92.81210327148438","","","","","","","","","","","",""
"2950.5","29","29","29","89.51185607910156","89.51185607910156","89.51185607910156","","","","","","","","","","","","","","","","","",""
"2971.179931640625","","","","","","","","","","","","","116","116","116","84.76482391357422","84.76482391357422","84.76482391357422","","","","","",""
"2974.159912109375","","","","","","","140","140","140","92.32875061035156","92.32875061035156","92.32875061035156","","","","","","","","","","","",""
"2986.300048828125","","","","","","","","","","","","","","","","","","","88","88","88","84.5841064453125","84.5841064453125","84.5841064453125"
"3003.639892578125","","","","","","","141","141","141","92.32344818115234","92.32344818115234","92.32344818115234","","","","","","","","","","","",""
"3008.719970703125","","","","","","","","","","","","","117","117","117","86.61888122558594","86.61888122558594","86.61888122558594","","","","","",""
"3031.570068359375","","","","","","","","","","","","","","","","","","","89","89","89","83.07535552978516","83.07535552978516","83.07535552978516"
"3032.7099609375","","","","","","","142","142","142","89.67695617675781","89.67695617675781","89.67695617675781","","","","","","","","","","","",""
"3039.5","","","","","","","","","","","","","118","118","118","87.16474914550781","87.16474914550781","87.16474914550781","","","","","",""
"3050.5","30","30","30","101.05657958984375","101.05657958984375","101.05657958984375","","","","","","","","","","","","","","","","","",""
"3064.72998046875","","","","","","","143","143","143","88.78749084472656","88.78749084472656","88.78749084472656","","","","","","","","","","","",""
"3072.239990234375","","","","","","","","","","","","","119","119","119","87.52660369873047","87.52660369873047","87.52660369873047","","","","","",""
"3077.64990234375","","","","","","","","","","","","","","","","","","","90","90","90","81.11859130859375","81.11859130859375","81.11859130859375"
"3096.969970703125","","","","","","","144","144","144","84.3885498046875","84.3885498046875","84.3885498046875","","","","","","","","","","","",""
"3105.18994140625","","","","","","","","","","","","","120","120","120","88.60566711425781","88.60566711425781","88.60566711425781","","","","","",""
"3121.81005859375","","","","","","","","","","","","","","","","","","","91","91","91","82.48745727539062","82.48745727539062","82.48745727539062"
"3129.260009765625","","","","","","","145","145","145","86.42552947998047","86.42552947998047","86.42552947998047","","","","","","","","","","","",""
"3138.2099609375","","","","","","","","","","","","","121","121","121","87.23406982421875","87.23406982421875","87.23406982421875","","","","","",""
"3150.5","31","31","31","96.20863342285156","96.20863342285156","96.20863342285156","","","","","","","","","","","","","","","","","",""
"3161.5","","","","","","","146","146","146","90.58744812011719","90.58744812011719","90.58744812011719","","","","","","","","","","","",""
"3162.56005859375","","","","","","","","","","","","","","","","","","","92","92","92","80.93795776367188","80.93795776367188","80.93795776367188"
"3174.949951171875","","","","","","","","","","","","","122","122","122","88.59527587890625","88.59527587890625","88.59527587890625","","","","","",""
"3191.47998046875","","","","","","","147","147","147","92.425537109375","92.425537109375","92.425537109375","","","","","","","","","","","",""
"3203.699951171875","","","","","","","","","","","","","","","","","","","93","93","93","82.22286987304688","82.22286987304688","82.22286987304688"
"3208.340087890625","","","","","","","","","","","","","123","123","123","87.5247802734375","87.5247802734375","87.5247802734375","","","","","",""
"3217.0400390625","","","","","","","148","148","148","90.6788558959961","90.6788558959961","90.6788558959961","","","","","","","","","","","",""
"3243.0400390625","","","","","","","","","","","","","124","124","124","85.92532348632812","85.92532348632812","85.92532348632812","","","","","",""
"3246.239990234375","","","","","","","149","149","149","94.33908081054688","94.33908081054688","94.33908081054688","","","","","","","","","","","",""
"3250.5","32","32","32","101.64610290527344","101.64610290527344","101.64610290527344","","","","","","","","","","","","","","","","","",""
"3252.93994140625","","","","","","","","","","","","","","","","","","","94","94","94","79.38067626953125","79.38067626953125","79.38067626953125"
"3273.35009765625","","","","","","","150","150","150","94.22415924072266","94.22415924072266","94.22415924072266","","","","","","","","","","","",""
"3280.280029296875","","","","","","","","","","","","","125","125","125","83.57833862304688","83.57833862304688","83.57833862304688","","","","","",""
"3299.14990234375","","","","","","","151","151","151","94.45330810546875","94.45330810546875","94.45330810546875","","","","","","","","","","","",""
"3300.5","","","","","","","","","","","","","","","","","","","95","95","95","78.5091781616211","78.5091781616211","78.5091781616211"
"3323.719970703125","","","","","","","","","","","","","126","126","126","82.9786376953125","82.9786376953125","82.9786376953125","","","","","",""
"3325.300048828125","","","","","","","152","152","152","94.18338012695312","94.18338012695312","94.18338012695312","","","","","","","","","","","",""
"3343.39990234375","","","","","","","","","","","","","","","","","","","96","96","96","81.71405029296875","81.71405029296875","81.71405029296875"
"3350.5","33","33","33","95.61910247802734","95.61910247802734","95.61910247802734","","","","","","","","","","","","","","","","","",""
"3353.9599609375","","","","","","","153","153","153","89.56951904296875","89.56951904296875","89.56951904296875","","","","","","","","","","","",""
"3367.27001953125","","","","","","","","","","","","","127","127","127","77.43949127197266","77.43949127197266","77.43949127197266","","","","","",""
"3387.3798828125","","","","","","","154","154","154","89.60105895996094","89.60105895996094","89.60105895996094","","","","","","","","","","","",""
"3391.679931640625","","","","","","","","","","","","","","","","","","","97","97","97","80.86614227294922","80.86614227294922","80.86614227294922"
"3418.780029296875","","","","","","","155","155","155","93.46715545654297","93.46715545654297","93.46715545654297","","","","","","","","","","","",""
"3422.739990234375","","","","","","","","","","","","","128","128","128","74.07308197021484","74.07308197021484","74.07308197021484","","","","","",""
"3439.22998046875","","","","","","","","","","","","","","","","","","","98","98","98","79.05303955078125","79.05303955078125","79.05303955078125"
"3449.8798828125","","","","","","","156","156","156","95.20958709716797","95.20958709716797","95.20958709716797","","","","","","","","","","","",""
"3450.5","34","34","34","93.64175415039062","93.64175415039062","93.64175415039062","","","","","","","","","","","","","","","","","",""
"3475.6298828125","","","","","","","","","","","","","129","129","129","75.35417938232422","75.35417938232422","75.35417938232422","","","","","",""
"3481.419921875","","","","","","","157","157","157","94.10098266601562","94.10098266601562","94.10098266601562","","","","","","","","","","","",""
"3493.22998046875","","","","","","","","","","","","","","","","","","","99","99","99","79.63335418701172","79.63335418701172","79.63335418701172"
"3503.300048828125","","","","","","","158","158","158","96.19554138183594","96.19554138183594","96.19554138183594","","","","","","","","","","","",""
"3525","","","","","","","159","159","159","90.24073028564453","90.24073028564453","90.24073028564453","","","","","","","","","","","",""
"3531.31005859375","","","","","","","","","","","","","130","130","130","76.19526672363281","76.19526672363281","76.19526672363281","","","","","",""
"3550.5","35","35","35","94.5589599609375","94.5589599609375","94.5589599609375","","","","","","","","","","","","","","","","","",""
"3551.330078125","","","","","","","","","","","","","","","","","","","100","100","100","81.00293731689453","81.00293731689453","81.00293731689453"
"3557.570068359375","","","","","","","160","160","160","84.55890655517578","84.55890655517578","84.55890655517578","","","","","","","","","","","",""
"3583.919921875","","","","","","","","","","","","","131","131","131","76.60681915283203","76.60681915283203","76.60681915283203","","","","","",""
"3594.39990234375","","","","","","","161","161","161","88.8460693359375","88.8460693359375","88.8460693359375","","","","","","","","","","","",""
"3600.6201171875","","","","","","","","","","","","","","","","","","","101","101","101","77.85676574707031","77.85676574707031","77.85676574707031"
"3630.389892578125","","","","","","","","","","","","","132","132","132","79.78291320800781","79.78291320800781","79.78291320800781","","","","","",""
"3631.93994140625","","","","","","","162","162","162","86.39319610595703","86.39319610595703","86.39319610595703","","","","","","","","","","","",""
"3650.5","36","36","36","95.31427764892578","95.31427764892578","95.31427764892578","","","","","","","","","","","","","","","","","",""
"3652.139892578125","","","","","","","","","","","","","","","","","","","102","102","102","79.81378173828125","79.81378173828125","79.81378173828125"
"3664.889892578125","","","","","","","163","163","163","87.26639556884766","87.26639556884766","87.26639556884766","","","","","","","","","","","",""
"3672.260009765625","","","","","","","","","","","","","133","133","133","82.81990051269531","82.81990051269531","82.81990051269531","","","","","",""
"3702.070068359375","","","","","","","164","164","164","85.7166519165039","85.7166519165039","85.7166519165039","","","","","","","","","","","",""
"3704.949951171875","","","","","","","","","","","","","","","","","","","103","103","103","77.58432006835938","77.58432006835938","77.58432006835938"
"3713.06005859375","","","","","","","","","","","","","134","134","134","81.48616027832031","81.48616027832031","81.48616027832031","","","","","",""
"3736.969970703125","","","","","","","165","165","165","86.02448272705078","86.02448272705078","86.02448272705078","","","","","","","","","","","",""
"3750.5","37","37","37","97.84664916992188","97.84664916992188","97.84664916992188","","","","","","","","","","","","","","","","","",""
"3751.510009765625","","","","","","","","","","","","","135","135","135","79.87788391113281","79.87788391113281","79.87788391113281","","","","","",""
"3764.340087890625","","","","","","","","","","","","","","","","","","","104","104","104","78.07565307617188","78.07565307617188","78.07565307617188"
"3772.3798828125","","","","","","","166","166","166","85.11382293701172","85.11382293701172","85.11382293701172","","","","","","","","","","","",""
"3799.669921875","","","","","","","","","","","","","136","136","136","79.51295471191406","79.51295471191406","79.51295471191406","","","","","",""
"3815.14990234375","","","","","","","167","167","167","80.00594329833984","80.00594329833984","80.00594329833984","","","","","","","","","","","",""
"3818.030029296875","","","","","","","","","","","","","","","","","","","105","105","105","77.6925048828125","77.6925048828125","77.6925048828125"
"3849.300048828125","","","","","","","","","","","","","137","137","137","73.9078369140625","73.9078369140625","73.9078369140625","","","","","",""
