"ray/tune/custom_metrics/real_step_max","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MAX"
"1079","","","","","","","137","137","137","70.01622772216797","70.01622772216797","70.01622772216797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","","","","","","","","","","","","","171","171","171","63.80351638793945","63.80351638793945","63.80351638793945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081","","","","","","","","","","","","","176","176","176","60.60481262207031","60.60481262207031","60.60481262207031","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","93.42456817626953","93.42456817626953","93.42456817626953"
"1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272.5","250","295","57.63511848449707","55.295074462890625","59.975162506103516","82","82","82","93.03504943847656","93.03504943847656","93.03504943847656"
"1083","112","112","112","79.5748519897461","79.5748519897461","79.5748519897461","","","","","","","182","171","193","63.030521392822266","62.89386749267578","63.16717529296875","","","","","","","","","","","","","","","","","","","274","274","274","55.526954650878906","55.526954650878906","55.526954650878906","","","","","",""
"1086","","","","","","","","","","","","","","","","","","","","","","","","","113","113","113","75.6579818725586","75.6579818725586","75.6579818725586","","","","","","","296","296","296","60.00493240356445","60.00493240356445","60.00493240356445","","","","","",""
"1088","","","","","","","","","","","","","","","","","","","109","109","109","78.1503677368164","78.1503677368164","78.1503677368164","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275","275","275","55.220619201660156","55.220619201660156","55.220619201660156","","","","","",""
"1091","112","112","112","77.97896575927734","77.97896575927734","77.97896575927734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","93.1494369506836","93.1494369506836","93.1494369506836"
"1092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274","251","297","57.75624656677246","55.77727127075195","59.73522186279297","","","","","",""
"1093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","111","111","77.45610046386719","77.45610046386719","77.45610046386719","","","","","","","","","","","",""
"1094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","82","82","94.71906280517578","94.71906280517578","94.71906280517578"
"1096","","","","","","","","","","","","","174.5","172","177","61.92757987976074","60.96575927734375","62.889400482177734","","","","","","","","","","","","","113","113","113","75.36421203613281","75.36421203613281","75.36421203613281","","","","","","","","","","","",""
"1097","","","","","","","138","138","138","72.8462905883789","72.8462905883789","72.8462905883789","194","194","194","63.822017669677734","63.822017669677734","63.822017669677734","110.5","110","111","79.13436126708984","78.96541595458984","79.30330657958984","","","","","","","","","","","","","","","","","","","","","","","",""
"1098","","","","","","","136","136","136","72.54259490966797","72.54259490966797","72.54259490966797","173","173","173","64.98673248291016","64.98673248291016","64.98673248291016","","","","","","","","","","","","","","","","","","","298","298","298","59.51500701904297","59.51500701904297","59.51500701904297","","","","","",""
"1100","","","","","","","","","","","","","","","","","","","112","112","112","77.46931457519531","77.46931457519531","77.46931457519531","","","","","","","111","111","111","76.4068832397461","76.4068832397461","76.4068832397461","","","","","","","","","","","",""
"1101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299","299","299","59.309356689453125","59.309356689453125","59.309356689453125","","","","","",""
"1102","112","112","112","75.1609878540039","75.1609878540039","75.1609878540039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","55.76898193359375","55.76898193359375","55.76898193359375","","","","","",""
"1103","","","","","","","","","","","","","","","","","","","","","","","","","114","114","114","77.90373229980469","77.90373229980469","77.90373229980469","","","","","","","","","","","","","","","","","",""
"1104","","","","","","","","","","","","","","","","","","","111","111","111","77.81465911865234","77.81465911865234","77.81465911865234","","","","","","","","","","","","","","","","","","","83","83","83","93.86182403564453","93.86182403564453","93.86182403564453"
"1105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276","276","276","56.14778137207031","56.14778137207031","56.14778137207031","84","84","84","95.30719757080078","95.30719757080078","95.30719757080078"
"1106","","","","","","","140","140","140","70.6707992553711","70.6707992553711","70.6707992553711","","","","","","","","","","","","","","","","","","","111","111","111","77.40652465820312","77.40652465820312","77.40652465820312","","","","","","","","","","","",""
"1107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","90.93047332763672","90.93047332763672","90.93047332763672"
"1108","","","","","","","","","","","","","","","","","","","110","110","110","77.60737609863281","77.60737609863281","77.60737609863281","","","","","","","","","","","","","","","","","","","","","","","",""
"1110","","","","","","","139","139","139","71.20561218261719","71.20561218261719","71.20561218261719","186.5","178","195","62.2085075378418","60.9283447265625","63.488670349121094","","","","","","","114","114","114","76.44764709472656","76.44764709472656","76.44764709472656","","","","","","","","","","","","","","","","","",""
"1111","113","113","113","78.13899230957031","78.13899230957031","78.13899230957031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277","277","277","54.66977310180664","54.66977310180664","54.66977310180664","","","","","",""
"1112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","55.71040344238281","55.71040344238281","55.71040344238281","82","82","82","95.50492095947266","95.50492095947266","95.50492095947266"
"1113","","","","","","","","","","","","","","","","","","","","","","","","","114","114","114","76.58302307128906","76.58302307128906","76.58302307128906","","","","","","","","","","","","","","","","","",""
"1115","111","111","111","78.46873474121094","78.46873474121094","78.46873474121094","","","","","","","172","172","172","62.59392547607422","62.59392547607422","62.59392547607422","113","113","113","74.91826629638672","74.91826629638672","74.91826629638672","","","","","","","","","","","","","","","","","","","","","","","",""
"1116","","","","","","","","","","","","","173","173","173","62.95379638671875","62.95379638671875","62.95379638671875","","","","","","","","","","","","","","","","","","","278","278","278","54.1935920715332","54.1935920715332","54.1935920715332","","","","","",""
"1117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","91.83039093017578","91.83039093017578","91.83039093017578"
"1120","","","","","","","","","","","","","196","196","196","62.666908264160156","62.666908264160156","62.666908264160156","","","","","","","114","114","114","76.05738067626953","76.05738067626953","76.05738067626953","","","","","","","","","","","","","","","","","",""
"1122","","","","","","","","","","","","","197","197","197","61.279544830322266","61.279544830322266","61.279544830322266","","","","","","","","","","","","","","","","","","","254","254","254","55.9600944519043","55.9600944519043","55.9600944519043","","","","","",""
"1123","113","113","113","81.34515380859375","81.34515380859375","81.34515380859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1125","","","","","","","139","139","139","70.93830871582031","70.93830871582031","70.93830871582031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1126","","","","","","","","","","","","","179","179","179","61.34757614135742","61.34757614135742","61.34757614135742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279","279","279","55.624359130859375","55.624359130859375","55.624359130859375","","","","","",""
"1129","","","","","","","","","","","","","174","174","174","65.16065979003906","65.16065979003906","65.16065979003906","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","93.52205657958984","93.52205657958984","93.52205657958984"
"1130","","","","","","","","","","","","","174","174","174","62.26338577270508","62.26338577270508","62.26338577270508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1131","","","","","","","138","138","138","69.97872924804688","69.97872924804688","69.97872924804688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1133","113","113","113","79.28868103027344","79.28868103027344","79.28868103027344","","","","","","","","","","","","","110","110","110","78.2433090209961","78.2433090209961","78.2433090209961","","","","","","","112","112","112","76.99432373046875","76.99432373046875","76.99432373046875","","","","","","","","","","","",""
"1134","","","","","","","","","","","","","198","198","198","62.776039123535156","62.776039123535156","62.776039123535156","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","89.94401550292969","89.94401550292969","89.94401550292969"
"1136","","","","","","","","","","","","","","","","","","","111","111","111","75.44731140136719","75.44731140136719","75.44731140136719","","","","","","","","","","","","","","","","","","","83","83","83","92.50947570800781","92.50947570800781","92.50947570800781"
"1137","","","","","","","137","137","137","70.84996795654297","70.84996795654297","70.84996795654297","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","56.50429153442383","56.50429153442383","56.50429153442383","","","","","",""
"1138","","","","","","","","","","","","","175","175","175","61.84008026123047","61.84008026123047","61.84008026123047","110","110","110","78.12007904052734","78.12007904052734","78.12007904052734","","","","","","","","","","","","","280","280","280","55.67313003540039","55.67313003540039","55.67313003540039","","","","","",""
"1139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","90.25882720947266","90.25882720947266","90.25882720947266"
"1142","","","","","","","","","","","","","199","199","199","62.45895767211914","62.45895767211914","62.45895767211914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","91.28466796875","91.28466796875","91.28466796875"
"1144","","","","","","","","","","","","","180","180","180","61.49695587158203","61.49695587158203","61.49695587158203","","","","","","","","","","","","","112","112","112","77.94142150878906","77.94142150878906","77.94142150878906","281","281","281","54.86650085449219","54.86650085449219","54.86650085449219","","","","","",""
"1146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256","256","256","55.373966217041016","55.373966217041016","55.373966217041016","","","","","",""
"1147","","","","","","","","","","","","","200","200","200","61.617088317871094","61.617088317871094","61.617088317871094","112","112","112","78.6747817993164","78.6747817993164","78.6747817993164","","","","","","","","","","","","","","","","","","","","","","","",""
"1148","","","","","","","","","","","","","","","","","","","110","110","110","77.67501831054688","77.67501831054688","77.67501831054688","114","114","114","76.2187728881836","76.2187728881836","76.2187728881836","","","","","","","","","","","","","","","","","",""
"1149","","","","","","","141","141","141","70.39567565917969","70.39567565917969","70.39567565917969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1150","","","","","","","140","140","140","70.76417541503906","70.76417541503906","70.76417541503906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","92.69880676269531","92.69880676269531","92.69880676269531"
"1151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257","257","257","54.98870849609375","54.98870849609375","54.98870849609375","","","","","",""
"1153","","","","","","","","","","","","","","","","","","","111","111","111","78.93264770507812","78.93264770507812","78.93264770507812","","","","","","","","","","","","","","","","","","","","","","","",""
"1154","","","","","","","","","","","","","201","201","201","62.568172454833984","62.568172454833984","62.568172454833984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1155","","","","","","","140","140","140","72.36381530761719","72.36381530761719","72.36381530761719","173","173","173","63.18779754638672","63.18779754638672","63.18779754638672","","","","","","","","","","","","","112","112","112","77.10582733154297","77.10582733154297","77.10582733154297","282","282","282","55.658390045166016","55.658390045166016","55.658390045166016","","","","","",""
"1156","113","113","113","75.98229217529297","75.98229217529297","75.98229217529297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1157","","","","","","","","","","","","","","","","","","","112","112","112","77.92683410644531","77.92683410644531","77.92683410644531","","","","","","","114","114","114","76.05370330810547","76.05370330810547","76.05370330810547","","","","","","","","","","","",""
"1158","","","","","","","","","","","","","181","181","181","61.32205581665039","61.32205581665039","61.32205581665039","113","113","113","76.97537231445312","76.97537231445312","76.97537231445312","","","","","","","","","","","","","","","","","","","85","84","86","92.7253189086914","92.0370864868164","93.4135513305664"
"1159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","93.8015365600586","93.8015365600586","93.8015365600586"
"1160","114","114","114","76.6661148071289","76.6661148071289","76.6661148071289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283","283","283","55.02322006225586","55.02322006225586","55.02322006225586","","","","","",""
"1163","","","","","","","","","","","","","189","176","202","62.64744758605957","62.64344787597656","62.65144729614258","","","","","","","","","","","","","112","112","112","77.14186096191406","77.14186096191406","77.14186096191406","258","258","258","55.81338882446289","55.81338882446289","55.81338882446289","","","","","",""
"1164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","92.55638122558594","92.55638122558594","92.55638122558594"
"1166","","","","","","","","","","","","","175","175","175","65.43987274169922","65.43987274169922","65.43987274169922","","","","","","","","","","","","","","","","","","","284","284","284","54.833984375","54.833984375","54.833984375","86","86","86","94.763427734375","94.763427734375","94.763427734375"
"1168","","","","","","","","","","","","","","","","","","","","","","","","","115","115","115","76.46415710449219","76.46415710449219","76.46415710449219","","","","","","","","","","","","","","","","","",""
"1169","112","112","112","78.46952819824219","78.46952819824219","78.46952819824219","","","","","","","182","182","182","59.9255485534668","59.9255485534668","59.9255485534668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1174","","","","","","","","","","","","","203","203","203","62.69248962402344","62.69248962402344","62.69248962402344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272","259","285","55.70537185668945","55.34865951538086","56.06208419799805","","","","","",""
"1176","","","","","","","138","138","138","71.51580810546875","71.51580810546875","71.51580810546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1177","114","114","114","76.74401092529297","76.74401092529297","76.74401092529297","","","","","","","","","","","","","111","111","111","75.19169616699219","75.19169616699219","75.19169616699219","","","","","","","","","","","","","","","","","","","","","","","",""
"1178","","","","","","","","","","","","","","","","","","","","","","","","","115","115","115","76.85465240478516","76.85465240478516","76.85465240478516","","","","","","","","","","","","","","","","","",""
"1179","","","","","","","139","139","139","70.53177642822266","70.53177642822266","70.53177642822266","","","","","","","","","","","","","115","115","115","73.40435028076172","73.40435028076172","73.40435028076172","","","","","","","260","260","260","54.10579299926758","54.10579299926758","54.10579299926758","","","","","",""
"1180","","","","","","","","","","","","","","","","","","","114","114","114","74.44404602050781","74.44404602050781","74.44404602050781","115","115","115","76.00576782226562","76.00576782226562","76.00576782226562","","","","","","","","","","","","","","","","","",""
"1181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","94.9682846069336","94.9682846069336","94.9682846069336"
"1182","114","114","114","77.11701965332031","77.11701965332031","77.11701965332031","","","","","","","204","204","204","62.500511169433594","62.500511169433594","62.500511169433594","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","94.77979278564453","94.77979278564453","94.77979278564453"
"1183","","","","","","","","","","","","","177","177","177","62.4793815612793","62.4793815612793","62.4793815612793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1184","","","","","","","","","","","","","183","183","183","61.43800735473633","61.43800735473633","61.43800735473633","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","91.2847671508789","91.2847671508789","91.2847671508789"
"1187","","","","","","","141","141","141","71.84410095214844","71.84410095214844","71.84410095214844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286","286","286","56.0556755065918","56.0556755065918","56.0556755065918","86","86","86","90.49081420898438","90.49081420898438","90.49081420898438"
"1190","","","","","","","","","","","","","","","","","","","111","111","111","77.23546600341797","77.23546600341797","77.23546600341797","","","","","","","","","","","","","261","261","261","55.61826705932617","55.61826705932617","55.61826705932617","","","","","",""
"1192","","","","","","","","","","","","","205","205","205","62.59395217895508","62.59395217895508","62.59395217895508","111","111","111","79.85196685791016","79.85196685791016","79.85196685791016","","","","","","","","","","","","","","","","","","","","","","","",""
"1193","","","","","","","","","","","","","","","","","","","112","112","112","78.12254333496094","78.12254333496094","78.12254333496094","","","","","","","","","","","","","","","","","","","","","","","",""
"1194","","","","","","","141","141","141","72.04596710205078","72.04596710205078","72.04596710205078","","","","","","","","","","","","","","","","","","","113","113","113","75.76384735107422","75.76384735107422","75.76384735107422","","","","","","","","","","","",""
"1195","","","","","","","","","","","","","174","174","174","62.859500885009766","62.859500885009766","62.859500885009766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1198","","","","","","","","","","","","","","","","","","","113","113","113","79.21316528320312","79.21316528320312","79.21316528320312","","","","","","","","","","","","","287","287","287","55.574729919433594","55.574729919433594","55.574729919433594","","","","","",""
"1199","","","","","","","","","","","","","206","206","206","62.27188491821289","62.27188491821289","62.27188491821289","","","","","","","","","","","","","113","113","113","78.14824676513672","78.14824676513672","78.14824676513672","","","","","","","","","","","",""
"1201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262","262","262","55.83719253540039","55.83719253540039","55.83719253540039","86","86","86","94.19039154052734","94.19039154052734","94.19039154052734"
"1204","","","","","","","142","142","142","70.20097351074219","70.20097351074219","70.20097351074219","184","184","184","60.767250061035156","60.767250061035156","60.767250061035156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1205","","","","","","","","","","","","","207","207","207","61.866249084472656","61.866249084472656","61.866249084472656","111","111","111","78.01145935058594","78.01145935058594","78.01145935058594","","","","","","","","","","","","","288","288","288","55.001686096191406","55.001686096191406","55.001686096191406","87","87","87","88.21337127685547","88.21337127685547","88.21337127685547"
"1207","","","","","","","","","","","","","","","","","","","112","112","112","79.64877319335938","79.64877319335938","79.64877319335938","","","","","","","","","","","","","","","","","","","","","","","",""
"1208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","92.9365234375","92.9365234375","92.9365234375"
"1209","","","","","","","","","","","","","208","208","208","61.68012619018555","61.68012619018555","61.68012619018555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1210","","","","","","","","","","","","","177","176","178","63.75326347351074","62.35165023803711","65.15487670898438","","","","","","","","","","","","","","","","","","","263","263","263","55.18960189819336","55.18960189819336","55.18960189819336","88","88","88","91.90137481689453","91.90137481689453","91.90137481689453"
"1211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289","289","289","55.018863677978516","55.018863677978516","55.018863677978516","","","","","",""
"1212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","89.98668670654297","89.98668670654297","89.98668670654297"
"1213","115","115","115","75.98120880126953","75.98120880126953","75.98120880126953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1214","","","","","","","","","","","","","","","","","","","","","","","","","115","115","115","76.1822509765625","76.1822509765625","76.1822509765625","","","","","","","","","","","","","","","","","",""
"1216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","115","115","78.11273956298828","78.11273956298828","78.11273956298828","290","290","290","54.659034729003906","54.659034729003906","54.659034729003906","","","","","",""
"1217","113","113","113","76.71058654785156","76.71058654785156","76.71058654785156","","","","","","","185","185","185","60.35577392578125","60.35577392578125","60.35577392578125","","","","","","","","","","","","","","","","","","","264","264","264","54.74489212036133","54.74489212036133","54.74489212036133","","","","","",""
"1218","114","114","114","76.08502197265625","76.08502197265625","76.08502197265625","","","","","","","209","209","209","62.27953338623047","62.27953338623047","62.27953338623047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","113","113","74.55299377441406","74.55299377441406","74.55299377441406","291","291","291","54.75398254394531","54.75398254394531","54.75398254394531","","","","","",""
"1222","","","","","","","139","139","139","70.45140075683594","70.45140075683594","70.45140075683594","","","","","","","113","113","113","77.49943542480469","77.49943542480469","77.49943542480469","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","115","115","115","77.60224914550781","77.60224914550781","77.60224914550781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1226","","","","","","","140","140","140","70.2069320678711","70.2069320678711","70.2069320678711","","","","","","","","","","","","","","","","","","","113","113","113","75.52147674560547","75.52147674560547","75.52147674560547","292","292","292","54.888336181640625","54.888336181640625","54.888336181640625","","","","","",""
"1227","","","","","","","142","142","142","71.15556335449219","71.15556335449219","71.15556335449219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1228","","","","","","","","","","","","","","","","","","","114","114","114","75.93685150146484","75.93685150146484","75.93685150146484","","","","","","","","","","","","","","","","","","","87","87","87","90.89783477783203","90.89783477783203","90.89783477783203"
"1229","","","","","","","","","","","","","175","175","175","63.56270980834961","63.56270980834961","63.56270980834961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1231","","","","","","","142","142","142","71.33074188232422","71.33074188232422","71.33074188232422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1232","115","115","115","77.319580078125","77.319580078125","77.319580078125","","","","","","","210","210","210","63.43891525268555","63.43891525268555","63.43891525268555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1234","","","","","","","","","","","","","179","179","179","62.221466064453125","62.221466064453125","62.221466064453125","","","","","","","","","","","","","","","","","","","265","265","265","56.912471771240234","56.912471771240234","56.912471771240234","88.5","88","89","91.18008041381836","91.10711669921875","91.25304412841797"
"1235","","","","","","","","","","","","","","","","","","","","","","","","","116","116","116","77.29757308959961","76.97825622558594","77.61688995361328","","","","","","","293","293","293","55.342803955078125","55.342803955078125","55.342803955078125","","","","","",""
"1236","","","","","","","","","","","","","186","186","186","60.76007080078125","60.76007080078125","60.76007080078125","115","115","115","77.3375015258789","77.3375015258789","77.3375015258789","","","","","","","","","","","","","","","","","","","88","88","88","90.54727172851562","90.54727172851562","90.54727172851562"
"1237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","92.65461730957031","92.65461730957031","92.65461730957031"
"1239","","","","","","","","","","","","","211","211","211","61.470489501953125","61.470489501953125","61.470489501953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","","","","","","","","","","","","","","","","","","","112","112","112","77.52190399169922","77.52190399169922","77.52190399169922","","","","","","","","","","","","","","","","","","","","","","","",""
"1244","","","","","","","","","","","","","","","","","","","","","","","","","116","116","116","75.87355041503906","75.87355041503906","75.87355041503906","","","","","","","266","266","266","55.26144790649414","55.26144790649414","55.26144790649414","","","","","",""
"1246","","","","","","","","","","","","","","","","","","","","","","","","","116","116","116","75.68733978271484","75.68733978271484","75.68733978271484","","","","","","","294","294","294","55.23850631713867","55.23850631713867","55.23850631713867","","","","","",""
"1248","","","","","","","","","","","","","","","","","","","113","113","113","78.52373504638672","78.52373504638672","78.52373504638672","","","","","","","","","","","","","","","","","","","","","","","",""
"1252","","","","","","","","","","","","","177","177","177","65.7946548461914","65.7946548461914","65.7946548461914","112","112","112","77.00984191894531","77.00984191894531","77.00984191894531","","","","","","","","","","","","","","","","","","","88","88","88","92.538818359375","92.538818359375","92.538818359375"
"1254","","","","","","","","","","","","","212","212","212","62.698246002197266","62.698246002197266","62.698246002197266","","","","","","","","","","","","","","","","","","","267","267","267","55.51308059692383","55.51308059692383","55.51308059692383","","","","","",""
"1255","","","","","","","","","","","","","","","","","","","112","112","112","76.24307250976562","76.24307250976562","76.24307250976562","","","","","","","114","114","114","76.82595825195312","76.82595825195312","76.82595825195312","","","","","","","89","89","89","92.04138946533203","92.04138946533203","92.04138946533203"
"1257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295","295","295","55.76177978515625","55.76177978515625","55.76177978515625","","","","","",""
"1258","","","","","","","","","","","","","200","187","213","61.655866622924805","61.46465301513672","61.84708023071289","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","93.20978546142578","93.20978546142578","93.20978546142578"
"1259","","","","","","","","","","","","","180","180","180","62.26333236694336","62.26333236694336","62.26333236694336","112","112","112","78.41767883300781","78.41767883300781","78.41767883300781","","","","","","","","","","","","","","","","","","","","","","","",""
"1261","","","","","","","140","140","140","72.0189208984375","72.0189208984375","72.0189208984375","","","","","","","","","","","","","","","","","","","114","114","114","76.46505737304688","76.46505737304688","76.46505737304688","","","","","","","90","90","90","90.2934799194336","90.2934799194336","90.2934799194336"
"1262","","","","","","","","","","","","","","","","","","","114","114","114","76.77666473388672","76.77666473388672","76.77666473388672","","","","","","","","","","","","","","","","","","","","","","","",""
"1263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","91.27594757080078","91.27594757080078","91.27594757080078"
"1264","116","116","116","77.09120178222656","77.09120178222656","77.09120178222656","","","","","","","214","214","214","62.11539077758789","62.11539077758789","62.11539077758789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282","268","296","55.38160705566406","54.949302673339844","55.81391143798828","","","","","",""
"1267","","","","","","","143","143","143","69.9911880493164","69.9911880493164","69.9911880493164","176","176","176","63.342552185058594","63.342552185058594","63.342552185058594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","95.02660369873047","95.02660369873047","95.02660369873047"
"1269","","","","","","","","","","","","","","","","","","","113","113","113","78.568359375","78.568359375","78.568359375","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","","","","","","","","","","","","","215","215","215","62.338314056396484","62.338314056396484","62.338314056396484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
