"ray/tune/info/num_steps_sampled","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 7 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 5 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 3 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MAX"
"9400","93","93","93","0.12709153890609742","0.09895594418048859","0.1442701816558838","93","93","93","0.1321927934885025","0.12337377667427063","0.14623376727104187","93","93","93","0.10407997220754624","0.06463585048913956","0.12370240688323975","93","93","93","0.10963999778032303","0.09623922407627106","0.1298208087682724"
"9500","94","94","94","0.12692011296749114","0.10911271721124649","0.14590667188167572","94","94","94","0.11358695179224014","0.098762147128582","0.12151850759983063","94","94","94","0.11974873542785644","0.10671741515398026","0.13965819776058197","94","94","94","0.12408863604068757","0.10942058265209198","0.14828838407993317"
"9600","95","95","95","0.1330265298485756","0.10910896956920624","0.15639720857143402","95","95","95","0.12156315892934799","0.09794773161411285","0.1462414413690567","95","95","95","0.11014477610588073","0.07847223430871964","0.1517827957868576","95","95","95","0.09940400421619415","0.08182664215564728","0.1251542866230011"
"9700","96","96","96","0.1411161571741104","0.13637839257717133","0.14983703196048737","96","96","96","0.12493857145309448","0.10362986475229263","0.14064379036426544","96","96","96","0.10300634354352951","0.06457321345806122","0.11521512269973755","96","96","96","0.10889182165265084","0.05412205681204796","0.14066317677497864"
"9800","97","97","97","0.12337048649787903","0.10186032950878143","0.1641416996717453","97","97","97","0.10034010112285614","0.08095534145832062","0.12137240916490555","97","97","97","0.08160003870725632","0.07227536290884018","0.08756191283464432","97","97","97","0.0924387015402317","0.053569767624139786","0.1348849982023239"
"9900","98","98","98","0.12227163612842559","0.0931403636932373","0.14642131328582764","98","98","98","0.10791806578636169","0.0754241868853569","0.15998606383800507","98","98","98","0.08898621127009392","0.04365165904164314","0.12031527608633041","98","98","98","0.06738861873745919","0.03840772807598114","0.08834092319011688"
"10000","99","99","99","0.11154697239398956","0.0937953069806099","0.14234553277492523","99","99","99","0.09859411716461182","0.05803294479846954","0.12393924593925476","99","99","99","0.06729746758937835","0.04433755576610565","0.0971539169549942","99","99","99","0.06659268289804458","0.03350639343261719","0.1079409196972847"
"10100","100","100","100","0.10944946706295014","0.08536698669195175","0.12485145032405853","100","100","100","0.08392379954457282","0.049046967178583145","0.10464610159397125","100","100","100","0.05509563287778292","-0.0001155038335127756","0.09076989442110062","100","100","100","0.0518750861287117","0.034287258982658386","0.07021922618150711"
"10200","101","101","101","0.09926481992006302","0.08045227825641632","0.11082369089126587","101","101","101","0.07145180627703666","0.04225172474980354","0.09294220060110092","101","101","101","0.06019857414066791","0.027223912999033928","0.07991525530815125","101","101","101","0.037918297201395036","0.020224368199706078","0.056444477289915085"
"10300","102","102","102","0.10955658704042434","0.07474232465028763","0.1307833343744278","102","102","102","0.07181883230805397","0.061476707458496094","0.08250723779201508","102","102","102","0.04650567248463631","0.035205718129873276","0.0589732863008976","102","102","102","0.03530750498175621","0.013971032574772835","0.06768634915351868"
"10400","103","103","103","0.07891722023487091","0.030384182929992676","0.10702326148748398","103","103","103","0.0499486580491066","0.036620501428842545","0.05682961642742157","103","103","103","0.03981522955000401","0.02931697852909565","0.06291401386260986","103","103","103","0.04156539253890514","0.02955361269414425","0.05402988940477371"
"10500","104","104","104","0.06606444567441941","0.0329853892326355","0.09939809888601303","104","104","104","0.05799527242779732","0.027954816818237305","0.07290825247764587","104","104","104","0.05718962103128433","0.04779601842164993","0.07019148021936417","104","104","104","0.0350875835865736","0.015440601855516434","0.05532599240541458"
"10600","105","105","105","0.06990591958165168","0.03407815098762512","0.1085650697350502","105","105","105","0.04566262811422348","0.03514784201979637","0.0588899664580822","105","105","105","0.04234585873782635","0.02401047572493553","0.05498303472995758","105","105","105","0.03978799246251583","0.01661102846264839","0.07086893916130066"
"10700","106","106","106","0.0634415864944458","0.047415073961019516","0.09063880890607834","106","106","106","0.043170074373483656","0.01669745147228241","0.06631069630384445","106","106","106","0.02849026583135128","-0.00802457332611084","0.05281127616763115","106","106","106","0.0317799273878336","0.0179598331451416","0.0411735400557518"
"10800","107","107","107","0.04400059636682272","0.008615880273282528","0.06141778454184532","107","107","107","0.048526784777641295","0.034483544528484344","0.07563590258359909","107","107","107","0.04230700582265854","0.029802661389112473","0.06517195701599121","107","107","107","0.029723239317536353","0.005850283429026604","0.043938931077718735"
"10900","108","108","108","0.059770235791802406","0.021868785843253136","0.0967208668589592","108","108","108","0.016918389685451986","0.00926433876156807","0.0354621447622776","108","108","108","0.01792193651199341","-0.0013981107622385025","0.033175986260175705","108","108","108","0.019307911582291126","-0.010459830984473228","0.03779160603880882"
"11000","109","109","109","0.042165166698396206","0.013341552577912807","0.06289371848106384","109","109","109","0.04126672223210335","0.021886585280299187","0.060461919754743576","109","109","109","0.015757052088156344","0.0018058351706713438","0.04546833038330078","109","109","109","0.008146811835467815","-0.008327552117407322","0.02771049737930298"
"11100","110","110","110","0.06165395900607109","0.016445979475975037","0.09222177416086197","110","110","110","0.02137657441198826","0.009173933416604996","0.028396883979439735","110","110","110","0.02106254268437624","0.010689091868698597","0.02828150987625122","110","110","110","0.0041978564113378525","-0.011082800105214119","0.027384042739868164"
"11200","111","111","111","0.03679365888237953","0.01661781594157219","0.05764564499258995","111","111","111","0.022249408066272736","0.01184731163084507","0.03231540322303772","111","111","111","0.0063167202286422254","-0.005592390429228544","0.017107298597693443","111","111","111","0.009796575363725423","-0.002929209265857935","0.03176789730787277"
"11300","112","112","112","0.04237430617213249","0.025262847542762756","0.06334295868873596","112","112","112","0.028153557144105435","0.014283503405749798","0.03959884122014046","112","112","112","0.002277957508340478","-0.006959652528166771","0.013918404467403889","112","112","112","-0.0036115456139668824","-0.011218979954719543","0.007567401509732008"
"11400","113","113","113","0.049954908154904845","0.010099309496581554","0.10352299362421036","113","113","113","0.021258448995649815","0.005624876357614994","0.03518863767385483","113","113","113","0.002904149983078241","-0.010150527581572533","0.01839543506503105","113","113","113","-0.004563603457063437","-0.032201558351516724","0.036122482270002365"
"11500","114","114","114","0.03541675247251987","0.015059536322951317","0.05830065906047821","114","114","114","0.00848145824857056","0.0005880303797312081","0.022687720134854317","114","114","114","0.0009474108926951885","-0.013953475281596184","0.010914490558207035","114","114","114","-0.0020689330587629227","-0.011339438147842884","0.013621754944324493"
"11600","115","115","115","0.028233316913247108","-0.01333389151841402","0.050530023872852325","115","115","115","0.009384684055112303","0.00019375031115487218","0.024432674050331116","115","115","115","-0.007641072059050203","-0.03661143779754639","0.005771426949650049","115","115","115","-0.0006905428133904933","-0.011530528776347637","0.015072737820446491"
"11700","116","116","116","0.022362767625600098","0.002034661825746298","0.04365861415863037","116","116","116","0.009228078625164926","-0.013238509185612202","0.028665734454989433","116","116","116","-0.005148442182689905","-0.02242869697511196","0.021962042897939682","116","116","116","-0.012735506799072028","-0.024227406829595566","0.006200190167874098"
"11800","117","117","117","0.032840763591229914","0.014489344321191311","0.04397733509540558","117","117","117","0.011858434975147247","-0.019895780831575394","0.02501494623720646","117","117","117","-0.0014319042675197124","-0.024509215727448463","0.01066315546631813","117","117","117","-0.013526188675314188","-0.03451945260167122","0.004054403398185968"
"11900","118","118","118","0.031443190202116965","0.004084655083715916","0.05857038125395775","118","118","118","0.01531755868345499","-0.007875684648752213","0.03828958049416542","118","118","118","-0.007065967470407486","-0.018943507224321365","0.01523318700492382","118","118","118","-0.009693488059565426","-0.027185628190636635","-0.0011637478601187468"
"12000","119","119","119","0.01880508828908205","-0.011165276169776917","0.03847339376807213","119","119","119","0.008554459549486637","-0.018941795453429222","0.03570606932044029","119","119","119","-0.016273347288370134","-0.03335258364677429","0.010123803280293941","119","119","119","-0.020841268450021745","-0.0292555820196867","-0.014268554747104645"
"12100","120","120","120","0.02923407480120659","0.016140403226017952","0.05988370254635811","120","120","120","0.006914687622338533","-0.01604854315519333","0.038299836218357086","120","120","120","-0.017389574088156223","-0.02751515619456768","-0.011997069232165813","120","120","120","-0.025633549503982066","-0.045597147196531296","-0.008969621732831001"
"12200","121","121","121","0.01826365871820599","0.0008808166021481156","0.044925495982170105","121","121","121","0.0009249826893210411","-0.014503861777484417","0.030202534049749374","121","121","121","-0.024498730490449816","-0.05526360124349594","0.00009114498971030116","121","121","121","-0.024255294911563398","-0.036458395421504974","-0.013146265409886837"
"12300","122","122","122","0.013758111931383609","-0.004799614194780588","0.0299073476344347","122","122","122","-0.008712421113159508","-0.015084268525242805","-0.0005440052482299507","122","122","122","-0.02212031790986657","-0.03790115937590599","-0.004682134371250868","122","122","122","-0.0330835834145546","-0.04094003885984421","-0.02115313708782196"
"12400","123","123","123","0.007188656053040176","-0.008337520062923431","0.022880302742123604","123","123","123","-0.0038731448992621155","-0.013316605240106583","0.00922994501888752","123","123","123","-0.03191477060317993","-0.04550321772694588","-0.014066530391573906","123","123","123","-0.033900856785476205","-0.058798305690288544","-0.012931748293340206"
"12500","124","124","124","0.007193694077432156","-0.01561648491770029","0.03193807229399681","124","124","124","-0.006799560016952455","-0.022106096148490906","0.0014527301536872983","124","124","124","-0.026956494338810442","-0.047726426273584366","-0.008838889189064503","124","124","124","-0.04055093377828598","-0.05453285574913025","-0.03202659264206886"
"12600","125","125","125","-0.0046585094649344684","-0.02234495058655739","0.003918011207133532","125","125","125","0.002844682871364057","-0.009419665671885014","0.019163204357028008","125","125","125","-0.01926732389256358","-0.029116667807102203","-0.0030022156424820423","125","125","125","-0.036192097887396815","-0.04689963161945343","-0.027346843853592873"
"12700","126","126","126","0.008876511547714471","-0.015639543533325195","0.039492666721343994","126","126","126","0.00023680999875068663","-0.016018573194742203","0.01242518238723278","126","126","126","-0.03491465859115124","-0.05122002214193344","-0.012667734175920486","126","126","126","-0.04410556741058826","-0.06829316914081573","-0.017547542229294777"
"12800","127","127","127","0.00504511957988143","-0.008506792597472668","0.03196108341217041","127","127","127","-0.004349218355491758","-0.009723387658596039","0.007447963580489159","127","127","127","-0.0343289814889431","-0.04167680814862251","-0.027139248326420784","127","127","127","-0.048292816430330274","-0.06732552498579025","-0.0383678637444973"
"12900","128","128","128","0.016471920488402247","0.003667825134471059","0.03397185727953911","128","128","128","-0.011010386422276497","-0.022092744708061218","0.009365306235849857","128","128","128","-0.03522825092077255","-0.057904016226530075","-0.018319031223654747","128","128","128","-0.0522428423166275","-0.05864765867590904","-0.044179853051900864"
"13000","129","129","129","0.021747115603648125","-0.0006593299331143498","0.05160696059465408","129","129","129","-0.010948039521463216","-0.02959551475942135","-0.001886927173472941","129","129","129","-0.03484160974621773","-0.050128404051065445","-0.02812027744948864","129","129","129","-0.04553870409727097","-0.07869312167167664","-0.02924247831106186"
"13100","130","130","130","0.015288109239190818","-0.0037578975316137075","0.02925257757306099","130","130","130","-0.015872867591679097","-0.025186795741319656","-0.008809133432805538","130","130","130","-0.036842658370733264","-0.047256775200366974","-0.02812342159450054","130","130","130","-0.05195187479257583","-0.0672520324587822","-0.030782047659158707"
"13200","131","131","131","0.022933650674531236","-0.011738930828869343","0.05846114456653595","131","131","131","-0.012326957378536462","-0.025305045768618584","0.00697690062224865","131","131","131","-0.041086138039827344","-0.050213493406772614","-0.032336022704839706","131","131","131","-0.05131727606058121","-0.06597360968589783","-0.03596176207065582"
"13300","132","132","132","0.014125851774588227","-0.02800070494413376","0.05793945863842964","132","132","132","-0.015753334818873553","-0.0318451002240181","-0.0006852450896985829","132","132","132","-0.05243689641356468","-0.05855380371212959","-0.04681539908051491","132","132","132","-0.05272208228707313","-0.0729159489274025","-0.031420204788446426"
"13400","133","133","133","0.022570328775327653","-0.005625574849545956","0.06904751807451248","133","133","133","-0.020698346197605133","-0.028717121109366417","-0.013503903523087502","133","133","133","-0.03982481397688389","-0.05184324458241463","-0.017959779128432274","133","133","133","-0.05758969336748123","-0.06875017285346985","-0.04082723706960678"
"13500","134","134","134","0.018279675021767618","-0.016564328223466873","0.06618209183216095","134","134","134","-0.015744869224727155","-0.026312904432415962","-0.0028112269937992096","134","134","134","-0.042591530829668045","-0.05523400753736496","-0.031263284385204315","134","134","134","-0.0575240820646286","-0.0726938471198082","-0.0354599803686142"
"13600","135","135","135","0.02077595517039299","-0.01639571413397789","0.058543313294649124","135","135","135","-0.022128542885184288","-0.0421571284532547","0.003492542542517185","135","135","135","-0.05136178135871887","-0.06570105254650116","-0.036982372403144836","135","135","135","-0.07182222455739976","-0.08467917144298553","-0.058905620127916336"
"13700","136","136","136","0.005545984208583832","-0.04615116864442825","0.06440182030200958","136","136","136","-0.014925720053724945","-0.04911552369594574","0.010785657912492752","136","136","136","-0.061724115163087845","-0.07778995484113693","-0.04992084950208664","136","136","136","-0.07791336104273797","-0.11016342788934708","-0.0449577234685421"
"13800","137","137","137","0.015117990970611572","-0.03225305676460266","0.055164895951747894","137","137","137","-0.025980044156312943","-0.048251036554574966","-0.004553257487714291","137","137","137","-0.057621951401233676","-0.07242128252983093","-0.0422491692006588","137","137","137","-0.08329635038971901","-0.11008212715387344","-0.060090284794569016"
"13900","138","138","138","0.021639814041554926","-0.021159477531909943","0.05452250316739082","138","138","138","-0.00979863852262497","-0.03314977511763573","0.024592725560069084","138","138","138","-0.06223959401249886","-0.07852550595998764","-0.03854573518037796","138","138","138","-0.07887804359197617","-0.08771388232707977","-0.06598170101642609"
"14000","139","139","139","0.04113250412046909","-0.01725291647017002","0.10367376357316971","139","139","139","-0.020887340896297246","-0.03350864723324776","-0.00041919812792912126","139","139","139","-0.06457359716296196","-0.07307032495737076","-0.05144580081105232","139","139","139","-0.08235431015491486","-0.09641658514738083","-0.07253409177064896"
"14100","140","140","140","0.022961973771452905","-0.04218902438879013","0.061762385070323944","140","140","140","-0.030790916667319833","-0.04629999399185181","-0.0018895204411819577","140","140","140","-0.0702228605747223","-0.08647897094488144","-0.04418540000915527","140","140","140","-0.08884244412183762","-0.11643242090940475","-0.07115548104047775"
"14200","141","141","141","0.01726709008216858","-0.05383515730500221","0.07197520136833191","141","141","141","-0.026422080281190575","-0.04579271748661995","0.0018656557658687234","141","141","141","-0.06453592106699943","-0.08280573785305023","-0.04539283365011215","141","141","141","-0.09930766224861146","-0.12163907289505005","-0.07533541321754456"
"14300","142","142","142","0.013363085268065334","-0.04622519016265869","0.07985412329435349","142","142","142","-0.028869463177397848","-0.053638771176338196","0.002257083309814334","142","142","142","-0.0713559292256832","-0.0778709128499031","-0.05785142257809639","142","142","142","-0.10628497898578644","-0.131086066365242","-0.0770258679986"
"14400","143","143","143","0.022680129995569585","-0.03982773795723915","0.07434576749801636","143","143","143","-0.03153611365705729","-0.06590144336223602","0.01241189707070589","143","143","143","-0.06766039058566094","-0.08029859513044357","-0.0603666715323925","143","143","143","-0.10438839495182037","-0.1391793042421341","-0.08134513348340988"
"14500","144","144","144","0.03608788661658764","-0.016872908920049667","0.09840026497840881","144","144","144","-0.034144163876771924","-0.05372481793165207","0.013456728309392929","144","144","144","-0.07816005200147629","-0.09714871644973755","-0.0638488382101059","144","144","144","-0.10686764866113663","-0.127023845911026","-0.0773395299911499"
"14600","145","145","145","0.0486096503213048","-0.014230415225028992","0.10320426523685455","145","145","145","-0.03662939839996397","-0.05249587446451187","0.0028875458519905806","145","145","145","-0.07834384590387344","-0.08340086787939072","-0.0752703845500946","145","145","145","-0.11521687507629394","-0.1518435776233673","-0.08322874456644058"
"14700","146","146","146","0.05153981586918235","0.003956187050789595","0.09281814098358154","146","146","146","-0.03465567454695702","-0.06884437799453735","-0.004524387419223785","146","146","146","-0.07655170559883118","-0.08931633085012436","-0.05455674231052399","146","146","146","-0.12360666394233703","-0.1425543874502182","-0.09178764373064041"
"14800","147","147","147","0.07179731652140617","0.00703037716448307","0.14605236053466797","147","147","147","-0.03178297625854611","-0.05290373042225838","0.00541685288771987","147","147","147","-0.08012615814805031","-0.10015901178121567","-0.04882003739476204","147","147","147","-0.12708777487277984","-0.15573398768901825","-0.09993445873260498"
"14900","148","148","148","0.07160530989058315","-0.0027142127510160208","0.13413971662521362","148","148","148","-0.03845967752858996","-0.07434315979480743","0.007346658501774073","148","148","148","-0.08406401723623276","-0.10488584637641907","-0.0719064474105835","148","148","148","-0.1297091469168663","-0.14868733286857605","-0.10993792861700058"
"15000","149","149","149","0.07093273550271988","-0.015867970883846283","0.1313791424036026","149","149","149","-0.03346355371177197","-0.06979767233133316","0.02522417902946472","149","149","149","-0.09120870530605316","-0.1249249130487442","-0.0643296092748642","149","149","149","-0.13305964171886445","-0.15513333678245544","-0.10619080811738968"
"15100","150","150","150","0.07559903357177973","-0.0155836446210742","0.12722867727279663","150","150","150","-0.021532989293336868","-0.064986452460289","0.023987485095858574","150","150","150","-0.09684811532497406","-0.1284288614988327","-0.0803326964378357","150","150","150","-0.13723384588956833","-0.16427230834960938","-0.10042513161897659"
"15200","151","151","151","0.0813362879678607","0.00971818994730711","0.1352287381887436","151","151","151","-0.03799242302775383","-0.06969119608402252","0.013938555493950844","151","151","151","-0.10317789614200593","-0.12700465321540833","-0.08232516050338745","151","151","151","-0.1386110320687294","-0.16320091485977173","-0.12037888914346695"
"15300","152","152","152","0.08851698264479638","0.031327079981565475","0.12652385234832764","152","152","152","-0.041797426110133526","-0.06241755187511444","-0.0033397998195141554","152","152","152","-0.09417945593595504","-0.12076286226511002","-0.07615721225738525","152","152","152","-0.13718497902154922","-0.1759643703699112","-0.10955137014389038"
"15400","153","153","153","0.08990715518593788","0.030889064073562622","0.1346115916967392","153","153","153","-0.033695930242538454","-0.07167007029056549","0.026924030855298042","153","153","153","-0.092878158390522","-0.11914823204278946","-0.06577063351869583","153","153","153","-0.14771806299686432","-0.16965138912200928","-0.12918543815612793"
"15500","154","154","154","0.08653070665895939","0.026047220453619957","0.13504818081855774","154","154","154","-0.034998909756541255","-0.06915176659822464","0.022107405588030815","154","154","154","-0.09705995172262191","-0.13478374481201172","-0.07173269987106323","154","154","154","-0.14311155378818513","-0.17874175310134888","-0.09694577753543854"
"15600","155","155","155","0.07198701910674572","-0.023254582658410072","0.114151231944561","155","155","155","-0.022209196630865336","-0.05331900343298912","0.024821730330586433","155","155","155","-0.09833683669567109","-0.12750574946403503","-0.08243466913700104","155","155","155","-0.15216677635908127","-0.18315187096595764","-0.11761868745088577"
"15700","156","156","156","0.0729367146268487","-0.01318169292062521","0.1224474087357521","156","156","156","-0.018907317752018572","-0.06666728854179382","0.032572485506534576","156","156","156","-0.09064674526453018","-0.12690159678459167","-0.05546007305383682","156","156","156","-0.15381926745176316","-0.18550090491771698","-0.11301179975271225"
"15800","157","157","157","0.07569562462158501","0.001975516090169549","0.10940682888031006","157","157","157","-0.019990072352811694","-0.06384659558534622","0.0460364930331707","157","157","157","-0.09706849008798599","-0.14539052546024323","-0.06880637258291245","157","157","157","-0.1575764909386635","-0.18663246929645538","-0.12460172921419144"
"15900","158","158","158","0.07617224995046853","-0.01090583112090826","0.12611956894397736","158","158","158","-0.022886717319488527","-0.05604829266667366","0.03659926354885101","158","158","158","-0.0907491236925125","-0.13214008510112762","-0.0683637261390686","158","158","158","-0.16187345683574678","-0.19667354226112366","-0.10134348273277283"
"16000","159","159","159","0.08345757666975259","-0.008300560526549816","0.12434786558151245","159","159","159","-0.02691471353173256","-0.06663894653320312","0.04396215081214905","159","159","159","-0.09038661047816277","-0.12604780495166779","-0.06012400612235069","159","159","159","-0.1668564647436142","-0.20377522706985474","-0.1285550892353058"
"16100","160","160","160","0.08500792076811195","-0.004328899551182985","0.13035131990909576","160","160","160","-0.026336387544870377","-0.06453792005777359","0.04328535124659538","160","160","160","-0.09158258736133576","-0.12038138508796692","-0.07095684111118317","160","160","160","-0.1699862450361252","-0.19302183389663696","-0.12516815960407257"
"16200","161","161","161","0.07641771713970229","0.0009099756716750562","0.12289347499608994","161","161","161","-0.018440967425704002","-0.07116806507110596","0.07443906366825104","161","161","161","-0.09683720022439957","-0.1456938534975052","-0.06874048709869385","161","161","161","-0.1677913635969162","-0.19660577178001404","-0.12596049904823303"
"16300","162","162","162","0.0806468551978469","0.008243913762271404","0.1235775426030159","162","162","162","-0.017677868343889715","-0.061482369899749756","0.06539741158485413","162","162","162","-0.09273056238889694","-0.14070995151996613","-0.06658941507339478","162","162","162","-0.1797163277864456","-0.20930692553520203","-0.1253899782896042"
"16400","163","163","163","0.07866914607584477","-0.009738205000758171","0.13205154240131378","163","163","163","-0.01936766542494297","-0.05348639562726021","0.060116566717624664","163","163","163","-0.09187796115875244","-0.14152826368808746","-0.06845161318778992","163","163","163","-0.17562639117240905","-0.2032708078622818","-0.12742485105991364"
"16500","164","164","164","0.07839870490133763","-0.01013159565627575","0.1342751830816269","164","164","164","-0.02666790634393692","-0.06840536743402481","0.04280656576156616","164","164","164","-0.09439139366149903","-0.14039923250675201","-0.06511273235082626","164","164","164","-0.16997009813785552","-0.19577670097351074","-0.12306690216064453"
"16600","165","165","165","0.08243526767473668","-0.0006712028989568353","0.12778712809085846","165","165","165","-0.019007387198507787","-0.05913074314594269","0.059619855135679245","165","165","165","-0.09890326261520385","-0.13140545785427094","-0.07521664351224899","165","165","165","-0.17753063440322875","-0.20466414093971252","-0.13463956117630005"
"16700","166","166","166","0.08899853817129041","0.00016796546697150916","0.1262655258178711","166","166","166","-0.01757628917694092","-0.054530736058950424","0.06299413740634918","166","166","166","-0.09879887402057648","-0.1434684544801712","-0.07282262295484543","166","166","166","-0.1760387897491455","-0.20888729393482208","-0.13325650990009308"
"16800","167","167","167","0.08747659457148985","-0.0007641771226190031","0.12412568926811218","167","167","167","-0.009542872384190559","-0.04017862677574158","0.05324724689126015","167","167","167","-0.09967751204967498","-0.1363365799188614","-0.07044222205877304","167","167","167","-0.17483054995536804","-0.20669138431549072","-0.12892763316631317"
"16900","168","168","168","0.08221637010574341","-0.015875816345214844","0.12488029897212982","168","168","168","-0.011992068216204643","-0.029557138681411743","0.046785496175289154","168","168","168","-0.1024698868393898","-0.15666130185127258","-0.08303972333669662","168","168","168","-0.17952829897403716","-0.20891402661800385","-0.1362905353307724"
"17000","169","169","169","0.0888295391574502","-0.015183928422629833","0.1398647427558899","169","169","169","-0.01692836731672287","-0.03761466592550278","0.053167667239904404","169","169","169","-0.09994257539510727","-0.15985865890979767","-0.06930135935544968","169","169","169","-0.183480966091156","-0.21350105106830597","-0.13565216958522797"
"17100","170","170","170","0.09284339568112046","0.0015454749809578061","0.14162904024124146","170","170","170","-0.011685441061854363","-0.04162706434726715","0.06292412430047989","170","170","170","-0.10813677459955215","-0.1492927372455597","-0.07800765335559845","170","170","170","-0.1863642603158951","-0.21296857297420502","-0.15133869647979736"
"17200","171","171","171","0.0930278408806771","-0.002365930238738656","0.1307985633611679","171","171","171","-0.01178413238376379","-0.04255997762084007","0.05832852050662041","171","171","171","-0.10757617652416229","-0.142331063747406","-0.07706331461668015","171","171","171","-0.1885976791381836","-0.21343526244163513","-0.14279508590698242"
"17300","172","172","172","0.08808963727205991","-0.013947897590696812","0.13169090449810028","172","172","172","-0.010812856256961823","-0.03506855294108391","0.0644679144024849","172","172","172","-0.10421155840158462","-0.155942901968956","-0.08376102894544601","172","172","172","-0.1837954193353653","-0.21814389526844025","-0.14026688039302826"
"17400","173","173","173","0.09124310128390789","-0.017256179824471474","0.1325475126504898","173","173","173","-0.01587306670844555","-0.047646213322877884","0.06470482051372528","173","173","173","-0.10619250833988189","-0.14679205417633057","-0.08436938375234604","173","173","173","-0.1884014666080475","-0.21525152027606964","-0.14321336150169373"
"17500","174","174","174","0.09079001601785422","-0.010894742794334888","0.13018889725208282","174","174","174","-0.018167120218276978","-0.056826382875442505","0.05888039618730545","174","174","174","-0.105402871966362","-0.15166260302066803","-0.08568268269300461","174","174","174","-0.19108628928661348","-0.21935494244098663","-0.14975608885288239"
"17600","175","175","175","0.09030631994828582","0.005381833296269178","0.13376104831695557","175","175","175","-0.012419509887695312","-0.0438532754778862","0.05481890216469765","175","175","175","-0.1084281399846077","-0.14973628520965576","-0.08174934983253479","175","175","175","-0.19001414477825165","-0.21796120703220367","-0.15925851464271545"
"17700","176","176","176","0.08611440029926598","0.0023290126118808985","0.12212535738945007","176","176","176","-0.014234665781259537","-0.04084791988134384","0.05517582222819328","176","176","176","-0.11390694379806518","-0.14501993358135223","-0.09033410251140594","176","176","176","-0.18896008133888245","-0.22305762767791748","-0.14242690801620483"
"17800","177","177","177","0.07997955251485109","-0.013140573166310787","0.12297306954860687","177","177","177","-0.019813183695077896","-0.04921676218509674","0.059364136308431625","177","177","177","-0.11440303474664688","-0.15037211775779724","-0.10098439455032349","177","177","177","-0.18839213252067566","-0.22240246832370758","-0.14562445878982544"
"17900","178","178","178","0.08415324371308089","-0.013605126179754734","0.12141098082065582","178","178","178","-0.021884072944521903","-0.05905604362487793","0.06356465816497803","178","178","178","-0.1129100501537323","-0.15730096399784088","-0.08536800742149353","178","178","178","-0.18767860829830169","-0.21889187395572662","-0.1509743183851242"
"18000","179","179","179","0.08773114401847124","-0.015330894850194454","0.13240721821784973","179","179","179","-0.012635383754968643","-0.04895183816552162","0.07063938677310944","179","179","179","-0.11656081974506378","-0.16696414351463318","-0.0789434015750885","179","179","179","-0.19365008175373077","-0.21693724393844604","-0.1720438450574875"
"18100","180","180","180","0.08586514443159103","-0.024157144129276276","0.12259785830974579","180","180","180","-0.018069801852107048","-0.04762820899486542","0.0691252276301384","180","180","180","-0.11301491111516952","-0.15654999017715454","-0.08393173664808273","180","180","180","-0.18850477635860444","-0.2181093543767929","-0.14829808473587036"
"18200","181","181","181","0.08743229880928993","-0.01782401278614998","0.1279662549495697","181","181","181","-0.017426590248942376","-0.060440484434366226","0.07331058382987976","181","181","181","-0.11642719209194183","-0.1724308282136917","-0.07817663252353668","181","181","181","-0.1925290882587433","-0.2210579812526703","-0.15981560945510864"
"18300","182","182","182","0.0827065221965313","-0.01430659368634224","0.12248607724905014","182","182","182","-0.01936613693833351","-0.04653172194957733","0.062413450330495834","182","182","182","-0.12002968490123749","-0.16826125979423523","-0.08431242406368256","182","182","182","-0.19098296761512756","-0.21010345220565796","-0.1604297012090683"
"18400","183","183","183","0.08742713015526533","-0.012162641622126102","0.13867446780204773","183","183","183","-0.024131578207015992","-0.04956698790192604","0.05920527130365372","183","183","183","-0.12002471834421158","-0.16574585437774658","-0.08222953230142593","183","183","183","-0.19670118987560273","-0.22012856602668762","-0.15394359827041626"
"18500","184","184","184","0.08647229708731174","-0.02587752602994442","0.1329651176929474","184","184","184","-0.02357833683490753","-0.050334665924310684","0.06286649405956268","184","184","184","-0.12297571450471878","-0.17529860138893127","-0.0866566076874733","184","184","184","-0.18687970340251922","-0.21330970525741577","-0.1476169377565384"
